date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,SubmitStory_http_start,SubmitStory_http_end,StoreStory_http_start,StoreStory_http_end,ViewComment_http_start,ViewComment_http_end,PostComment_http_start,PostComment_http_end,StoreComment_http_start,StoreComment_http_end,ModerateComment_http_start,ModerateComment_http_end,StoreModeratorLog_http_start,StoreModeratorLog_http_end,ReviewStories_http_start,ReviewStories_http_end,AcceptStory_http_start,AcceptStory_http_end,RejectStory_http_start,RejectStory_http_end,Search_http_start,Search_http_end,RegisterUser_http_start,RegisterUser_http_end,Author_http_start,Author_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523213940.000000,106,75,10,11,1,0,1,0,8,6,44,24,2,3,4,4,25,18,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0
1523213940.050000,86,103,8,8,1,2,0,1,3,5,47,54,0,0,2,1,21,29,0,0,1,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
1523213940.100000,68,81,5,7,1,1,2,2,3,3,43,52,1,1,4,3,1,4,0,0,4,4,0,0,0,0,0,0,1,1,0,0,2,3,0,0,1,0,0,0,0,0
1523213940.150000,95,77,21,15,2,1,1,0,7,6,35,34,3,2,1,0,4,1,0,0,10,10,0,0,0,0,1,1,1,0,0,0,7,5,2,1,0,1,0,0,0,0
1523213940.200000,100,85,16,16,1,2,4,2,6,6,49,38,2,2,2,1,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,10,0,0,1,1,0,0,0,0
1523213940.250000,18,15,3,3,2,0,1,0,1,2,5,5,1,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1523213940.300000,90,114,7,13,1,3,0,4,6,5,58,63,1,3,2,4,8,6,0,0,3,3,0,0,0,1,0,0,0,1,0,0,3,6,1,2,0,0,0,0,0,0
1523213940.350000,103,105,7,8,0,0,2,2,6,6,45,47,0,0,2,2,23,24,0,0,6,6,0,0,0,0,0,0,2,1,0,0,8,8,2,1,0,0,0,0,0,0
1523213940.400000,108,117,10,10,0,0,1,1,3,4,54,59,0,0,4,2,16,19,0,0,11,11,0,0,0,0,0,0,1,1,0,0,6,7,2,3,0,0,0,0,0,0
1523213940.450000,122,116,13,12,1,1,1,1,4,4,59,61,1,0,4,3,16,16,0,0,3,3,0,0,5,4,1,1,3,1,0,0,6,2,4,6,1,1,0,0,0,0
1523213940.500000,116,109,21,19,2,1,1,0,1,2,48,48,1,2,6,2,13,11,0,0,8,8,4,4,0,0,0,0,1,1,0,0,9,10,0,0,1,1,0,0,0,0
1523213940.550000,133,123,20,21,0,1,1,1,1,0,58,52,2,2,7,6,24,23,0,0,3,3,0,0,0,0,1,0,0,0,2,1,12,12,2,1,0,0,0,0,0,0
1523213940.600000,100,102,12,11,0,0,2,2,9,8,49,51,2,2,3,2,7,11,0,0,6,6,0,0,0,0,0,1,0,0,0,0,4,5,6,3,0,0,0,0,0,0
1523213940.650000,80,95,8,10,1,1,5,5,0,2,29,38,2,2,2,3,7,7,0,0,16,16,0,0,3,2,1,1,0,0,0,0,3,5,3,3,0,0,0,0,0,0
1523213940.700000,52,71,5,6,1,1,0,1,0,0,9,10,4,4,0,10,10,11,0,0,18,18,0,0,0,0,0,0,0,3,0,0,2,1,3,6,0,0,0,0,0,0
1523213940.750000,89,85,16,13,0,0,2,2,5,4,20,18,1,1,6,9,7,5,0,0,20,20,0,0,0,0,0,0,2,2,0,0,5,4,5,7,0,0,0,0,0,0
1523213940.800000,80,74,18,21,2,2,2,2,9,10,28,19,2,2,2,2,9,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,8,0,0,0,0,0,0,0,0
1523213940.850000,119,105,15,12,3,2,1,1,11,7,50,50,2,2,4,2,18,18,0,0,7,7,0,0,0,0,0,0,0,0,0,0,6,3,2,1,0,0,0,0,0,0
1523213940.900000,124,129,9,10,0,1,0,0,10,12,46,49,3,3,4,2,20,21,0,0,3,3,0,0,0,1,0,0,1,1,0,0,19,20,7,4,2,2,0,0,0,0
1523213940.950000,108,116,7,8,3,3,3,3,5,5,30,31,3,2,2,6,17,18,0,0,20,20,0,0,0,0,1,1,2,1,0,0,12,15,2,2,1,1,0,0,0,0
1523213941.000000,129,118,19,14,1,1,1,1,11,13,47,44,3,4,6,5,23,21,0,0,1,1,0,0,3,2,0,0,3,2,0,1,11,9,0,0,0,0,0,0,0,0
1523213941.050000,122,113,14,15,1,1,3,2,0,0,63,52,1,1,4,4,17,18,0,0,2,2,0,0,4,3,0,0,1,0,0,0,9,10,2,4,1,1,0,0,0,0
1523213941.100000,96,100,12,12,3,3,2,1,6,5,49,54,2,2,2,2,5,6,0,0,4,4,0,0,3,3,0,0,0,1,3,2,5,5,0,0,0,0,0,0,0,0
1523213941.150000,94,95,16,19,4,2,3,5,8,7,33,36,2,2,2,1,13,10,0,0,2,2,0,0,0,0,1,1,0,0,0,0,7,7,3,3,0,0,0,0,0,0
1523213941.200000,81,82,14,10,1,2,2,1,8,10,25,31,2,2,0,0,10,12,0,0,5,5,0,0,3,2,0,0,2,1,0,0,4,2,4,3,1,1,0,0,0,0
1523213941.250000,53,65,6,11,3,3,1,2,2,2,21,23,0,0,2,2,12,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,5,1,1,0,0,0,0,0,0
1523213941.300000,77,82,2,3,0,1,0,0,6,5,27,29,1,1,0,0,4,3,0,0,33,33,0,0,1,1,0,0,0,0,0,0,2,4,1,2,0,0,0,0,0,0
1523213941.350000,123,112,10,8,2,2,1,1,7,7,34,31,2,2,2,1,22,19,0,0,30,30,0,0,0,0,0,0,0,1,0,0,13,10,0,0,0,0,0,0,0,0
1523213941.400000,107,108,15,14,1,1,4,2,7,8,41,41,4,3,2,2,18,20,0,0,11,12,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0
1523213941.450000,119,132,12,15,2,1,3,5,7,6,36,40,2,3,0,3,31,32,0,0,13,12,0,0,0,0,0,0,0,1,0,0,11,12,2,2,0,0,0,0,0,0
1523213941.500000,96,105,17,15,1,2,1,1,6,5,32,32,3,3,0,5,8,8,0,0,16,16,0,0,0,0,0,0,0,2,0,0,6,6,5,9,1,1,0,0,0,0
1523213941.550000,109,106,15,15,2,2,2,1,5,7,49,42,1,1,0,1,13,14,0,0,7,7,2,2,0,0,0,0,1,1,0,0,7,8,3,3,2,2,0,0,0,0
1523213941.600000,114,118,12,11,5,5,3,2,5,4,61,66,0,0,6,8,13,11,0,0,2,2,0,0,0,2,2,1,1,1,0,1,4,4,0,0,0,0,0,0,0,0
1523213941.650000,128,108,15,12,4,2,2,2,6,6,63,55,1,1,7,2,13,11,0,0,0,0,2,2,0,0,1,1,0,0,0,0,12,11,1,2,1,1,0,0,0,0
1523213941.700000,101,103,11,12,3,5,4,5,4,4,48,46,3,1,5,4,9,13,0,0,1,1,2,1,0,0,0,1,0,0,0,0,9,9,2,1,0,0,0,0,0,0
1523213941.750000,98,79,18,14,1,1,2,3,4,3,49,39,3,4,5,3,4,1,0,0,3,3,0,1,1,1,1,1,0,0,0,0,5,4,0,0,2,1,0,0,0,0
1523213941.800000,115,134,10,17,2,0,3,2,5,7,49,61,3,4,3,3,16,17,0,0,6,6,0,0,0,0,0,0,1,1,2,1,8,6,4,5,3,4,0,0,0,0
1523213941.850000,119,122,13,14,0,2,4,4,4,4,63,67,2,2,3,1,9,9,0,0,4,4,1,0,6,5,2,1,0,0,0,0,8,9,0,0,0,0,0,0,0,0
1523213941.900000,116,114,13,10,0,0,1,2,2,2,55,56,0,0,7,4,15,14,0,0,13,13,1,2,0,0,2,3,0,0,0,0,5,7,2,1,0,0,0,0,0,0
1523213941.950000,115,99,14,14,1,1,3,2,5,4,53,47,1,1,6,2,21,17,0,0,6,6,0,0,0,0,1,1,0,0,0,0,1,2,2,1,1,1,0,0,0,0
1523213942.000000,93,99,6,8,1,1,2,3,3,3,40,44,1,1,2,2,18,20,0,0,2,2,2,2,0,0,0,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0
1523213942.050000,110,112,17,18,3,2,3,2,2,3,50,51,1,1,5,3,18,20,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,6,2,1,1,1,0,0,0,0
1523213942.100000,121,119,19,14,4,3,1,2,2,2,60,62,1,1,1,2,24,24,0,0,7,7,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1523213942.150000,99,107,13,18,1,3,5,5,4,3,42,43,2,1,2,1,16,19,0,0,8,8,0,0,0,0,0,0,0,0,0,0,4,5,1,0,1,1,0,0,0,0
1523213942.200000,108,108,17,16,3,3,3,3,3,3,32,35,3,3,4,2,3,3,0,0,26,26,0,0,0,0,2,2,0,0,0,0,6,6,4,4,2,2,0,0,0,0
1523213942.250000,92,98,13,14,2,2,2,1,1,2,35,34,3,4,10,12,8,8,0,0,16,16,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0
1523213942.300000,100,102,5,6,2,2,1,2,6,5,32,28,2,2,2,6,24,23,0,0,13,13,0,0,3,3,0,0,0,1,0,1,7,7,3,3,0,0,0,0,0,0
1523213942.350000,114,110,9,8,3,2,1,1,4,4,61,61,1,1,2,2,25,24,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,3,1,2,0,0,0,0,0,0
1523213942.400000,113,110,12,11,1,2,6,4,0,1,55,55,3,3,2,2,16,15,0,0,4,4,0,0,1,1,1,1,0,0,0,0,11,11,1,0,0,0,0,0,0,0
1523213942.450000,103,109,7,8,1,1,2,4,4,4,45,47,3,3,2,4,16,17,0,0,15,15,0,0,0,1,0,0,0,0,0,0,3,2,5,3,0,0,0,0,0,0
1523213942.500000,116,114,11,8,2,2,5,4,6,5,43,44,1,1,0,1,18,19,0,0,11,11,0,0,0,0,0,0,2,1,0,0,14,15,3,3,0,0,0,0,0,0
1523213942.550000,110,112,12,16,0,0,3,4,4,5,61,55,0,0,0,2,13,13,0,0,10,10,0,0,0,0,1,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0
1523213942.600000,93,98,9,8,1,1,1,1,2,2,50,56,0,0,4,4,10,9,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,4,6,6,0,0,0,0,0,0
1523213942.650000,104,96,17,14,1,0,1,1,6,6,44,40,3,3,2,4,6,7,0,0,15,15,0,0,0,0,1,1,2,1,0,0,6,4,0,0,0,0,0,0,0,0
1523213942.700000,125,121,18,18,1,2,5,4,7,6,48,49,5,3,2,1,13,11,0,0,14,14,0,0,5,4,1,1,0,0,0,0,6,8,0,0,0,0,0,0,0,0
1523213942.750000,103,111,11,15,1,1,2,3,4,4,44,46,3,5,4,3,12,12,0,0,9,9,0,0,0,0,1,0,0,0,0,0,10,10,2,3,0,0,0,0,0,0
1523213942.800000,116,112,11,7,0,0,2,2,1,2,49,49,1,1,6,6,15,16,0,0,16,16,2,2,3,2,1,2,2,1,2,1,3,3,2,2,0,0,0,0,0,0
1523213942.850000,102,104,13,15,0,0,2,2,8,8,33,34,3,2,2,5,23,21,0,0,10,10,0,0,0,1,0,0,0,0,0,0,5,4,2,1,1,1,0,0,0,0
1523213942.900000,118,123,9,11,0,0,2,2,7,6,41,40,4,3,2,5,27,31,0,0,10,10,0,0,7,6,1,1,0,0,0,0,2,2,6,6,0,0,0,0,0,0
1523213942.950000,123,115,11,10,1,1,0,0,9,9,54,47,5,6,4,2,6,5,0,0,16,16,0,0,5,4,0,0,1,1,2,1,6,7,3,6,0,0,0,0,0,0
1523213943.000000,107,115,10,11,1,0,1,1,0,1,62,70,0,1,4,4,12,12,0,0,6,6,0,0,0,0,2,2,0,0,0,0,2,2,7,5,0,0,0,0,0,0
1523213943.050000,83,86,7,7,1,2,3,3,2,1,33,36,0,0,2,3,10,10,0,0,11,11,0,0,3,3,0,0,1,1,0,0,9,7,1,2,0,0,0,0,0,0
1523213943.100000,100,93,10,8,1,0,3,2,5,4,33,31,0,0,6,6,16,15,0,0,19,19,0,0,0,0,0,0,0,0,0,0,6,6,1,2,0,0,0,0,0,0
1523213943.150000,117,113,12,12,3,4,3,4,3,3,40,40,3,3,3,2,21,17,0,0,16,16,2,2,1,1,0,0,3,2,0,1,6,6,0,0,1,0,0,0,0,0
1523213943.200000,123,121,16,17,1,1,3,2,8,9,43,40,1,1,5,5,31,32,0,0,4,4,0,0,0,0,0,0,0,0,1,0,8,8,1,0,1,2,0,0,0,0
1523213943.250000,123,116,14,13,2,2,1,2,2,3,65,57,0,0,2,1,10,11,0,0,11,11,0,0,0,0,0,0,0,0,1,1,12,13,3,2,0,0,0,0,0,0
1523213943.300000,94,95,10,8,2,1,1,1,1,0,54,58,1,1,2,1,14,16,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
1523213943.350000,81,83,8,11,0,1,1,1,1,2,41,41,2,2,4,2,11,9,0,0,2,2,2,2,0,0,0,0,0,0,0,0,6,7,3,3,0,0,0,0,0,0
1523213943.400000,87,91,7,8,0,0,1,1,4,3,39,41,1,1,2,1,14,17,0,0,11,11,0,0,2,3,0,0,2,1,0,0,3,3,0,0,1,1,0,0,0,0
1523213943.450000,107,110,16,14,2,2,0,0,6,7,50,51,1,1,2,4,3,3,0,0,16,16,0,0,2,2,0,0,0,0,0,1,6,5,3,4,0,0,0,0,0,0
