date_time,total_http_start,total_http_end,select_http_start,select_http_end,SELECT_http_start,SELECT_http_end,INSERT_http_start,INSERT_http_end,insert_http_start,insert_http_end,UPDATE_http_start,UPDATE_http_end,update_http_start,update_http_end,DELETE_http_start,DELETE_http_end,delete_http_start,delete_http_end,commit;_http_start,commit;_http_end,SHOW_http_start,SHOW_http_end,SET_http_start,SET_http_end,/bin_http_start,/bin_http_end,#_http_start,#_http_end
1523213940.000000,121,78,0,0,115,72,3,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.050000,87,108,0,0,85,106,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.100000,67,82,0,0,65,79,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.150000,77,79,0,0,72,74,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.200000,106,93,0,0,105,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.250000,37,17,0,0,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.300000,71,95,0,0,66,89,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.350000,113,100,0,0,106,94,3,2,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.400000,93,114,0,0,88,108,4,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.450000,113,115,0,0,104,107,7,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.500000,121,119,0,0,116,113,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.550000,129,116,0,0,122,110,6,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.600000,98,109,0,0,91,101,6,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.650000,89,94,0,0,82,87,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.700000,72,76,0,0,37,41,31,31,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.750000,85,80,0,0,51,47,31,30,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.800000,82,76,0,0,78,72,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.850000,110,97,0,0,108,95,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.900000,109,118,0,0,103,112,5,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213940.950000,115,127,0,0,101,112,5,6,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.000000,127,115,0,0,120,109,5,4,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.050000,115,110,0,0,111,105,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.100000,120,109,0,0,117,107,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.150000,92,97,0,0,89,94,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.200000,77,85,0,0,74,82,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.250000,67,76,0,0,65,74,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.300000,59,65,0,0,46,52,2,2,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.350000,116,116,0,0,94,94,2,2,0,0,19,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.400000,107,109,0,0,100,101,1,1,0,0,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.450000,127,123,0,0,119,116,3,3,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.500000,100,103,0,0,75,78,19,18,0,0,4,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.550000,108,107,0,0,99,98,8,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.600000,130,125,0,0,116,111,13,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.650000,116,96,0,0,114,94,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.700000,98,115,0,0,98,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.750000,102,84,0,0,96,78,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.800000,124,133,0,0,116,125,7,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.850000,115,114,0,0,110,109,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.900000,99,117,0,0,89,106,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213941.950000,117,100,0,0,110,94,5,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213942.000000,90,99,0,0,88,97,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213942.050000,111,110,0,0,106,105,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213942.100000,116,119,0,0,107,110,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213942.150000,98,103,0,0,92,96,5,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213942.200000,111,111,0,0,99,100,4,4,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213942.250000,103,102,0,0,84,83,7,6,0,0,10,11,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
