date_time,total_http,select_http,SELECT_http,INSERT_http,insert_http,UPDATE_http,update_http,DELETE_http,delete_http,commit;_http,SHOW_http,SET_http,/bin_http,#_http,http_total_longReq,http_adjustLoad
1523213940.000000,19.739993,0.000000,18.899986,0.100001,0.000000,0.740005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.739993
1523213940.050000,29.620039,0.000000,29.320041,0.099998,0.000000,0.200001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.620039
1523213940.100000,12.899989,0.000000,12.099992,0.239997,0.000000,0.560000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.899989
1523213940.150000,8.260034,0.000000,7.420037,0.000000,0.000000,0.839996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.260034
1523213940.200000,26.539973,0.000000,25.779971,0.000000,0.000000,0.760002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.539973
1523213940.250000,33.460005,0.000000,32.460005,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.460005
1523213940.300000,31.440010,0.000000,30.580013,0.380001,0.000000,0.479996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.440010
1523213940.350000,25.080009,0.000000,24.180011,0.599999,0.000000,0.240002,0.000000,0.059998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.080009
1523213940.400000,17.480021,0.000000,16.580028,0.819994,0.000000,0.079999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.480021
1523213940.450000,10.440007,0.000000,9.700009,0.419997,0.000000,0.320001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.440007
1523213940.500000,16.220014,0.000000,15.520012,0.700002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.220014
1523213940.550000,17.879969,0.000000,17.079967,0.779998,0.000000,0.020003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.879969
1523213940.600000,19.220030,0.000000,18.280035,0.839997,0.000000,0.099998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.220030
1523213940.650000,12.800013,0.000000,12.160021,0.639992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.800013
1523213940.700000,1.559969,0.000000,0.899978,0.619994,0.000000,0.019999,0.000000,0.019999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.559969
1523213940.750000,1.779998,0.000000,1.079994,0.660007,0.000000,0.039997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.779998
1523213940.800000,8.539992,0.000000,7.739999,0.199997,0.000000,0.599997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.539992
1523213940.850000,23.139948,0.000000,22.139951,0.000000,0.000000,0.999997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.139948
1523213940.900000,22.980014,0.000000,22.420021,0.339993,0.000000,0.219999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.980014
1523213940.950000,10.999969,0.000000,10.179969,0.640003,0.000000,0.179996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.999969
1523213941.000000,17.139940,0.000000,16.239940,0.680004,0.000000,0.019997,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.139940
1523213941.050000,21.520042,0.000000,20.620036,0.740004,0.000000,0.160003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.520042
1523213941.100000,23.959994,0.000000,23.439996,0.040002,0.000000,0.479997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.959994
1523213941.150000,22.600017,0.000000,21.980015,0.040002,0.000000,0.580000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.600017
1523213941.200000,20.859984,0.000000,19.879985,0.039997,0.000000,0.940002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.859984
1523213941.250000,16.819994,0.000000,15.859996,0.860000,0.000000,0.099998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.819994
1523213941.300000,4.700032,0.000000,3.840031,0.040002,0.000000,0.820000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.700032
1523213941.350000,4.180004,0.000000,3.300001,0.059996,0.000000,0.740005,0.000000,0.080002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.180004
