date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,SubmitStory_http_start,SubmitStory_http_end,StoreStory_http_start,StoreStory_http_end,ViewComment_http_start,ViewComment_http_end,PostComment_http_start,PostComment_http_end,StoreComment_http_start,StoreComment_http_end,ModerateComment_http_start,ModerateComment_http_end,StoreModeratorLog_http_start,StoreModeratorLog_http_end,ReviewStories_http_start,ReviewStories_http_end,AcceptStory_http_start,AcceptStory_http_end,RejectStory_http_start,RejectStory_http_end,Search_http_start,Search_http_end,RegisterUser_http_start,RegisterUser_http_end,Author_http_start,Author_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523215320.000000,61,49,17,20,1,0,3,1,0,0,25,18,1,0,4,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0
1523215320.050000,69,75,22,20,0,1,0,3,2,2,32,34,0,1,4,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,0,1,0,0,0,0
1523215320.100000,61,70,13,19,1,1,0,0,2,2,28,33,1,1,1,1,5,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,6,0,0,0,0,0,0,0,0
1523215320.150000,71,67,14,12,2,2,2,2,4,4,37,33,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,7,1,2,0,0,0,0,0,0
1523215320.200000,77,78,17,17,0,0,1,1,4,3,41,43,0,0,3,2,6,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,1,1,0,0,0,0
1523215320.250000,80,82,15,19,0,0,0,0,2,3,48,47,1,0,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,4,4,2,1,1,0,0,0,0
1523215320.300000,80,87,17,16,0,0,1,1,4,3,30,38,2,3,4,5,12,11,0,0,5,5,2,2,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1523215320.350000,103,97,22,20,0,0,2,2,2,3,49,45,1,1,0,2,13,12,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,4,2,0,0,0,0,0,0
1523215320.400000,87,91,10,16,1,0,1,1,2,2,41,39,3,1,2,2,9,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,6,6,1,2,0,0,0,0,0,0
1523215320.450000,99,109,20,16,1,2,1,1,0,0,45,49,3,5,0,5,5,5,0,0,20,20,0,0,0,0,0,0,0,1,0,0,2,2,1,2,1,1,0,0,0,0
1523215320.500000,121,118,24,23,0,0,1,0,4,4,42,38,1,1,0,0,14,15,0,0,28,28,2,2,0,0,1,1,0,1,0,1,4,4,0,0,0,0,0,0,0,0
1523215320.550000,123,108,21,21,1,1,2,2,3,1,64,55,0,0,4,2,12,11,0,0,7,7,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0
1523215320.600000,124,129,16,15,1,1,2,3,5,5,53,61,5,5,2,2,20,16,0,0,7,7,2,2,0,1,1,1,0,0,0,0,8,9,2,1,0,0,0,0,0,0
1523215320.650000,117,117,33,29,1,1,1,1,4,6,36,38,1,0,0,1,20,21,0,0,9,9,0,0,0,1,0,0,0,0,0,0,7,7,5,3,0,0,0,0,0,0
1523215320.700000,85,96,25,33,0,0,2,2,3,2,39,39,1,2,4,2,7,11,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1523215320.750000,86,82,18,17,0,0,4,4,5,6,36,34,1,1,0,0,4,3,0,0,10,10,0,0,0,0,0,0,2,1,0,0,6,6,0,0,0,0,0,0,0,0
1523215320.800000,93,85,20,17,0,0,2,0,0,0,41,44,2,2,0,0,17,13,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0
1523215320.850000,100,95,24,25,2,2,2,2,2,0,49,42,3,3,2,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,2,0,0,0,0,0,0
1523215320.900000,108,118,14,16,1,1,1,3,8,9,61,66,1,0,2,2,8,11,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,7,2,1,0,0,0,0,0,0
