date_time,total_http,StoriesOfTheDay_http,BrowseCategories_http,BrowseStoriesByCategory_http,OlderStories_http,ViewStory_http,SubmitStory_http,StoreStory_http,ViewComment_http,PostComment_http,StoreComment_http,ModerateComment_http,StoreModeratorLog_http,ReviewStories_http,AcceptStory_http,RejectStory_http,Search_http,RegisterUser_http,Author_http,jpg_http,html_http,total_http_out_rs,StoriesOfTheDay_http_out_rs,BrowseCategories_http_out_rs,BrowseStoriesByCategory_http_out_rs,OlderStories_http_out_rs,ViewStory_http_out_rs,SubmitStory_http_out_rs,StoreStory_http_out_rs,ViewComment_http_out_rs,PostComment_http_out_rs,StoreComment_http_out_rs,ModerateComment_http_out_rs,StoreModeratorLog_http_out_rs,ReviewStories_http_out_rs,AcceptStory_http_out_rs,RejectStory_http_out_rs,Search_http_out_rs,RegisterUser_http_out_rs,Author_http_out_rs,jpg_http_out_rs,html_http_out_rs
1523215320.000000,0.208077,0.031080,0.000000,0.032000,0.000000,0.065714,0.000000,0.000000,0.055333,0.001000,2.221500,0.000000,0.000000,0.000000,0.000000,0.000000,0.009500,0.000000,0.000000,0.000000,0.000000,0.081227,0.011000,0.017000,0.000000,0.000000,0.020700,0.000000,0.000000,0.000000,0.001000,1.494000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.000000
1523215320.050000,0.126921,0.037083,0.037000,0.041333,0.000000,0.078500,0.059000,0.849667,0.085000,0.002800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014000,0.865000,0.047000,0.000000,0.000000,0.027139,0.028857,0.000000,0.032000,0.000000,0.047500,0.000000,0.000000,0.046000,0.002800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014333,0.000000,0.000000,0.000000,0.000000
1523215320.100000,0.044857,0.021591,0.033000,0.000000,0.013000,0.032600,0.000000,0.847000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016000,0.009500,0.000000,0.000000,0.000000,0.000000,0.035000,0.028000,0.037000,0.041333,0.013000,0.066667,0.059000,0.000000,0.074000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018000,0.000000,0.047000,0.000000,0.000000
1523215320.150000,0.186927,0.024333,0.000000,0.037000,0.018667,0.059500,0.006000,0.831000,0.044500,0.000333,2.208000,0.000000,0.000000,0.000000,1.222000,0.000000,0.023800,0.000000,0.000000,0.000000,0.000000,0.060195,0.030500,0.033000,0.000000,0.008000,0.066500,0.006000,0.881000,0.085000,0.000333,0.000000,0.000000,0.000000,0.000000,0.000000,0.016000,0.006000,0.000000,0.000000,0.000000,0.000000
1523215320.200000,0.046025,0.024500,0.004500,0.016000,0.000000,0.048545,0.006000,0.779000,0.032000,0.000667,0.000000,0.000000,0.000000,0.024000,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,0.000000,0.076293,0.025273,0.004500,0.024500,0.024000,0.073222,0.006000,0.911000,0.044500,0.000667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023000,0.916000,0.000000,0.000000,0.000000
1523215320.250000,0.108980,0.018687,0.000000,0.000000,0.020667,0.029692,0.000000,0.730000,0.046500,0.001167,2.263000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008333,0.734000,0.005500,0.000000,0.000000,0.021429,0.018368,0.000000,0.020000,0.000000,0.035933,0.000000,0.000000,0.027333,0.001167,0.000000,0.000000,0.000000,0.024000,0.000000,0.000000,0.008333,0.000000,0.004000,0.000000,0.000000
1523215320.300000,0.032581,0.013737,0.000000,0.000000,0.000000,0.024600,0.014000,0.000000,0.000000,0.000500,0.000000,0.000000,0.000000,0.012500,0.000000,0.000000,0.009667,0.702000,0.000000,0.000000,0.000000,0.077277,0.018895,0.000000,0.000000,0.020667,0.024750,0.014000,1.019000,0.000000,0.000500,0.000000,0.000000,0.000000,0.000000,1.745000,0.000000,0.009667,0.000000,0.007000,0.000000,0.000000
1523215320.350000,0.137622,0.007667,0.000000,0.005000,0.010333,0.022000,0.003500,0.797500,0.015333,0.001333,1.703500,0.005000,0.000000,0.000000,0.000000,0.000000,0.003000,0.791000,0.000000,0.000000,0.000000,0.090113,0.010765,0.000000,0.005000,0.010333,0.042182,0.003500,0.981500,0.019500,0.001333,0.000000,0.005000,0.000000,0.012500,0.000000,0.000000,0.003000,0.000000,0.000000,0.000000,0.000000
1523215320.400000,0.147938,0.011150,0.000000,0.005000,0.011000,0.021455,0.019000,0.781000,0.020000,0.002000,1.639667,0.000000,0.000000,0.000000,0.000000,0.000000,0.011333,0.804000,0.000000,0.000000,0.000000,0.038366,0.008350,0.000000,0.005000,0.000000,0.034500,0.019000,0.932000,0.028333,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005500,0.000000,0.000000,0.000000,0.000000
1523215320.450000,0.174622,0.011429,0.018000,0.004000,0.000000,0.021167,0.003333,0.000000,0.021000,0.001500,1.838000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002600,0.000000,0.002000,0.000000,0.000000,0.092822,0.013214,0.000000,0.004000,0.011000,0.022000,0.003333,0.902000,0.015500,0.001500,1.825000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,0.904000,0.002000,0.000000,0.000000
