workload, timestamp, pit
10000, 1523210869000,15744.412
10000, 1523210869050,13575.923
10000, 1523210869100,18055.0
10000, 1523210869150,12947.45
10000, 1523210869200,14455.0625
10000, 1523210869250,67349.98
10000, 1523210869300,66657.68
10000, 1523210869350,128728.3
10000, 1523210869400,99718.7
10000, 1523210869450,61931.23
10000, 1523210869500,94900.61
10000, 1523210869550,91892.36
10000, 1523210869600,28632.154
10000, 1523210869650,14789.059
10000, 1523210869700,47823.49
10000, 1523210869750,79714.12
10000, 1523210869800,77293.7
10000, 1523210869950,72390.25
10000, 1523210870000,16696.52
10000, 1523210870050,50913.883
10000, 1523210870100,61623.28
10000, 1523210870150,44199.797
10000, 1523210870200,59004.832
10000, 1523210870250,60746.383
10000, 1523210870300,64815.848
10000, 1523210870350,61930.832
10000, 1523210870400,82161.164
10000, 1523210870450,69763.89
10000, 1523210870500,62638.02
10000, 1523210870550,58883.77
10000, 1523210870600,72834.055
10000, 1523210870650,70412.4
10000, 1523210870700,62962.746
10000, 1523210870750,75824.39
10000, 1523210870800,73269.2
10000, 1523210870850,73139.51
10000, 1523210870900,62294.414
10000, 1523210870950,81948.61
10000, 1523210871000,76919.83
10000, 1523210871050,71039.984
10000, 1523210871100,69523.13
10000, 1523210871150,73469.41
10000, 1523210871200,93774.58
10000, 1523210871250,56378.62
10000, 1523210871300,81616.414
10000, 1523210871350,43090.918
10000, 1523210871400,65212.0
10000, 1523210871450,81320.305
10000, 1523210871500,81216.625
10000, 1523210871550,62162.05
10000, 1523210871600,72228.7
10000, 1523210871650,48028.914
10000, 1523210871700,61183.41
10000, 1523210871750,51158.293
10000, 1523210871800,58867.734
10000, 1523210871850,38087.03
10000, 1523210871900,51789.566
10000, 1523210871950,46759.37
10000, 1523210872050,44492.9
10000, 1523210872100,77232.44
10000, 1523210872150,58310.63
10000, 1523210872200,58594.117
10000, 1523210872250,38968.387
10000, 1523210872300,27570.12
10000, 1523210872350,39276.75
10000, 1523210872400,50402.445
10000, 1523210872450,124405.664
10000, 1523210872500,60002.145
10000, 1523210872550,58805.207
10000, 1523210872600,36219.09
10000, 1523210872650,20315.236
10000, 1523210872700,23623.39
10000, 1523210872750,29046.893
10000, 1523210872800,79540.64
10000, 1523210872850,42289.023
10000, 1523210872900,11325.8
10000, 1523210872950,50278.043
10000, 1523210873000,43268.484
10000, 1523210873050,30679.482
10000, 1523210873100,679.0
10000, 1523210873200,44118.5
10000, 1523210873250,40908.1
10000, 1523210873300,36206.766
10000, 1523210873350,38576.92
10000, 1523210873400,38831.668
10000, 1523210873450,29524.562
10000, 1523210873750,41368.5
10000, 1523210874000,6743.0
10000, 1523210874050,18630.0
10000, 1523210874250,23759.0
10000, 1523210874300,22868.0
10000, 1523210874350,13890.0
10000, 1523210874400,14203.5
10000, 1523210874450,6907.0
10000, 1523210874500,7765.6665
10000, 1523210874550,7844.0
10000, 1523210874700,16677.0
10000, 1523210874750,15131.0
10000, 1523210874850,10590.0
10000, 1523210874900,71879.0
10000, 1523210875050,8744.0
10000, 1523210875300,9570.0
10000, 1523210875350,5585.0
10000, 1523210875500,63365.5
10000, 1523210875550,16772.0
10000, 1523210875600,16786.0
10000, 1523210875650,30890.0
10000, 1523210875700,19749.0
10000, 1523210875750,8246.0
10000, 1523210875850,8561.0
10000, 1523210875900,14307.0
10000, 1523210876000,73206.0
10000, 1523210876100,42769.0
10000, 1523210876200,66780.0
10000, 1523210876300,49470.5
10000, 1523210876400,10636.0
10000, 1523210876450,580.0
10000, 1523210876550,11516.5
10000, 1523210876600,24609.0
10000, 1523210876650,9656.0
10000, 1523210876700,15032.0
10000, 1523210876750,31512.0
10000, 1523210876800,68813.0
10000, 1523210876850,18511.5
10000, 1523210876900,8417.0
10000, 1523210876950,61444.0
10000, 1523210877100,57186.5
10000, 1523210877150,66002.0
10000, 1523210877250,7913.0
10000, 1523210877300,20091.334
10000, 1523210877350,13223.0
10000, 1523210877400,37003.332
10000, 1523210877450,33864.0
10000, 1523210877500,51748.0
10000, 1523210877550,62519.5
10000, 1523210877600,19324.0
10000, 1523210877650,72854.0
10000, 1523210877700,25026.666
10000, 1523210877750,18525.5
10000, 1523210877800,16909.0
10000, 1523210877850,36132.0
10000, 1523210877900,13143.5
10000, 1523210877950,16023.6
10000, 1523210878000,3606.0
10000, 1523210878050,24868.666
10000, 1523210878100,20253.334
10000, 1523210878150,51699.5
10000, 1523210878250,10442.0
10000, 1523210878300,40630.5
10000, 1523210878350,39202.0
10000, 1523210878400,14364.667
10000, 1523210878450,12958.667
10000, 1523210878500,5337.0
10000, 1523210878550,8253.0
10000, 1523210878600,32408.334
10000, 1523210878650,23755.0
10000, 1523210878700,13294.25
