workload, timestamp, pit
10000, 1523210173750,48025.9
10000, 1523210173800,16465.166
10000, 1523210173850,17742.6
10000, 1523210173900,30416.1
10000, 1523210173950,16697.348
10000, 1523210174000,53643.125
10000, 1523210174050,75037.5
10000, 1523210174100,42493.8
10000, 1523210174150,40881.184
10000, 1523210174200,69077.555
10000, 1523210174250,66502.36
10000, 1523210174300,37885.83
10000, 1523210174350,37201.848
10000, 1523210174400,52360.035
10000, 1523210174450,74373.86
10000, 1523210174500,100555.54
10000, 1523210174550,97478.67
10000, 1523210174600,42529.0
10000, 1523210174650,61670.47
10000, 1523210174700,71117.27
10000, 1523210174750,7851.125
10000, 1523210174800,15399.75
10000, 1523210174850,10942.0
10000, 1523210174900,21641.666
10000, 1523210174950,75113.81
10000, 1523210175000,63587.51
10000, 1523210175050,95891.98
10000, 1523210175100,79449.3
10000, 1523210175150,49546.61
10000, 1523210175200,80350.29
10000, 1523210175250,63399.77
10000, 1523210175300,72148.836
10000, 1523210175350,37824.555
10000, 1523210175400,61930.832
10000, 1523210175450,66449.95
10000, 1523210175500,40569.07
10000, 1523210175550,43582.918
10000, 1523210175600,75285.88
10000, 1523210175650,83743.555
10000, 1523210175700,94555.4
10000, 1523210175750,73184.266
10000, 1523210175800,61299.867
10000, 1523210175850,86906.82
10000, 1523210175900,67589.14
10000, 1523210175950,52612.254
10000, 1523210176000,84678.19
10000, 1523210176050,82142.35
10000, 1523210176100,62595.61
10000, 1523210176150,52768.32
10000, 1523210176200,57760.273
10000, 1523210176250,21201.459
10000, 1523210176300,28003.7
10000, 1523210176500,17002.572
10000, 1523210176550,57486.094
10000, 1523210176600,65729.53
10000, 1523210176650,35285.38
10000, 1523210176700,70093.93
10000, 1523210176750,63894.824
10000, 1523210176800,27436.822
10000, 1523210176850,58770.5
10000, 1523210176900,39505.586
10000, 1523210176950,28620.613
10000, 1523210177000,33321.83
10000, 1523210177050,64799.0
10000, 1523210177350,12877.2
10000, 1523210177400,14212.363
10000, 1523210177450,22703.318
