workload	timestamp	pit
10000	0	48025.9
10000	50	16465.166
10000	100	17742.6
10000	150	30416.1
10000	200	16697.348
10000	250	53643.125
10000	300	75037.5
10000	350	42493.8
10000	400	40881.184
10000	450	69077.555
10000	500	66502.36
10000	550	37885.83
10000	600	37201.848
10000	650	52360.035
10000	700	74373.86
10000	750	100555.54
10000	800	97478.67
10000	850	42529.0
10000	900	61670.47
10000	950	71117.27
10000	1000	7851.125
10000	1050	15399.75
10000	1100	10942.0
10000	1150	21641.666
10000	1200	75113.81
10000	1250	63587.51
10000	1300	95891.98
10000	1350	79449.3
10000	1400	49546.61
10000	1450	80350.29
10000	1500	63399.77
10000	1550	72148.836
10000	1600	37824.555
10000	1650	61930.832
10000	1700	66449.95
10000	1750	40569.07
10000	1800	43582.918
10000	1850	75285.88
10000	1900	83743.555
10000	1950	94555.4
10000	2000	73184.266
10000	2050	61299.867
10000	2100	86906.82
10000	2150	67589.14
10000	2200	52612.254
10000	2250	84678.19
10000	2300	82142.35
10000	2350	62595.61
10000	2400	52768.32
10000	2450	57760.273
10000	2500	21201.459
10000	2550	28003.7
10000	2600	17002.572
10000	2650	57486.094
10000	2700	65729.53
10000	2750	35285.38
10000	2800	70093.93
10000	2850	63894.824
10000	2900	27436.822
10000	2950	58770.5
10000	3000	39505.586
10000	3050	28620.613
10000	3100	33321.83
10000	3150	64799.0
10000	3200	12877.2
10000	3250	14212.363
10000	3300	22703.318
10000	3350	8887.321
10000	3400	26126.379
10000	3450	22209.898
10000	3500	14923.082
10000	3550	19295.723
10000	3600	20543.61
10000	3650	14691.788
10000	3700	20992.318
10000	3750	20727.8
10000	3800	31294.1
10000	3850	22604.555
10000	3900	16213.919
10000	3950	16640.559
10000	4000	36625.0
10000	4050	55695.0
10000	4100	36042.0
10000	4150	15553.0
10000	4200	8891.0
10000	4250	8773.0
10000	4300	65338.0
10000	4350	10893.0
10000	4400	31504.0
10000	4450	80202.0
10000	4500	16300.5
10000	4550	46466.0
10000	4600	35964.0
10000	4650	21845.0
10000	4700	6688.5
10000	4750	15466.333
10000	4800	10693.0
10000	4850	13091.0
10000	4900	10763.0
10000	4950	17754.0
10000	5000	32205.0
10000	5050	132164.0
10000	5100	42488.0
10000	5150	273755.0
10000	5200	24362.0
10000	5250	9132.0
10000	5300	369.0
10000	5350	7087.0
10000	5400	22072.0
10000	5450	27004.0
10000	5500	61126.0
10000	5550	26516.0
10000	5600	17062.0
10000	5650	15078.0
10000	5700	10663.0
10000	5750	18017.334
10000	5800	20878.0
10000	5850	12729.0
10000	5900	15466.0
10000	5950	26141.0
10000	6000	33251.0
10000	6050	26899.834
