workload,date_time,total_http
1000,1523137380,0.012
1000,1523137380,0.00925
1000,1523137380,0
1000,1523137380,0.005
1000,1523137380,0.008167
1000,1523137380,0.011
1000,1523137380,0
1000,1523137380,0.006333
1000,1523137380,0.007667
1000,1523137380,0.006
1000,1523137381,0.00625
1000,1523137381,0.01
1000,1523137381,0.01
1000,1523137381,0.0132
1000,1523137381,0.007333
1000,1523137381,0
1000,1523137381,0.017333
1000,1523137381,0.021333
1000,1523137381,0.0065
1000,1523137381,0.007833
1000,1523137381,0.009667
1000,1523137381,0.005
1000,1523137381,0.01
1000,1523137381,0.009333
1000,1523137381,0.0065
1000,1523137381,0.005
1000,1523137381,0.010875
1000,1523137381,0.008667
1000,1523137381,0.00775
1000,1523137381,0.0134
1000,1523137382,1.152
1000,1523137382,0.012667
1000,1523137382,0
1000,1523137382,0.00975
1000,1523137382,0
1000,1523137382,0.007
1000,1523137382,0
1000,1523137382,0.016
1000,1523137382,0.00825
1000,1523137382,0.0135
1000,1523137382,0.0126
1000,1523137382,0.006667
1000,1523137382,0.0065
1000,1523137382,0.009
1000,1523137382,0.0064
1000,1523137382,0.0065
1000,1523137382,0.0055
1000,1523137382,0.005
1000,1523137382,0.015667
1000,1523137382,0.009
1000,1523137383,0.005
1000,1523137383,0.014333
1000,1523137383,0.005
1000,1523137383,0.005
1000,1523137383,0.0082
1000,1523137383,0.012333
1000,1523137383,0.006
1000,1523137383,0.010833
1000,1523137383,0.00475
1000,1523137383,0.0115
1000,1523137383,0.005
1000,1523137383,0.0055
1000,1523137383,0.01225
1000,1523137383,0.027
1000,1523137383,0.0125
1000,1523137383,0.011
1000,1523137383,0.009
1000,1523137383,0.0118
1000,1523137383,0.01
1000,1523137383,0.457667
1000,1523137384,0.0165
1000,1523137384,0.032667
1000,1523137384,0.0235
1000,1523137384,0
1000,1523137384,0.0132
1000,1523137384,0.0075
1000,1523137384,0.0065
1000,1523137384,0.00825
1000,1523137384,0.01
1000,1523137384,0.01725
1000,1523137384,0.013
1000,1523137384,0.005
1000,1523137384,0.004667
1000,1523137384,0.0065
1000,1523137384,0.008
1000,1523137384,0.01975
1000,1523137384,0.0085
1000,1523137384,0.01225
1000,1523137384,0.0055
1000,1523137384,0.0075
1000,1523137385,0.00975
1000,1523137385,0.009
1000,1523137385,0.0124
1000,1523137385,0.023
1000,1523137385,0.01
1000,1523137385,0.00775
1000,1523137385,0.023
1000,1523137385,0.012
1000,1523137385,0.016667
1000,1523137385,0.00975
1000,1523137385,0
1000,1523137385,0.0055
1000,1523137385,0.008
1000,1523137385,0.007
1000,1523137385,0.00925
1000,1523137385,0.008
1000,1523137385,0.0165
1000,1523137385,0.013
1000,1523137385,0.015
1000,1523137385,0
1000,1523137386,0.0065
1000,1523137386,0.011
1000,1523137386,0.019
1000,1523137386,0.014333
1000,1523137386,0.008667
1000,1523137386,0.0124
1000,1523137386,0.00475
1000,1523137386,0.0065
1000,1523137386,0.002
1000,1523137386,0.007667
1000,1523137386,0.016
1000,1523137386,0.01
1000,1523137386,0.005
1000,1523137386,0.0045
1000,1523137386,0.017333
1000,1523137386,0.008
1000,1523137386,0.015
1000,1523137386,0.009
1000,1523137386,0.004333
1000,1523137386,0.0094
1000,1523137387,0.0205
1000,1523137387,0.01
1000,1523137387,0.006
1000,1523137387,0.014
1000,1523137387,0.00975
1000,1523137387,0.012
1000,1523137387,0.00675
1000,1523137387,0.0105
1000,1523137387,0.005
1000,1523137387,0.0072
1000,1523137387,0.010667
1000,1523137387,0.002
1000,1523137387,0.015
1000,1523137387,0.016667
1000,1523137387,0.00625
1000,1523137387,0.018333
1000,1523137387,0.005
1000,1523137387,0.0105
1000,1523137387,0.019
1000,1523137387,0.0055
1000,1523137388,0.014
1000,1523137388,0.012
1000,1523137388,0.0055
1000,1523137388,0.007
1000,1523137388,0.006
1000,1523137388,0.014333
1000,1523137388,0
1000,1523137388,0.014
1000,1523137388,0
1000,1523137388,0.006667
1000,1523137388,0.007
1000,1523137388,0.00475
1000,1523137388,0.005
1000,1523137388,0.019
1000,1523137388,0.0214
1000,1523137388,0.0116
1000,1523137388,0.0105
1000,1523137388,0
1000,1523137388,0.0248
1000,1523137388,0.007
1000,1523137389,0.017
1000,1523137389,0.007333
1000,1523137389,0.010667
1000,1523137389,0.006333
1000,1523137389,0.013429
1000,1523137389,0.0095
1000,1523137389,0.018
1000,1523137389,0.007
