date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,SubmitStory_http_start,SubmitStory_http_end,StoreStory_http_start,StoreStory_http_end,ViewComment_http_start,ViewComment_http_end,PostComment_http_start,PostComment_http_end,StoreComment_http_start,StoreComment_http_end,ModerateComment_http_start,ModerateComment_http_end,StoreModeratorLog_http_start,StoreModeratorLog_http_end,ReviewStories_http_start,ReviewStories_http_end,AcceptStory_http_start,AcceptStory_http_end,RejectStory_http_start,RejectStory_http_end,Search_http_start,Search_http_end,RegisterUser_http_start,RegisterUser_http_end,Author_http_start,Author_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523212440.000000,84,84,11,11,2,2,1,1,9,10,12,12,1,1,2,1,12,12,0,0,21,21,0,0,0,0,1,1,0,1,0,0,7,7,5,4,0,0,0,0,0,0
1523212440.050000,61,61,8,9,0,0,2,2,4,4,12,11,1,1,4,4,5,6,0,0,16,16,0,0,5,4,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0
1523212440.100000,71,61,12,11,1,0,1,1,4,3,21,18,1,1,0,3,17,12,0,0,7,7,0,0,3,2,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0
1523212440.150000,81,74,15,11,3,4,1,0,2,3,26,26,4,2,4,3,15,14,0,0,5,5,0,0,2,2,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0
1523212440.200000,79,78,9,12,2,2,6,4,2,2,27,26,3,4,4,3,15,14,0,0,2,2,0,0,0,0,0,0,0,0,0,1,7,7,2,1,0,0,0,0,0,0
1523212440.250000,80,88,9,10,0,0,2,4,1,1,41,43,2,3,2,1,16,20,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0
1523212440.300000,127,130,9,9,1,1,3,4,8,8,48,49,5,4,2,2,5,7,0,0,32,32,0,0,3,3,0,0,0,0,2,1,5,5,4,5,0,0,0,0,0,0
1523212440.350000,116,119,10,11,0,0,2,2,4,4,32,33,2,3,2,3,14,14,0,0,37,37,2,2,5,5,1,1,0,1,0,0,4,1,1,2,0,0,0,0,0,0
1523212440.400000,118,116,13,11,1,1,2,2,8,7,45,44,2,2,2,1,20,20,0,0,13,13,2,2,3,3,0,0,0,0,0,0,0,3,6,6,1,1,0,0,0,0
1523212440.450000,129,127,11,12,3,2,2,2,6,6,69,67,2,2,0,0,14,14,0,0,8,8,4,4,0,0,0,0,0,0,0,0,6,5,4,5,0,0,0,0,0,0
