date_time,total_http,StoriesOfTheDay_http,BrowseCategories_http,BrowseStoriesByCategory_http,OlderStories_http,ViewStory_http,SubmitStory_http,StoreStory_http,ViewComment_http,PostComment_http,StoreComment_http,ModerateComment_http,StoreModeratorLog_http,ReviewStories_http,AcceptStory_http,RejectStory_http,Search_http,RegisterUser_http,Author_http,jpg_http,html_http,total_http_out_rs,StoriesOfTheDay_http_out_rs,BrowseCategories_http_out_rs,BrowseStoriesByCategory_http_out_rs,OlderStories_http_out_rs,ViewStory_http_out_rs,SubmitStory_http_out_rs,StoreStory_http_out_rs,ViewComment_http_out_rs,PostComment_http_out_rs,StoreComment_http_out_rs,ModerateComment_http_out_rs,StoreModeratorLog_http_out_rs,ReviewStories_http_out_rs,AcceptStory_http_out_rs,RejectStory_http_out_rs,Search_http_out_rs,RegisterUser_http_out_rs,Author_http_out_rs,jpg_http_out_rs,html_http_out_rs
1523212440.000000,1.122824,0.810000,0.000000,1.140000,0.000000,1.191000,0.000000,1.535000,0.174000,2.097000,0.000000,1.125000,0.000000,0.668500,0.000000,0.000000,1.838000,0.000000,0.000000,0.000000,0.000000,0.931429,0.959333,0.000000,1.129000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.194000,0.000000,0.000000,1.166000,0.000000,0.000000,0.153000,0.000000,0.000000,0.000000,0.000000
1523212440.050000,1.172824,1.596000,0.180000,0.000000,0.000000,2.328500,0.000000,0.572000,0.205000,0.796333,2.160000,0.000000,0.000000,0.000000,0.000000,0.000000,1.326000,0.000000,1.119000,0.000000,0.847333,0.518300,0.245000,0.000000,0.000000,0.000000,0.000000,0.156000,0.000000,0.664000,0.860500,1.157000,0.000000,0.000000,0.178000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.153000
1523212440.100000,1.368929,0.979500,1.560000,0.000000,0.000000,2.112000,1.158000,2.857000,0.000000,1.743000,1.994000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.932000,0.711250,0.000000,1.267500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.155000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.150000,0.571100,0.627000,0.000000,0.000000,0.000000,0.546333,0.000000,0.000000,0.147000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.783333,0.000000,0.000000,0.000000,0.321000,1.112222,1.177000,0.000000,1.174000,0.000000,0.000000,0.000000,1.130500,1.230000,0.174000,1.901000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192000,0.000000,0.000000,0.000000,0.000000
1523212440.200000,1.202188,1.613250,0.000000,0.129000,1.014750,0.136000,0.000000,0.500000,1.310000,1.564667,0.000000,0.000000,0.000000,0.000000,1.954000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.676900,0.656750,0.000000,0.000000,0.000000,0.677000,0.000000,0.000000,0.174000,0.159000,2.293000,0.000000,0.000000,0.162000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.250000,0.882308,0.806000,0.126000,0.000000,1.326000,0.000000,0.000000,0.000000,0.000000,0.443667,2.098000,0.000000,0.000000,0.000000,0.000000,1.483000,1.124000,0.000000,0.000000,0.000000,0.122000,1.007818,0.359000,0.771000,0.000000,1.074000,1.523000,1.170000,1.818000,0.678000,1.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.300000,1.048636,1.658333,0.000000,0.000000,1.118000,2.146000,0.000000,0.000000,0.133000,0.098000,0.000000,2.544000,0.000000,0.105000,0.000000,0.000000,0.208000,0.000000,0.000000,0.000000,0.000000,0.777417,0.912333,0.000000,0.845500,0.000000,0.141000,0.000000,0.000000,0.147000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.938000,0.000000,0.000000,0.000000,0.000000
1523212440.350000,1.050955,1.283800,2.541000,0.000000,1.092000,0.422500,0.000000,1.691000,0.000000,0.304000,2.763000,1.328000,0.000000,0.000000,0.000000,1.107000,0.602500,0.000000,0.000000,0.000000,0.430000,1.001143,0.533000,0.925500,0.000000,0.000000,0.631000,1.233500,1.813500,1.331333,0.114000,1.584667,0.000000,0.000000,0.000000,0.000000,0.000000,0.121000,0.000000,0.000000,0.000000,0.617500
1523212440.400000,0.508722,0.470800,0.000000,0.000000,0.101000,0.622500,0.100000,0.000000,0.000000,0.093500,2.539000,0.095000,0.000000,0.000000,0.000000,0.000000,0.611750,0.000000,0.000000,0.000000,0.089000,1.200950,1.399500,0.000000,1.642500,1.230000,0.919000,0.000000,0.000000,0.000000,0.114500,1.963600,0.000000,0.000000,0.105000,1.922000,0.000000,0.097000,1.033000,0.000000,0.000000,0.319000
1523212440.450000,0.283000,0.000000,1.715000,0.000000,0.106000,0.108500,0.000000,0.000000,0.213000,0.086667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.106000,0.000000,0.000000,0.000000,0.000000,0.903136,0.910500,0.000000,0.000000,0.000000,0.929750,0.000000,0.000000,0.934000,0.591000,1.401000,0.000000,0.000000,0.000000,0.000000,0.000000,0.941000,0.000000,0.000000,0.000000,0.608000
