date_time,total_http,select_http,SELECT_http,INSERT_http,insert_http,UPDATE_http,update_http,DELETE_http,delete_http,commit;_http,SHOW_http,SET_http,/bin_http,#_http,http_total_longReq,http_adjustLoad
1523212440.000000,6.659964,0.000000,6.119972,0.079999,0.000000,0.459992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.659964
1523212440.050000,6.600009,0.000000,5.620012,0.419993,0.000000,0.560003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.600009
1523212440.100000,3.280003,0.000000,2.520005,0.100002,0.000000,0.659995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.280003
1523212440.150000,5.019992,0.000000,4.679993,0.139999,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.019992
1523212440.200000,13.820027,0.000000,13.460030,0.000000,0.000000,0.359998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.820027
1523212440.250000,17.439966,0.000000,17.339968,0.099998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.439966
1523212440.300000,11.479997,0.000000,10.479998,0.579998,0.000000,0.379999,0.000000,0.040002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.479997
1523212440.350000,5.920011,0.000000,5.020004,0.080004,0.000000,0.820003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.920011
1523212440.400000,5.600020,0.000000,4.840029,0.359993,0.000000,0.399999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.600020
1523212440.450000,9.739957,0.000000,8.779953,0.900003,0.000000,0.060000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.739957
1523212440.500000,7.879986,0.000000,6.979993,0.899993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.879986
1523212440.550000,6.500003,0.000000,5.780008,0.719995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.500003
1523212440.600000,7.659976,0.000000,6.899980,0.759996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.659976
1523212440.650000,10.359987,0.000000,9.779990,0.579997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.359987
1523212440.700000,7.719929,0.000000,6.859931,0.859998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.719929
1523212440.750000,13.480028,0.000000,12.620027,0.860002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.480028
1523212440.800000,11.719995,0.000000,11.219996,0.499999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.719995
1523212440.850000,16.699991,0.000000,15.779992,0.919999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.699991
1523212440.900000,5.880029,0.000000,5.260025,0.419999,0.000000,0.200005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.880029
1523212440.950000,6.259984,0.000000,5.339994,0.119993,0.000000,0.799996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.259984
1523212441.000000,9.100028,0.000000,8.140025,0.060000,0.000000,0.900002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.100028
1523212441.050000,8.400022,0.000000,7.480019,0.020003,0.000000,0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.400022
1523212441.100000,5.580020,0.000000,4.700025,0.180003,0.000000,0.699992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.580020
1523212441.150000,4.260023,0.000000,3.440032,0.419995,0.000000,0.399996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.260023
