date_time,total_http,select_http,SELECT_http,INSERT_http,insert_http,UPDATE_http,update_http,DELETE_http,delete_http,commit;_http,SHOW_http,SET_http,/bin_http,#_http,total_http_out_rs,select_http_out_rs,SELECT_http_out_rs,INSERT_http_out_rs,insert_http_out_rs,UPDATE_http_out_rs,update_http_out_rs,DELETE_http_out_rs,delete_http_out_rs,commit;_http_out_rs,SHOW_http_out_rs,SET_http_out_rs,/bin_http_out_rs,#_http_out_rs
1523212440.000000,0.004866,0.000000,0.004730,0.002000,0.000000,0.009000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002920,0.000000,0.003075,0.002000,0.000000,0.001800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.050000,0.003063,0.000000,0.003000,0.007000,0.000000,0.001250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005122,0.000000,0.004783,0.007000,0.000000,0.010750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.100000,0.002711,0.000000,0.002791,0.001000,0.000000,0.003000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001936,0.000000,0.001836,0.001000,0.000000,0.002833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.150000,0.005528,0.000000,0.005750,0.007000,0.000000,0.002500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004093,0.000000,0.004163,0.007000,0.000000,0.002500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.200000,0.011505,0.000000,0.011559,0.000000,0.000000,0.009000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007110,0.000000,0.007063,0.000000,0.000000,0.009000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.250000,0.008047,0.000000,0.007714,0.029000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013260,0.000000,0.013260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.300000,0.004832,0.000000,0.004920,0.005000,0.000000,0.004000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005703,0.000000,0.005723,0.017000,0.000000,0.001600,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.350000,0.002254,0.000000,0.002358,0.001333,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003094,0.000000,0.003260,0.001333,0.000000,0.002632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.400000,0.002789,0.000000,0.003133,0.002571,0.000000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001579,0.000000,0.001591,0.002571,0.000000,0.001158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.450000,0.004261,0.000000,0.003848,0.013200,0.000000,0.003000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004625,0.000000,0.004430,0.010250,0.000000,0.003000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.500000,0.003391,0.000000,0.003356,0.003778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003384,0.000000,0.003252,0.004889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.550000,0.003368,0.000000,0.003542,0.002167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003596,0.000000,0.003632,0.003333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523212440.600000,0.004038,0.000000,0.004064,0.003833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003427,0.000000,0.003619,0.002083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
