date_time,total_http,StoriesOfTheDay_http,BrowseCategories_http,BrowseStoriesByCategory_http,OlderStories_http,ViewStory_http,SubmitStory_http,StoreStory_http,ViewComment_http,PostComment_http,StoreComment_http,ModerateComment_http,StoreModeratorLog_http,ReviewStories_http,AcceptStory_http,RejectStory_http,Search_http,RegisterUser_http,Author_http,jpg_http,html_http,http_total_longReq,http_adjustLoad
1523212440.000000,103.260008,1.220002,0.480003,0.239997,2.080001,1.460002,0.060000,10.280000,1.480001,0.000000,71.880003,0.000000,3.000000,0.180000,1.240002,1.000000,0.839996,7.820000,0.000000,0.000000,0.000000,0.000000,103.260008
1523212440.050000,99.740018,0.980006,0.000000,0.120001,0.139999,0.960001,0.099998,11.319998,0.299999,0.000000,71.860007,0.000000,3.680005,0.000000,1.000000,1.000000,0.280004,8.000000,0.000000,0.000000,0.000000,0.000000,99.740018
1523212440.100000,104.319983,2.280001,0.020000,0.260000,0.599997,3.199993,0.039997,8.380001,2.179994,0.000000,71.839997,0.000000,4.499999,0.060000,1.480000,1.000000,0.480003,8.000000,0.000000,0.000000,0.000000,0.000000,104.319983
1523212440.150000,113.999973,3.699994,0.939996,0.779999,0.479997,6.059995,0.840002,8.719999,3.659988,0.000000,72.000000,0.000000,5.000001,0.220003,2.000000,1.000000,0.599999,8.000000,0.000000,0.000000,0.000000,0.000000,113.999973
1523212440.200000,118.760025,4.260014,0.279999,1.220007,0.339999,6.179999,1.099999,10.700001,5.360003,0.000000,71.979996,0.000000,5.000000,0.000000,2.000000,0.920002,0.820007,8.599999,0.000000,0.000000,0.000000,0.000000,118.760025
1523212440.250000,115.200021,3.040006,0.000000,0.280005,0.600004,6.320010,0.659994,10.480000,4.800002,0.000000,71.979999,0.000000,5.000000,0.000000,2.000000,0.000000,0.120001,9.920001,0.000000,0.000000,0.000000,0.000000,115.200021
1523212440.300000,106.180018,1.000002,0.040002,0.440001,0.799994,4.220000,0.180003,10.800002,0.400001,0.000000,71.880013,0.000000,4.999999,0.000000,2.000000,0.179999,0.460000,8.780002,0.000000,0.000000,0.000000,0.000000,106.180018
1523212440.350000,106.059999,1.139997,0.000000,0.200000,0.579996,3.940004,0.100004,10.919999,1.240002,0.000000,71.819998,0.039997,4.980001,0.120001,1.239998,1.000000,0.320000,8.420001,0.000000,0.000000,0.000000,0.000000,106.059999
1523212440.400000,108.140015,1.600004,0.040002,0.180002,0.600003,5.279995,0.100003,10.360001,2.940000,0.000000,71.480000,0.020003,4.999999,0.000000,1.000000,1.000000,0.439999,7.900004,0.200000,0.000000,0.000000,0.000000,108.140015
1523212440.450000,108.080008,1.460006,0.300006,0.200002,0.439995,6.419998,0.179996,11.000000,0.860004,0.000000,71.920005,0.400000,5.000000,0.000000,1.000000,1.000000,0.499996,7.400000,0.000000,0.000000,0.000000,0.000000,108.080008
1523212440.500000,104.739983,2.059999,0.039997,0.439997,0.199999,2.500000,0.199995,11.740005,1.379995,0.000000,72.000000,0.000000,5.000000,0.000000,1.000000,1.000000,1.119997,6.059999,0.000000,0.000000,0.000000,0.000000,104.739983
1523212440.550000,109.839993,2.239985,0.040002,0.820003,0.200000,5.700000,0.139999,14.240003,0.400001,0.000000,72.000000,0.000000,3.619999,0.079999,1.900000,1.000000,1.460004,6.000000,0.000000,0.000000,0.000000,0.000000,109.839993
1523212440.600000,108.060010,2.259999,0.220003,0.560002,0.679997,2.300004,0.360003,13.299995,2.260010,0.000000,72.000000,0.000000,3.000000,0.000000,3.000000,1.000000,1.119996,6.000000,0.000000,0.000000,0.000000,0.000000,108.060010
1523212440.650000,108.680017,2.360000,0.000000,0.239997,0.240002,6.900001,0.280004,10.980000,1.860003,0.000000,72.000000,0.000000,3.000000,0.160003,3.000000,1.000000,1.660004,4.980002,0.020003,0.000000,0.000000,0.000000,108.680017
1523212440.700000,105.579967,1.459992,0.379996,0.000000,0.240002,5.939988,0.179996,11.840001,2.939997,0.000000,72.000000,0.000000,2.320000,0.000000,3.000000,0.279999,1.559999,3.439998,0.000000,0.000000,0.000000,0.000000,105.579967
1523212440.750000,113.259990,2.680000,0.480003,0.579996,0.800001,8.359999,0.359993,14.179998,2.099993,0.000000,72.000000,0.000000,2.840002,0.040002,3.000000,0.000000,1.520000,4.320002,0.000000,0.000000,0.000000,0.000000,113.259990
1523212440.800000,116.019990,1.940004,0.279999,0.560007,0.259998,8.499990,0.400000,16.660001,2.739991,0.000000,72.000000,0.000000,3.000000,0.400002,3.000000,0.000000,0.919998,5.299999,0.060000,0.000000,0.000000,0.000000,116.019990
1523212440.850000,116.239996,2.480002,0.339999,0.719997,1.240001,6.400004,0.100002,18.920000,1.259994,0.000000,72.019998,0.000000,2.779999,0.259998,3.000000,0.000000,0.540001,6.180000,0.000000,0.000000,0.000000,0.000000,116.239996
