date_time,total_http,StoriesOfTheDay_http,Browse_http,BrowseCategories_http,BrowseStoriesByCategory_http,BrowseStoriesInCategory_http,OlderStories_http,ViewStory_http,ViewComment_http,Search_http,SearchInStories_http,SearchInComments_http,SearchInUsers_http,jpg_http,html_http,total_http_out_rs,StoriesOfTheDay_http_out_rs,Browse_http_out_rs,BrowseCategories_http_out_rs,BrowseStoriesByCategory_http_out_rs,BrowseStoriesInCategory_http_out_rs,OlderStories_http_out_rs,ViewStory_http_out_rs,ViewComment_http_out_rs,Search_http_out_rs,SearchInStories_http_out_rs,SearchInComments_http_out_rs,SearchInUsers_http_out_rs,jpg_http_out_rs,html_http_out_rs
1523213220.000000,1.045500,1.248000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.843000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776200,0.524000,0.000000,0.000000,0.000000,0.000000,0.000000,1.979000,0.459333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.050000,1.599000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.615000,1.583000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.476000,0.476000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.100000,1.266400,1.268000,0.000000,0.000000,1.327000,0.000000,0.000000,1.808000,0.503000,1.426000,0.000000,0.000000,0.000000,0.000000,0.000000,0.740000,0.532000,0.000000,0.000000,0.000000,0.000000,0.000000,0.948000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.150000,2.093500,1.880000,0.000000,0.000000,0.000000,0.000000,0.000000,2.787000,2.436000,1.271000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.200000,1.488000,0.000000,0.000000,0.000000,0.000000,0.000000,1.606000,0.000000,1.630000,0.000000,0.000000,0.000000,0.000000,0.000000,1.228000,0.445000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.445000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.250000,1.298000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.298000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.449000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.449000
1523213220.300000,1.137875,0.714500,0.000000,0.000000,1.256000,0.000000,0.000000,1.674000,2.071000,1.244000,0.000000,0.000000,0.000000,0.000000,0.000000,1.021000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.188500,0.000000,0.000000,0.000000,0.000000,0.000000,0.686000
1523213220.350000,1.460333,1.570000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.521000,1.290000,0.000000,0.000000,0.000000,0.000000,0.000000,1.433000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.490000,0.904500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.400000,0.620667,0.000000,0.000000,0.000000,0.341000,0.000000,0.000000,0.760500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.346182,1.262667,0.000000,0.000000,0.000000,0.000000,0.000000,1.477000,2.021500,1.557000,0.000000,0.000000,0.000000,0.000000,0.494500
1523213220.450000,1.059571,0.841000,0.000000,0.000000,0.000000,0.000000,0.000000,1.306000,0.908500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.589000,1.437000,0.000000,0.000000,0.000000,0.000000,0.000000,2.311000,0.664000,0.000000,0.000000,0.000000,0.000000,0.000000,1.222000
1523213220.500000,1.241667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.203500,1.318000,0.000000,0.000000,0.000000,0.000000,0.000000,1.116500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.708000,0.525000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.550000,1.232750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.667000,0.475000,0.000000,0.000000,0.000000,0.000000,0.000000,1.314000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.600000,0.765000,0.277500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.382250,1.607000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.157500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.650000,2.201000,0.000000,0.000000,0.000000,2.869000,0.000000,0.000000,0.000000,0.000000,1.533000,0.000000,0.000000,0.000000,0.000000,0.000000,1.371333,0.000000,0.000000,0.000000,0.000000,0.000000,0.891000,0.000000,1.611500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.700000,1.471500,1.225000,0.000000,0.000000,0.000000,0.000000,1.589000,2.891000,2.177000,0.000000,0.000000,0.000000,0.000000,0.000000,0.215000,1.923000,1.923000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.750000,1.236000,0.289000,0.000000,0.000000,0.000000,0.000000,0.000000,1.711000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.233000,1.505167,1.261000,0.000000,0.000000,0.341000,0.000000,0.000000,2.215000,2.128000,1.762000,0.000000,0.000000,0.000000,0.000000,1.324000
