date_time,total_http,StoriesOfTheDay_http,Browse_http,BrowseCategories_http,BrowseStoriesByCategory_http,BrowseStoriesInCategory_http,OlderStories_http,ViewStory_http,ViewComment_http,Search_http,SearchInStories_http,SearchInComments_http,SearchInUsers_http,jpg_http,html_http,http_total_longReq,http_adjustLoad
1523213220.000000,285.420016,2.799999,0.000000,0.000000,0.000000,0.000000,2.120003,246.460007,31.760006,2.280002,0.000000,0.000000,0.000000,0.000000,0.000000,161.960003,123.460013
1523213220.050000,286.579991,6.839996,0.000000,0.000000,0.979996,0.000000,3.019998,247.520000,26.260002,1.959999,0.000000,0.000000,0.000000,0.000000,0.000000,163.720001,122.859990
1523213220.100000,287.460000,9.640000,0.000000,0.000000,1.000000,0.000000,2.240002,250.760006,21.819992,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,164.000000,123.460000
1523213220.150000,288.019997,10.919998,0.000000,0.000000,1.000000,0.000000,2.000000,252.099998,20.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,164.000000,124.019997
1523213220.200000,288.140003,10.719997,0.000000,0.000000,1.000000,0.000000,2.000000,252.440002,19.980003,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,164.000000,124.140003
1523213220.250000,283.860003,9.479996,0.000000,0.000000,1.820000,0.000000,1.340000,248.860004,19.740002,2.620001,0.000000,0.000000,0.000000,0.000000,0.000000,163.060001,120.800001
1523213220.300000,270.600003,4.020004,0.000000,0.000000,1.080006,0.000000,0.119999,245.279999,17.799995,2.300000,0.000000,0.000000,0.000000,0.000000,0.000000,161.660000,108.940003
1523213220.350000,260.420006,3.320000,0.000000,0.000000,1.000000,0.000000,0.000000,236.920002,18.180004,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,160.480003,99.940002
1523213220.400000,264.720024,4.940014,0.000000,0.000000,1.800000,0.000000,0.380001,237.220005,18.840000,1.540004,0.000000,0.000000,0.000000,0.000000,0.000000,159.820000,104.900024
1523213220.450000,283.440006,9.720000,0.000000,0.160003,1.479999,0.000000,2.260002,240.240002,27.739999,1.840002,0.000000,0.000000,0.000000,0.000000,0.000000,159.000000,124.440006
1523213220.500000,286.579984,10.339995,0.000000,0.000000,1.619999,0.000000,3.400002,239.799976,28.600006,2.820005,0.000000,0.000000,0.000000,0.000000,0.000000,158.979996,127.599988
1523213220.550000,281.920003,7.740002,0.000000,0.119999,3.959999,0.000000,3.200005,237.999996,27.640003,1.259999,0.000000,0.000000,0.000000,0.000000,0.000000,157.500000,124.420003
1523213220.600000,279.980015,6.940002,0.000000,1.000000,3.920002,0.000000,4.000000,234.040005,27.100002,2.980003,0.000000,0.000000,0.000000,0.000000,0.000000,156.040001,123.940014
1523213220.650000,280.760005,7.659996,0.000000,1.000000,2.899998,0.000000,4.000000,232.720005,30.400006,2.080000,0.000000,0.000000,0.000000,0.000000,0.000000,155.880001,124.880004
