date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,Browse_http_start,Browse_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,BrowseStoriesInCategory_http_start,BrowseStoriesInCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,ViewComment_http_start,ViewComment_http_end,Search_http_start,Search_http_end,SearchInStories_http_start,SearchInStories_http_end,SearchInComments_http_start,SearchInComments_http_end,SearchInUsers_http_start,SearchInUsers_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523213220.000000,19,21,4,3,0,0,0,0,0,0,0,0,1,0,8,8,2,6,4,4,0,0,0,0,0,0,0,0,0,0
1523213220.050000,13,12,5,1,0,0,0,0,1,0,0,0,1,2,5,3,0,5,1,1,0,0,0,0,0,0,0,0,0,0
1523213220.100000,9,8,3,2,0,0,0,0,0,0,0,0,1,1,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1523213220.150000,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213220.200000,6,9,3,3,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523213220.250000,13,19,1,5,0,0,0,0,1,0,0,0,0,1,6,8,2,3,3,2,0,0,0,0,0,0,0,0,0,0
1523213220.300000,11,27,2,6,0,0,0,0,1,2,0,0,0,1,2,10,4,4,2,4,0,0,0,0,0,0,0,0,0,0
1523213220.350000,4,8,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1523213220.400000,31,21,7,3,0,0,0,0,3,3,0,0,2,0,8,7,6,4,5,4,0,0,0,0,0,0,0,0,0,0
1523213220.450000,34,17,5,2,0,0,1,1,1,1,0,0,1,0,9,6,15,5,2,2,0,0,0,0,0,0,0,0,0,0
1523213220.500000,29,35,7,11,0,0,0,0,3,1,0,0,1,0,9,11,6,8,3,4,0,0,0,0,0,0,0,0,0,0
1523213220.550000,19,20,5,6,0,0,1,0,2,1,0,0,1,1,4,7,3,4,3,1,0,0,0,0,0,0,0,0,0,0
1523213220.600000,10,10,1,0,0,0,0,0,1,1,0,0,0,0,4,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0
1523213220.650000,19,16,6,3,0,0,0,0,1,2,0,0,0,0,2,6,9,3,1,2,0,0,0,0,0,0,0,0,0,0
1523213220.700000,18,21,8,9,0,0,0,0,0,2,0,0,0,0,6,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0
1523213220.750000,25,23,6,5,0,0,0,0,2,2,0,0,0,1,6,4,8,8,3,3,0,0,0,0,0,0,0,0,0,0
1523213220.800000,12,12,5,2,0,0,0,0,1,1,0,0,2,3,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0
1523213220.850000,29,25,5,7,0,0,0,1,1,0,0,0,4,1,6,7,8,6,5,3,0,0,0,0,0,0,0,0,0,0
1523213220.900000,34,37,9,11,0,0,0,0,1,2,0,0,2,2,13,13,4,5,5,4,0,0,0,0,0,0,0,0,0,0
1523213220.950000,31,28,9,8,0,0,0,0,3,1,0,0,1,3,11,5,5,6,2,5,0,0,0,0,0,0,0,0,0,0
1523213221.000000,14,13,3,1,0,0,1,0,2,1,0,0,0,1,2,5,3,1,3,4,0,0,0,0,0,0,0,0,0,0
1523213221.050000,31,36,8,6,0,0,1,1,1,1,0,0,3,2,6,9,3,10,9,7,0,0,0,0,0,0,0,0,0,0
1523213221.100000,38,35,14,15,0,0,1,2,2,5,0,0,2,2,10,5,6,3,3,3,0,0,0,0,0,0,0,0,0,0
1523213221.150000,20,20,4,7,0,0,1,1,0,1,0,0,0,2,8,4,4,2,3,3,0,0,0,0,0,0,0,0,0,0
1523213221.200000,19,19,2,6,0,0,1,0,3,0,0,0,0,0,6,5,6,7,1,1,0,0,0,0,0,0,0,0,0,0
1523213221.250000,28,29,9,6,0,0,0,1,3,0,0,0,2,2,5,7,6,10,3,3,0,0,0,0,0,0,0,0,0,0
1523213221.300000,31,32,10,13,0,0,1,1,0,2,0,0,1,1,6,3,5,6,8,6,0,0,0,0,0,0,0,0,0,0
1523213221.350000,23,21,7,5,0,0,1,1,1,2,0,0,1,2,7,3,4,4,2,4,0,0,0,0,0,0,0,0,0,0
1523213221.400000,24,25,7,4,0,0,0,0,2,3,0,0,1,1,6,12,7,2,1,3,0,0,0,0,0,0,0,0,0,0
1523213221.450000,27,26,10,12,0,0,1,1,0,0,0,0,1,0,8,6,4,4,3,3,0,0,0,0,0,0,0,0,0,0
1523213221.500000,26,24,6,6,0,0,1,1,1,2,0,0,0,1,9,6,4,4,5,4,0,0,0,0,0,0,0,0,0,0
1523213221.550000,27,29,9,8,0,0,0,0,1,1,0,0,2,0,6,8,4,8,5,4,0,0,0,0,0,0,0,0,0,0
1523213221.600000,20,18,7,5,0,0,0,0,1,2,0,0,2,0,4,8,4,2,2,1,0,0,0,0,0,0,0,0,0,0
1523213221.650000,26,28,7,8,0,0,1,0,0,0,0,0,1,3,7,8,7,6,3,3,0,0,0,0,0,0,0,0,0,0
1523213221.700000,27,26,5,6,0,0,1,1,0,0,0,0,0,1,8,8,8,5,5,5,0,0,0,0,0,0,0,0,0,0
1523213221.750000,16,16,3,5,0,0,0,0,0,0,0,0,0,0,4,2,5,6,4,3,0,0,0,0,0,0,0,0,0,0
1523213221.800000,26,28,3,5,0,0,0,0,2,1,0,0,0,1,5,5,11,9,5,7,0,0,0,0,0,0,0,0,0,0
1523213221.850000,18,17,2,3,0,0,0,0,0,1,0,0,3,1,6,3,6,5,1,4,0,0,0,0,0,0,0,0,0,0
1523213221.900000,28,32,9,8,0,0,1,2,1,1,0,0,3,2,7,12,5,6,2,1,0,0,0,0,0,0,0,0,0,0
1523213221.950000,34,30,5,3,0,0,1,1,2,0,0,0,0,2,10,9,10,10,6,5,0,0,0,0,0,0,0,0,0,0
1523213222.000000,28,29,7,6,0,0,0,0,0,2,0,0,4,3,4,7,5,6,8,5,0,0,0,0,0,0,0,0,0,0
1523213222.050000,27,25,8,7,0,0,1,1,0,0,0,0,3,1,7,5,5,5,3,6,0,0,0,0,0,0,0,0,0,0
1523213222.100000,13,13,3,6,0,0,0,0,1,0,0,0,0,1,5,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0
1523213222.150000,29,30,3,6,0,0,0,0,2,1,0,0,0,2,8,9,11,7,5,5,0,0,0,0,0,0,0,0,0,0
1523213222.200000,24,24,5,5,0,0,1,0,1,1,0,0,2,0,6,4,6,12,3,2,0,0,0,0,0,0,0,0,0,0
1523213222.250000,26,26,5,4,0,0,0,1,0,1,0,0,2,3,8,8,8,5,3,4,0,0,0,0,0,0,0,0,0,0
1523213222.300000,13,14,2,2,0,0,0,0,2,1,0,0,1,1,4,2,4,5,0,3,0,0,0,0,0,0,0,0,0,0
1523213222.350000,29,27,7,5,0,0,0,0,0,1,0,0,1,2,12,4,5,11,4,4,0,0,0,0,0,0,0,0,0,0
1523213222.400000,22,24,7,7,0,0,0,0,1,0,0,0,2,1,6,9,4,5,2,2,0,0,0,0,0,0,0,0,0,0
1523213222.450000,16,21,6,3,0,0,0,0,0,0,0,0,0,0,6,11,2,5,2,2,0,0,0,0,0,0,0,0,0,0
1523213222.500000,22,17,6,6,0,0,1,0,0,1,0,0,0,1,4,5,7,1,4,3,0,0,0,0,0,0,0,0,0,0
1523213222.550000,22,26,7,8,0,0,0,1,1,1,0,0,2,0,5,10,3,2,4,4,0,0,0,0,0,0,0,0,0,0
1523213222.600000,22,21,3,8,0,0,2,0,5,0,0,0,0,1,5,6,2,4,5,2,0,0,0,0,0,0,0,0,0,0
1523213222.650000,22,22,7,5,0,0,0,0,1,5,0,0,0,0,8,5,6,5,0,2,0,0,0,0,0,0,0,0,0,0
1523213222.700000,30,30,9,10,0,0,0,2,3,2,0,0,0,2,10,6,6,4,2,4,0,0,0,0,0,0,0,0,0,0
1523213222.750000,21,22,2,4,0,0,0,0,0,2,0,0,0,0,7,5,9,9,3,2,0,0,0,0,0,0,0,0,0,0
1523213222.800000,34,33,10,5,0,0,2,1,0,1,0,0,0,0,9,11,9,10,4,5,0,0,0,0,0,0,0,0,0,0
1523213222.850000,14,14,5,7,0,0,0,0,0,0,0,0,0,0,7,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0
1523213222.900000,16,18,5,3,0,0,0,0,3,3,0,0,0,0,3,7,2,2,3,3,0,0,0,0,0,0,0,0,0,0
1523213222.950000,15,13,3,4,0,0,0,0,1,1,0,0,1,0,2,4,6,3,2,1,0,0,0,0,0,0,0,0,0,0
1523213223.000000,21,24,5,7,0,0,1,2,1,0,0,0,1,0,6,12,5,3,2,0,0,0,0,0,0,0,0,0,0,0
1523213223.050000,25,24,9,6,0,0,1,0,0,1,0,0,2,2,4,5,3,5,6,5,0,0,0,0,0,0,0,0,0,0
1523213223.100000,26,32,6,5,0,0,5,4,0,0,0,0,0,1,3,12,6,5,6,5,0,0,0,0,0,0,0,0,0,0
1523213223.150000,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1523213223.200000,20,40,5,11,0,0,0,1,1,0,0,0,1,1,3,11,6,11,4,5,0,0,0,0,0,0,0,0,0,0
1523213223.250000,53,29,15,5,0,0,2,3,2,1,0,0,1,0,13,7,12,6,8,7,0,0,0,0,0,0,0,0,0,0
1523213223.300000,12,13,3,3,0,0,1,0,0,0,0,0,0,0,1,3,5,3,2,4,0,0,0,0,0,0,0,0,0,0
1523213223.350000,27,24,10,9,0,0,0,1,1,0,0,0,0,0,7,9,8,4,1,1,0,0,0,0,0,0,0,0,0,0
1523213223.400000,21,21,6,7,0,0,0,0,3,1,0,0,2,3,2,2,5,5,3,3,0,0,0,0,0,0,0,0,0,0
1523213223.450000,43,41,13,12,0,0,0,0,3,4,0,0,0,0,12,4,9,14,6,7,0,0,0,0,0,0,0,0,0,0
1523213223.500000,23,28,5,13,0,0,0,0,1,3,0,0,3,1,8,5,6,5,0,1,0,0,0,0,0,0,0,0,0,0
1523213223.550000,31,27,10,8,0,0,0,1,2,0,0,0,1,1,7,4,7,11,4,2,0,0,0,0,0,0,0,0,0,0
1523213223.600000,18,19,9,3,0,0,0,0,0,1,0,0,1,2,2,5,4,5,2,3,0,0,0,0,0,0,0,0,0,0
1523213223.650000,29,26,8,9,0,0,1,0,1,0,0,0,0,2,7,4,10,6,2,5,0,0,0,0,0,0,0,0,0,0
1523213223.700000,21,23,1,2,0,0,1,1,0,0,0,0,1,0,10,4,3,12,5,4,0,0,0,0,0,0,0,0,0,0
1523213223.750000,17,16,5,5,0,0,0,0,0,2,0,0,2,0,6,2,1,5,3,2,0,0,0,0,0,0,0,0,0,0
1523213223.800000,27,29,9,9,0,0,1,2,1,2,0,0,1,2,8,7,4,4,3,3,0,0,0,0,0,0,0,0,0,0
1523213223.850000,25,24,9,8,0,0,1,1,0,0,0,0,2,2,8,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1523213223.900000,31,39,8,14,0,0,1,0,0,0,0,0,2,0,7,16,9,6,4,3,0,0,0,0,0,0,0,0,0,0
1523213223.950000,39,31,9,7,0,0,0,1,1,1,0,0,3,4,11,6,7,4,8,8,0,0,0,0,0,0,0,0,0,0
1523213224.000000,15,15,3,4,0,0,0,0,0,0,0,0,1,0,5,7,4,3,2,1,0,0,0,0,0,0,0,0,0,0
1523213224.050000,18,18,6,7,0,0,0,0,1,1,0,0,1,0,6,2,2,5,2,3,0,0,0,0,0,0,0,0,0,0
1523213224.100000,25,25,5,6,0,0,0,0,2,1,0,0,3,2,10,8,2,5,3,3,0,0,0,0,0,0,0,0,0,0
1523213224.150000,19,20,2,3,0,0,0,0,2,2,0,0,2,3,5,6,6,4,2,2,0,0,0,0,0,0,0,0,0,0
1523213224.200000,18,35,5,7,0,0,0,0,1,0,0,0,1,4,5,10,1,10,5,4,0,0,0,0,0,0,0,0,0,0
1523213224.250000,18,25,3,4,0,0,1,1,0,2,0,0,0,1,4,12,6,2,4,3,0,0,0,0,0,0,0,0,0,0
1523213224.300000,13,23,3,2,0,0,0,0,0,1,0,0,0,0,5,7,2,8,3,5,0,0,0,0,0,0,0,0,0,0
1523213224.350000,55,19,14,8,0,0,1,0,5,1,0,0,2,0,11,4,15,2,7,4,0,0,0,0,0,0,0,0,0,0
1523213224.400000,27,28,8,7,0,0,1,0,0,3,0,0,0,3,10,6,6,4,2,5,0,0,0,0,0,0,0,0,0,0
1523213224.450000,24,28,9,9,0,0,1,3,0,0,0,0,1,0,4,7,8,7,1,2,0,0,0,0,0,0,0,0,0,0
1523213224.500000,28,24,7,4,0,0,1,0,0,1,0,0,1,2,7,6,6,8,6,3,0,0,0,0,0,0,0,0,0,0
1523213224.550000,11,11,2,1,0,0,0,1,0,0,0,0,1,0,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0
1523213224.600000,31,32,9,11,0,0,1,1,0,0,0,0,1,1,8,7,7,7,5,5,0,0,0,0,0,0,0,0,0,0
1523213224.650000,25,26,7,12,0,0,0,0,0,0,0,0,0,0,8,6,5,3,5,5,0,0,0,0,0,0,0,0,0,0
1523213224.700000,22,19,7,5,0,0,0,0,0,0,0,0,0,1,7,7,6,2,2,4,0,0,0,0,0,0,0,0,0,0
1523213224.750000,19,25,2,6,0,0,0,0,0,0,0,0,1,0,8,9,5,8,3,2,0,0,0,0,0,0,0,0,0,0
1523213224.800000,15,12,4,3,0,0,0,0,0,0,0,0,1,1,3,2,7,2,0,4,0,0,0,0,0,0,0,0,0,0
1523213224.850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
