date_time,total_http,SELECT_http,INSERT_http,UPDATE_http,DELETE_http,http_total_longReq,http_adjustLoad
1523213220.000000,59.220037,59.220037,0.000000,0.000000,0.000000,0.000000,59.220037
1523213220.050000,64.820036,64.820036,0.000000,0.000000,0.000000,0.000000,64.820036
1523213220.100000,51.299986,51.299986,0.000000,0.000000,0.000000,0.000000,51.299986
1523213220.150000,45.760000,45.760000,0.000000,0.000000,0.000000,0.000000,45.760000
1523213220.200000,39.139997,39.139997,0.000000,0.000000,0.000000,0.000000,39.139997
1523213220.250000,52.399978,52.399978,0.000000,0.000000,0.000000,0.000000,52.399978
1523213220.300000,64.799997,64.799997,0.000000,0.000000,0.000000,0.000000,64.799997
1523213220.350000,39.959990,39.959990,0.000000,0.000000,0.000000,0.000000,39.959990
1523213220.400000,18.039989,18.039989,0.000000,0.000000,0.000000,0.000000,18.039989
1523213220.450000,20.259976,20.259976,0.000000,0.000000,0.000000,0.000000,20.259976
1523213220.500000,60.139996,60.139996,0.000000,0.000000,0.000000,0.000000,60.139996
1523213220.550000,71.379982,71.379982,0.000000,0.000000,0.000000,0.000000,71.379982
1523213220.600000,36.999992,36.999992,0.000000,0.000000,0.000000,0.000000,36.999992
1523213220.650000,30.360017,30.360017,0.000000,0.000000,0.000000,0.000000,30.360017
1523213220.700000,24.180018,24.180018,0.000000,0.000000,0.000000,0.000000,24.180018
1523213220.750000,41.540002,41.540002,0.000000,0.000000,0.000000,0.000000,41.540002
1523213220.800000,35.140004,35.140004,0.000000,0.000000,0.000000,0.000000,35.140004
1523213220.850000,41.779980,41.779980,0.000000,0.000000,0.000000,0.000000,41.779980
1523213220.900000,70.279963,70.279963,0.000000,0.000000,0.000000,0.000000,70.279963
1523213220.950000,59.540015,59.540015,0.000000,0.000000,0.000000,0.000000,59.540015
1523213221.000000,49.300013,49.300013,0.000000,0.000000,0.000000,0.000000,49.300013
1523213221.050000,27.260013,27.260013,0.000000,0.000000,0.000000,0.000000,27.260013
1523213221.100000,34.300005,34.300005,0.000000,0.000000,0.000000,0.000000,34.300005
1523213221.150000,37.299993,37.299993,0.000000,0.000000,0.000000,0.000000,37.299993
1523213221.200000,54.279972,54.279972,0.000000,0.000000,0.000000,0.000000,54.279972
1523213221.250000,73.980013,73.980013,0.000000,0.000000,0.000000,0.000000,73.980013
1523213221.300000,75.520038,75.520038,0.000000,0.000000,0.000000,0.000000,75.520038
1523213221.350000,57.879989,57.879989,0.000000,0.000000,0.000000,0.000000,57.879989
1523213221.400000,66.360037,66.360037,0.000000,0.000000,0.000000,0.000000,66.360037
1523213221.450000,81.099984,81.099984,0.000000,0.000000,0.000000,0.000000,81.099984
1523213221.500000,71.419977,71.419977,0.000000,0.000000,0.000000,0.000000,71.419977
1523213221.550000,71.840047,71.840047,0.000000,0.000000,0.000000,0.000000,71.840047
1523213221.600000,79.319989,79.319989,0.000000,0.000000,0.000000,0.000000,79.319989
1523213221.650000,71.959999,71.959999,0.000000,0.000000,0.000000,0.000000,71.959999
1523213221.700000,78.440006,78.440006,0.000000,0.000000,0.000000,0.000000,78.440006
1523213221.750000,81.040001,81.040001,0.000000,0.000000,0.000000,0.000000,81.040001
1523213221.800000,71.099998,71.099998,0.000000,0.000000,0.000000,0.000000,71.099998
1523213221.850000,70.299991,70.299991,0.000000,0.000000,0.000000,0.000000,70.299991
1523213221.900000,78.699995,78.699995,0.000000,0.000000,0.000000,0.000000,78.699995
1523213221.950000,80.520008,80.520008,0.000000,0.000000,0.000000,0.000000,80.520008
1523213222.000000,78.040016,78.040016,0.000000,0.000000,0.000000,0.000000,78.040016
1523213222.050000,45.700016,45.700016,0.000000,0.000000,0.000000,0.000000,45.700016
1523213222.100000,25.779952,25.779952,0.000000,0.000000,0.000000,0.000000,25.779952
1523213222.150000,32.779993,32.779993,0.000000,0.000000,0.000000,0.000000,32.779993
1523213222.200000,38.479943,38.479943,0.000000,0.000000,0.000000,0.000000,38.479943
1523213222.250000,40.460009,40.460009,0.000000,0.000000,0.000000,0.000000,40.460009
1523213222.300000,22.860023,22.860023,0.000000,0.000000,0.000000,0.000000,22.860023
1523213222.350000,29.759972,29.759972,0.000000,0.000000,0.000000,0.000000,29.759972
1523213222.400000,29.159973,29.159973,0.000000,0.000000,0.000000,0.000000,29.159973
1523213222.450000,25.219933,25.219933,0.000000,0.000000,0.000000,0.000000,25.219933
1523213222.500000,31.140001,31.140001,0.000000,0.000000,0.000000,0.000000,31.140001
1523213222.550000,33.099975,33.099975,0.000000,0.000000,0.000000,0.000000,33.099975
1523213222.600000,33.380018,33.380018,0.000000,0.000000,0.000000,0.000000,33.380018
1523213222.650000,32.379969,32.379969,0.000000,0.000000,0.000000,0.000000,32.379969
1523213222.700000,24.120003,24.120003,0.000000,0.000000,0.000000,0.000000,24.120003
1523213222.750000,36.720013,36.720013,0.000000,0.000000,0.000000,0.000000,36.720013
1523213222.800000,51.799996,51.799996,0.000000,0.000000,0.000000,0.000000,51.799996
1523213222.850000,35.039997,35.039997,0.000000,0.000000,0.000000,0.000000,35.039997
1523213222.900000,21.119968,21.119968,0.000000,0.000000,0.000000,0.000000,21.119968
1523213222.950000,18.580003,18.580003,0.000000,0.000000,0.000000,0.000000,18.580003
1523213223.000000,47.419997,47.419997,0.000000,0.000000,0.000000,0.000000,47.419997
1523213223.050000,40.299988,40.299988,0.000000,0.000000,0.000000,0.000000,40.299988
1523213223.100000,65.120002,65.120002,0.000000,0.000000,0.000000,0.000000,65.120002
1523213223.150000,26.019992,26.019992,0.000000,0.000000,0.000000,0.000000,26.019992
1523213223.200000,26.119985,26.119985,0.000000,0.000000,0.000000,0.000000,26.119985
1523213223.250000,65.039996,65.039996,0.000000,0.000000,0.000000,0.000000,65.039996
1523213223.300000,86.679986,86.679986,0.000000,0.000000,0.000000,0.000000,86.679986
1523213223.350000,80.939982,80.939982,0.000000,0.000000,0.000000,0.000000,80.939982
1523213223.400000,59.619981,59.619981,0.000000,0.000000,0.000000,0.000000,59.619981
1523213223.450000,42.000013,42.000013,0.000000,0.000000,0.000000,0.000000,42.000013
1523213223.500000,30.840034,30.840034,0.000000,0.000000,0.000000,0.000000,30.840034
1523213223.550000,69.879979,69.879979,0.000000,0.000000,0.000000,0.000000,69.879979
1523213223.600000,70.099987,70.099987,0.000000,0.000000,0.000000,0.000000,70.099987
1523213223.650000,72.360007,72.360007,0.000000,0.000000,0.000000,0.000000,72.360007
1523213223.700000,53.020003,53.020003,0.000000,0.000000,0.000000,0.000000,53.020003
1523213223.750000,40.700013,40.700013,0.000000,0.000000,0.000000,0.000000,40.700013
1523213223.800000,25.460004,25.460004,0.000000,0.000000,0.000000,0.000000,25.460004
1523213223.850000,24.820007,24.820007,0.000000,0.000000,0.000000,0.000000,24.820007
1523213223.900000,42.220003,42.220003,0.000000,0.000000,0.000000,0.000000,42.220003
1523213223.950000,70.519973,70.519973,0.000000,0.000000,0.000000,0.000000,70.519973
1523213224.000000,53.280036,53.280036,0.000000,0.000000,0.000000,0.000000,53.280036
1523213224.050000,54.400063,54.400063,0.000000,0.000000,0.000000,0.000000,54.400063
1523213224.100000,50.240014,50.240014,0.000000,0.000000,0.000000,0.000000,50.240014
1523213224.150000,39.199977,39.199977,0.000000,0.000000,0.000000,0.000000,39.199977
1523213224.200000,49.680037,49.680037,0.000000,0.000000,0.000000,0.000000,49.680037
1523213224.250000,73.759975,73.759975,0.000000,0.000000,0.000000,0.000000,73.759975
1523213224.300000,72.960021,72.960021,0.000000,0.000000,0.000000,0.000000,72.960021
1523213224.350000,83.960023,83.960023,0.000000,0.000000,0.000000,0.000000,83.960023
1523213224.400000,87.719971,87.719971,0.000000,0.000000,0.000000,0.000000,87.719971
1523213224.450000,84.159959,84.159959,0.000000,0.000000,0.000000,0.000000,84.159959
1523213224.500000,73.659991,73.659991,0.000000,0.000000,0.000000,0.000000,73.659991
1523213224.550000,34.499969,34.499969,0.000000,0.000000,0.000000,0.000000,34.499969
1523213224.600000,36.840023,36.840023,0.000000,0.000000,0.000000,0.000000,36.840023
1523213224.650000,74.679991,74.679991,0.000000,0.000000,0.000000,0.000000,74.679991
1523213224.700000,72.279989,72.279989,0.000000,0.000000,0.000000,0.000000,72.279989
1523213224.750000,78.160035,78.160035,0.000000,0.000000,0.000000,0.000000,78.160035
1523213224.800000,64.179994,64.179994,0.000000,0.000000,0.000000,0.000000,64.179994
1523213224.850000,3.299994,3.299994,0.000000,0.000000,0.000000,0.000000,3.299994
1523213224.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213224.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
