date_time,total_http,StoriesOfTheDay_http,Browse_http,BrowseCategories_http,BrowseStoriesByCategory_http,BrowseStoriesInCategory_http,OlderStories_http,ViewStory_http,ViewComment_http,Search_http,SearchInStories_http,SearchInComments_http,SearchInUsers_http,jpg_http,html_http,total_http_out_rs,StoriesOfTheDay_http_out_rs,Browse_http_out_rs,BrowseCategories_http_out_rs,BrowseStoriesByCategory_http_out_rs,BrowseStoriesInCategory_http_out_rs,OlderStories_http_out_rs,ViewStory_http_out_rs,ViewComment_http_out_rs,Search_http_out_rs,SearchInStories_http_out_rs,SearchInComments_http_out_rs,SearchInUsers_http_out_rs,jpg_http_out_rs,html_http_out_rs
1523213220.000000,0.092641,0.228000,0.000000,0.000000,0.000000,0.000000,0.062200,0.101900,0.063000,0.032667,0.000000,0.000000,0.000000,0.000000,0.000000,0.074266,0.049000,0.000000,0.000000,0.000000,0.000000,0.056500,0.082333,0.070269,0.060333,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.050000,0.169583,0.117500,0.000000,0.000000,0.000000,0.000000,0.000000,0.179333,0.178000,0.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075750,0.000000,0.000000,0.000000,0.000000,0.000000,0.014000,0.084385,0.078125,0.041000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.100000,0.097000,0.072750,0.000000,0.000000,0.000000,0.000000,0.005000,0.109095,0.101500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119853,0.018333,0.000000,0.000000,0.000000,0.000000,0.005000,0.153350,0.104778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.150000,0.151720,0.160667,0.000000,0.000000,0.000000,0.000000,0.079000,0.160421,0.092000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.227917,0.104000,0.000000,0.000000,0.000000,0.000000,0.199000,0.240450,0.179000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.200000,0.121189,0.044000,0.000000,0.000000,0.083000,0.000000,0.000000,0.111263,0.160727,0.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.171093,0.181500,0.000000,0.000000,0.000000,0.000000,0.079000,0.166514,0.192091,0.160000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.250000,0.071652,0.012000,0.000000,0.000000,0.097000,0.000000,0.000000,0.080021,0.060692,0.017500,0.000000,0.000000,0.000000,0.000000,0.000000,0.119185,0.169778,0.000000,0.000000,0.169500,0.000000,0.256000,0.110723,0.120824,0.054600,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.300000,0.110417,0.186000,0.000000,0.000000,0.011000,0.000000,0.000000,0.120619,0.078400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070175,0.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.078071,0.043308,0.038000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.350000,0.050978,0.067500,0.000000,0.000000,0.125000,0.000000,0.149000,0.045174,0.039067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051846,0.015500,0.000000,0.000000,0.054000,0.000000,0.000000,0.069826,0.023083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.400000,0.063791,0.077875,0.000000,0.005000,0.023000,0.000000,0.217000,0.079350,0.040536,0.015333,0.000000,0.000000,0.000000,0.000000,0.000000,0.048043,0.010000,0.000000,0.005000,0.030000,0.000000,0.000000,0.072024,0.012500,0.008250,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.450000,0.071412,0.058000,0.000000,0.000000,0.026000,0.000000,0.011500,0.083556,0.049000,0.093667,0.000000,0.000000,0.000000,0.000000,0.000000,0.091248,0.100667,0.000000,0.000000,0.021000,0.000000,0.011500,0.093100,0.098344,0.068600,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.500000,0.102896,0.099500,0.000000,0.000000,0.113667,0.000000,0.205000,0.102159,0.105609,0.027500,0.000000,0.000000,0.000000,0.000000,0.000000,0.068910,0.059889,0.000000,0.000000,0.033000,0.000000,0.149000,0.074159,0.063045,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.550000,0.123456,0.168000,0.000000,0.267000,0.164000,0.000000,0.232500,0.117333,0.101810,0.163000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079415,0.146333,0.000000,0.000000,0.057000,0.000000,0.162000,0.086000,0.058900,0.051000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.600000,0.047000,0.089500,0.000000,0.000000,0.000000,0.000000,0.000000,0.048086,0.041636,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056125,0.044750,0.000000,0.000000,0.151000,0.000000,0.000000,0.073457,0.025524,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.650000,0.069286,0.048286,0.000000,0.000000,0.007000,0.000000,0.000000,0.091605,0.048677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057943,0.013250,0.000000,0.000000,0.007000,0.000000,0.000000,0.071447,0.047444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.700000,0.073438,0.089333,0.000000,0.000000,0.045000,0.000000,0.003667,0.089208,0.048833,0.059000,0.000000,0.000000,0.000000,0.000000,0.000000,0.098649,0.084444,0.000000,0.000000,0.183000,0.000000,0.121500,0.120708,0.057267,0.111250,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.750000,0.079273,0.119200,0.000000,0.000000,0.112000,0.000000,0.106000,0.090036,0.049400,0.056800,0.000000,0.000000,0.000000,0.000000,0.000000,0.071720,0.098000,0.000000,0.000000,0.045000,0.000000,0.102500,0.083714,0.051917,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.800000,0.076467,0.039500,0.000000,0.000000,0.211000,0.000000,0.044400,0.078600,0.074214,0.095333,0.000000,0.000000,0.000000,0.000000,0.000000,0.129895,0.133500,0.000000,0.267000,0.000000,0.000000,0.136000,0.131200,0.115933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.850000,0.084135,0.057125,0.000000,0.000000,0.020000,0.000000,0.034250,0.101691,0.062840,0.099667,0.000000,0.000000,0.000000,0.000000,0.000000,0.090740,0.079900,0.000000,0.000000,0.066000,0.000000,0.023750,0.098473,0.093259,0.057000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.900000,0.110536,0.085429,0.000000,0.000000,0.084000,0.000000,0.044167,0.103976,0.134500,0.309000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077146,0.084111,0.000000,0.000000,0.000000,0.000000,0.034375,0.082512,0.074143,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213220.950000,0.129589,0.117500,0.000000,0.000000,0.076000,0.000000,0.145000,0.138400,0.156600,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075788,0.019333,0.000000,0.000000,0.045500,0.000000,0.092000,0.078667,0.086600,0.085750,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.000000,0.041449,0.034000,0.000000,0.057000,0.000000,0.000000,0.000000,0.049500,0.032917,0.016250,0.000000,0.000000,0.000000,0.000000,0.000000,0.073673,0.047200,0.000000,0.005000,0.128500,0.000000,0.000000,0.084760,0.069857,0.007500,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.050000,0.053727,0.060833,0.000000,0.000000,0.026000,0.000000,0.038333,0.053714,0.047067,0.094500,0.000000,0.000000,0.000000,0.000000,0.000000,0.064693,0.060700,0.000000,0.000000,0.065500,0.000000,0.051143,0.067959,0.064250,0.059750,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.100000,0.067000,0.031857,0.000000,0.003000,0.048000,0.000000,0.009750,0.092558,0.045600,0.030333,0.000000,0.000000,0.000000,0.000000,0.000000,0.055675,0.050900,0.000000,0.056000,0.086000,0.000000,0.009750,0.070070,0.029462,0.019667,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.150000,0.067289,0.054667,0.000000,0.003000,0.198000,0.000000,0.000000,0.073714,0.054214,0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.097070,0.069333,0.000000,0.003000,0.048000,0.000000,0.000000,0.108143,0.096231,0.026667,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.200000,0.072000,0.070400,0.000000,0.054000,0.119000,0.000000,0.008500,0.090000,0.028526,0.026500,0.000000,0.000000,0.000000,0.000000,0.000000,0.098420,0.200333,0.000000,0.000000,0.000000,0.000000,0.008500,0.095041,0.083333,0.133750,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.250000,0.078107,0.033875,0.000000,0.000000,0.017000,0.000000,0.026500,0.133103,0.050440,0.042875,0.000000,0.000000,0.000000,0.000000,0.000000,0.072105,0.069500,0.000000,0.054000,0.032000,0.000000,0.112500,0.093586,0.055182,0.046875,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.300000,0.058500,0.036400,0.000000,0.009000,0.037000,0.000000,0.008000,0.067481,0.057955,0.081714,0.000000,0.000000,0.000000,0.000000,0.000000,0.052847,0.014000,0.000000,0.009000,0.077000,0.000000,0.016000,0.075148,0.056880,0.015000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.350000,0.080000,0.077000,0.000000,0.007000,0.110500,0.000000,0.007000,0.071345,0.106455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079788,0.036667,0.000000,0.007000,0.133000,0.000000,0.000000,0.096564,0.041474,0.057000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.400000,0.055624,0.038182,0.000000,0.003000,0.000000,0.000000,0.003000,0.073977,0.036417,0.043250,0.000000,0.000000,0.000000,0.000000,0.000000,0.069771,0.056556,0.000000,0.003000,0.188000,0.000000,0.005000,0.089250,0.039952,0.063000,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.450000,0.074048,0.056286,0.000000,0.000000,0.030000,0.000000,0.018500,0.105912,0.035533,0.017500,0.000000,0.000000,0.000000,0.000000,0.000000,0.058066,0.060143,0.000000,0.000000,0.100000,0.000000,0.018500,0.073353,0.031800,0.006500,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.500000,0.088329,0.069625,0.000000,0.010000,0.000000,0.000000,0.101500,0.098289,0.082105,0.059000,0.000000,0.000000,0.000000,0.000000,0.000000,0.097547,0.069200,0.000000,0.010000,0.075500,0.000000,0.000000,0.112816,0.096318,0.028500,0.000000,0.000000,0.000000,0.000000,0.000000
1523213221.550000,0.109474,0.174200,0.000000,0.000000,0.044500,0.000000,0.000000,0.125375,0.060375,0.075200,0.000000,0.000000,0.000000,0.000000,0.000000,0.091972,0.069000,0.000000,0.000000,0.000000,0.000000,0.000000,0.098729,0.088867,0.051250,0.000000,0.000000,0.000000,0.000000,0.000000
