date_time,total_http,SELECT_http,INSERT_http,UPDATE_http,DELETE_http,total_http_out_rs,SELECT_http_out_rs,INSERT_http_out_rs,UPDATE_http_out_rs,DELETE_http_out_rs
1523214660.000000,0.062769,0.062769,0.000000,0.000000,0.000000,0.057667,0.057667,0.000000,0.000000,0.000000
1523214660.050000,0.078500,0.078500,0.000000,0.000000,0.000000,0.046786,0.046786,0.000000,0.000000,0.000000
1523214660.100000,0.078520,0.078520,0.000000,0.000000,0.000000,0.021235,0.021235,0.000000,0.000000,0.000000
1523214660.150000,0.050353,0.050353,0.000000,0.000000,0.000000,0.053529,0.053529,0.000000,0.000000,0.000000
1523214660.200000,0.040050,0.040050,0.000000,0.000000,0.000000,0.028900,0.028900,0.000000,0.000000,0.000000
1523214660.250000,0.013346,0.013346,0.000000,0.000000,0.000000,0.044063,0.044063,0.000000,0.000000,0.000000
1523214660.300000,0.010719,0.010719,0.000000,0.000000,0.000000,0.067051,0.067051,0.000000,0.000000,0.000000
1523214660.350000,0.013081,0.013081,0.000000,0.000000,0.000000,0.045268,0.045268,0.000000,0.000000,0.000000
1523214660.400000,0.023457,0.023457,0.000000,0.000000,0.000000,0.047656,0.047656,0.000000,0.000000,0.000000
1523214660.450000,0.081810,0.081810,0.000000,0.000000,0.000000,0.018259,0.018259,0.000000,0.000000,0.000000
1523214660.500000,0.014939,0.014939,0.000000,0.000000,0.000000,0.009636,0.009636,0.000000,0.000000,0.000000
1523214660.550000,0.017029,0.017029,0.000000,0.000000,0.000000,0.031600,0.031600,0.000000,0.000000,0.000000
1523214660.600000,0.038421,0.038421,0.000000,0.000000,0.000000,0.063844,0.063844,0.000000,0.000000,0.000000
1523214660.650000,0.021486,0.021486,0.000000,0.000000,0.000000,0.013641,0.013641,0.000000,0.000000,0.000000
1523214660.700000,0.013359,0.013359,0.000000,0.000000,0.000000,0.014436,0.014436,0.000000,0.000000,0.000000
1523214660.750000,0.025683,0.025683,0.000000,0.000000,0.000000,0.012846,0.012846,0.000000,0.000000,0.000000
1523214660.800000,0.028159,0.028159,0.000000,0.000000,0.000000,0.018256,0.018256,0.000000,0.000000,0.000000
1523214660.850000,0.018700,0.018700,0.000000,0.000000,0.000000,0.009568,0.009568,0.000000,0.000000,0.000000
1523214660.900000,0.025571,0.025571,0.000000,0.000000,0.000000,0.019838,0.019838,0.000000,0.000000,0.000000
1523214660.950000,0.024425,0.024425,0.000000,0.000000,0.000000,0.053636,0.053636,0.000000,0.000000,0.000000
1523214661.000000,0.019706,0.019706,0.000000,0.000000,0.000000,0.040478,0.040478,0.000000,0.000000,0.000000
1523214661.050000,0.015980,0.015980,0.000000,0.000000,0.000000,0.021200,0.021200,0.000000,0.000000,0.000000
1523214661.100000,0.045081,0.045081,0.000000,0.000000,0.000000,0.011886,0.011886,0.000000,0.000000,0.000000
1523214661.150000,0.045516,0.045516,0.000000,0.000000,0.000000,0.032517,0.032517,0.000000,0.000000,0.000000
1523214661.200000,0.023500,0.023500,0.000000,0.000000,0.000000,0.015342,0.015342,0.000000,0.000000,0.000000
1523214661.250000,0.020760,0.020760,0.000000,0.000000,0.000000,0.040282,0.040282,0.000000,0.000000,0.000000
1523214661.300000,0.023525,0.023525,0.000000,0.000000,0.000000,0.018122,0.018122,0.000000,0.000000,0.000000
1523214661.350000,0.034000,0.034000,0.000000,0.000000,0.000000,0.016732,0.016732,0.000000,0.000000,0.000000
1523214661.400000,0.037161,0.037161,0.000000,0.000000,0.000000,0.025194,0.025194,0.000000,0.000000,0.000000
1523214661.450000,0.024905,0.024905,0.000000,0.000000,0.000000,0.031351,0.031351,0.000000,0.000000,0.000000
1523214661.500000,0.050036,0.050036,0.000000,0.000000,0.000000,0.038647,0.038647,0.000000,0.000000,0.000000
1523214661.550000,0.014848,0.014848,0.000000,0.000000,0.000000,0.008741,0.008741,0.000000,0.000000,0.000000
1523214661.600000,0.012361,0.012361,0.000000,0.000000,0.000000,0.033380,0.033380,0.000000,0.000000,0.000000
1523214661.650000,0.055839,0.055839,0.000000,0.000000,0.000000,0.061000,0.061000,0.000000,0.000000,0.000000
1523214661.700000,0.035636,0.035636,0.000000,0.000000,0.000000,0.055953,0.055953,0.000000,0.000000,0.000000
1523214661.750000,0.042000,0.042000,0.000000,0.000000,0.000000,0.040452,0.040452,0.000000,0.000000,0.000000
1523214661.800000,0.020156,0.020156,0.000000,0.000000,0.000000,0.023167,0.023167,0.000000,0.000000,0.000000
1523214661.850000,0.018314,0.018314,0.000000,0.000000,0.000000,0.030340,0.030340,0.000000,0.000000,0.000000
1523214661.900000,0.014825,0.014825,0.000000,0.000000,0.000000,0.021585,0.021585,0.000000,0.000000,0.000000
1523214661.950000,0.008842,0.008842,0.000000,0.000000,0.000000,0.022541,0.022541,0.000000,0.000000,0.000000
1523214662.000000,0.007474,0.007474,0.000000,0.000000,0.000000,0.013195,0.013195,0.000000,0.000000,0.000000
1523214662.050000,0.046257,0.046257,0.000000,0.000000,0.000000,0.007031,0.007031,0.000000,0.000000,0.000000
1523214662.100000,0.024196,0.024196,0.000000,0.000000,0.000000,0.007364,0.007364,0.000000,0.000000,0.000000
1523214662.150000,0.014415,0.014415,0.000000,0.000000,0.000000,0.007091,0.007091,0.000000,0.000000,0.000000
1523214662.200000,0.026091,0.026091,0.000000,0.000000,0.000000,0.029629,0.029629,0.000000,0.000000,0.000000
1523214662.250000,0.031586,0.031586,0.000000,0.000000,0.000000,0.034226,0.034226,0.000000,0.000000,0.000000
1523214662.300000,0.059390,0.059390,0.000000,0.000000,0.000000,0.030348,0.030348,0.000000,0.000000,0.000000
1523214662.350000,0.010526,0.010526,0.000000,0.000000,0.000000,0.019551,0.019551,0.000000,0.000000,0.000000
1523214662.400000,0.027267,0.027267,0.000000,0.000000,0.000000,0.069232,0.069232,0.000000,0.000000,0.000000
1523214662.450000,0.030286,0.030286,0.000000,0.000000,0.000000,0.005071,0.005071,0.000000,0.000000,0.000000
1523214662.500000,0.017273,0.017273,0.000000,0.000000,0.000000,0.016448,0.016448,0.000000,0.000000,0.000000
1523214662.550000,0.024639,0.024639,0.000000,0.000000,0.000000,0.017213,0.017213,0.000000,0.000000,0.000000
1523214662.600000,0.013231,0.013231,0.000000,0.000000,0.000000,0.008545,0.008545,0.000000,0.000000,0.000000
1523214662.650000,0.019186,0.019186,0.000000,0.000000,0.000000,0.034420,0.034420,0.000000,0.000000,0.000000
1523214662.700000,0.033580,0.033580,0.000000,0.000000,0.000000,0.008162,0.008162,0.000000,0.000000,0.000000
1523214662.750000,0.033045,0.033045,0.000000,0.000000,0.000000,0.025000,0.025000,0.000000,0.000000,0.000000
1523214662.800000,0.017821,0.017821,0.000000,0.000000,0.000000,0.035286,0.035286,0.000000,0.000000,0.000000
1523214662.850000,0.013594,0.013594,0.000000,0.000000,0.000000,0.044614,0.044614,0.000000,0.000000,0.000000
1523214662.900000,0.014682,0.014682,0.000000,0.000000,0.000000,0.013200,0.013200,0.000000,0.000000,0.000000
1523214662.950000,0.008514,0.008514,0.000000,0.000000,0.000000,0.011179,0.011179,0.000000,0.000000,0.000000
1523214663.000000,0.014000,0.014000,0.000000,0.000000,0.000000,0.005828,0.005828,0.000000,0.000000,0.000000
1523214663.050000,0.028069,0.028069,0.000000,0.000000,0.000000,0.016100,0.016100,0.000000,0.000000,0.000000
1523214663.100000,0.013089,0.013089,0.000000,0.000000,0.000000,0.009351,0.009351,0.000000,0.000000,0.000000
1523214663.150000,0.016591,0.016591,0.000000,0.000000,0.000000,0.010818,0.010818,0.000000,0.000000,0.000000
1523214663.200000,0.022676,0.022676,0.000000,0.000000,0.000000,0.019760,0.019760,0.000000,0.000000,0.000000
1523214663.250000,0.023211,0.023211,0.000000,0.000000,0.000000,0.026673,0.026673,0.000000,0.000000,0.000000
1523214663.300000,0.033237,0.033237,0.000000,0.000000,0.000000,0.009872,0.009872,0.000000,0.000000,0.000000
1523214663.350000,0.032086,0.032086,0.000000,0.000000,0.000000,0.014278,0.014278,0.000000,0.000000,0.000000
1523214663.400000,0.023914,0.023914,0.000000,0.000000,0.000000,0.024356,0.024356,0.000000,0.000000,0.000000
1523214663.450000,0.037053,0.037053,0.000000,0.000000,0.000000,0.019679,0.019679,0.000000,0.000000,0.000000
1523214663.500000,0.023929,0.023929,0.000000,0.000000,0.000000,0.049478,0.049478,0.000000,0.000000,0.000000
1523214663.550000,0.023298,0.023298,0.000000,0.000000,0.000000,0.032140,0.032140,0.000000,0.000000,0.000000
1523214663.600000,0.022949,0.022949,0.000000,0.000000,0.000000,0.033125,0.033125,0.000000,0.000000,0.000000
1523214663.650000,0.031553,0.031553,0.000000,0.000000,0.000000,0.034611,0.034611,0.000000,0.000000,0.000000
1523214663.700000,0.010776,0.010776,0.000000,0.000000,0.000000,0.019951,0.019951,0.000000,0.000000,0.000000
1523214663.750000,0.052588,0.052588,0.000000,0.000000,0.000000,0.015071,0.015071,0.000000,0.000000,0.000000
1523214663.800000,0.024833,0.024833,0.000000,0.000000,0.000000,0.006419,0.006419,0.000000,0.000000,0.000000
1523214663.850000,0.037556,0.037556,0.000000,0.000000,0.000000,0.010229,0.010229,0.000000,0.000000,0.000000
1523214663.900000,0.016935,0.016935,0.000000,0.000000,0.000000,0.011250,0.011250,0.000000,0.000000,0.000000
1523214663.950000,0.033783,0.033783,0.000000,0.000000,0.000000,0.011606,0.011606,0.000000,0.000000,0.000000
1523214664.000000,0.032484,0.032484,0.000000,0.000000,0.000000,0.019677,0.019677,0.000000,0.000000,0.000000
1523214664.050000,0.032059,0.032059,0.000000,0.000000,0.000000,0.068816,0.068816,0.000000,0.000000,0.000000
1523214664.100000,0.026957,0.026957,0.000000,0.000000,0.000000,0.076851,0.076851,0.000000,0.000000,0.000000
1523214664.150000,0.045565,0.045565,0.000000,0.000000,0.000000,0.025692,0.025692,0.000000,0.000000,0.000000
1523214664.200000,0.022051,0.022051,0.000000,0.000000,0.000000,0.012296,0.012296,0.000000,0.000000,0.000000
1523214664.250000,0.012963,0.012963,0.000000,0.000000,0.000000,0.034571,0.034571,0.000000,0.000000,0.000000
1523214664.300000,0.018289,0.018289,0.000000,0.000000,0.000000,0.015265,0.015265,0.000000,0.000000,0.000000
1523214664.350000,0.012725,0.012725,0.000000,0.000000,0.000000,0.006605,0.006605,0.000000,0.000000,0.000000
1523214664.400000,0.008821,0.008821,0.000000,0.000000,0.000000,0.021171,0.021171,0.000000,0.000000,0.000000
1523214664.450000,0.019815,0.019815,0.000000,0.000000,0.000000,0.019029,0.019029,0.000000,0.000000,0.000000
1523214664.500000,0.032132,0.032132,0.000000,0.000000,0.000000,0.011394,0.011394,0.000000,0.000000,0.000000
1523214664.550000,0.092341,0.092341,0.000000,0.000000,0.000000,0.009560,0.009560,0.000000,0.000000,0.000000
