date_time,total_http_start,total_http_end,SELECT_http_start,SELECT_http_end,INSERT_http_start,INSERT_http_end,UPDATE_http_start,UPDATE_http_end,DELETE_http_start,DELETE_http_end
1523214664.250000,54,56,54,56,0,0,0,0,0,0
1523214664.300000,38,49,38,49,0,0,0,0,0,0
1523214664.350000,40,38,40,38,0,0,0,0,0,0
1523214664.400000,39,41,39,41,0,0,0,0,0,0
1523214664.450000,27,34,27,34,0,0,0,0,0,0
1523214664.500000,38,33,38,33,0,0,0,0,0,0
1523214664.550000,44,25,44,25,0,0,0,0,0,0
1523214664.600000,43,48,43,48,0,0,0,0,0,0
1523214664.650000,40,29,40,29,0,0,0,0,0,0
1523214664.700000,9,9,9,9,0,0,0,0,0,0
1523214664.750000,48,39,48,39,0,0,0,0,0,0
1523214664.800000,14,47,14,47,0,0,0,0,0,0
1523214664.850000,47,34,47,34,0,0,0,0,0,0
1523214664.900000,36,38,36,38,0,0,0,0,0,0
1523214664.950000,47,28,47,28,0,0,0,0,0,0
1523214665.000000,28,40,28,40,0,0,0,0,0,0
1523214665.050000,49,43,49,43,0,0,0,0,0,0
1523214665.100000,36,47,36,47,0,0,0,0,0,0
1523214665.150000,48,50,48,50,0,0,0,0,0,0
1523214665.200000,51,63,51,63,0,0,0,0,0,0
1523214665.250000,41,33,41,33,0,0,0,0,0,0
1523214665.300000,40,43,40,43,0,0,0,0,0,0
1523214665.350000,38,38,38,38,0,0,0,0,0,0
1523214665.400000,36,35,36,35,0,0,0,0,0,0
1523214665.450000,37,34,37,34,0,0,0,0,0,0
1523214665.500000,30,36,30,36,0,0,0,0,0,0
1523214665.550000,34,33,34,33,0,0,0,0,0,0
1523214665.600000,39,45,39,45,0,0,0,0,0,0
1523214665.650000,42,36,42,36,0,0,0,0,0,0
1523214665.700000,34,39,34,39,0,0,0,0,0,0
1523214665.750000,38,22,38,22,0,0,0,0,0,0
1523214665.800000,37,31,37,31,0,0,0,0,0,0
1523214665.850000,31,42,31,42,0,0,0,0,0,0
1523214665.900000,47,53,47,53,0,0,0,0,0,0
1523214665.950000,52,58,52,58,0,0,0,0,0,0
1523214666.000000,33,33,33,33,0,0,0,0,0,0
1523214666.050000,55,31,55,31,0,0,0,0,0,0
1523214666.100000,47,45,47,45,0,0,0,0,0,0
1523214666.150000,35,33,35,33,0,0,0,0,0,0
1523214666.200000,31,44,31,44,0,0,0,0,0,0
1523214666.250000,27,34,27,34,0,0,0,0,0,0
1523214666.300000,37,43,37,43,0,0,0,0,0,0
1523214666.350000,45,46,45,46,0,0,0,0,0,0
1523214666.400000,48,38,48,38,0,0,0,0,0,0
1523214666.450000,50,48,50,48,0,0,0,0,0,0
1523214666.500000,36,52,36,52,0,0,0,0,0,0
1523214666.550000,1,5,1,5,0,0,0,0,0,0
1523214666.600000,3,2,3,2,0,0,0,0,0,0
1523214666.650000,40,26,40,26,0,0,0,0,0,0
1523214666.700000,31,24,31,24,0,0,0,0,0,0
1523214666.750000,28,24,28,24,0,0,0,0,0,0
1523214666.800000,49,46,49,46,0,0,0,0,0,0
1523214666.850000,45,47,45,47,0,0,0,0,0,0
1523214666.900000,46,50,46,50,0,0,0,0,0,0
1523214666.950000,51,44,51,44,0,0,0,0,0,0
1523214667.000000,45,42,45,42,0,0,0,0,0,0
1523214667.050000,38,42,38,42,0,0,0,0,0,0
1523214667.100000,22,23,22,23,0,0,0,0,0,0
1523214667.150000,35,33,35,33,0,0,0,0,0,0
1523214667.200000,55,40,55,40,0,0,0,0,0,0
1523214667.250000,31,45,31,45,0,0,0,0,0,0
1523214667.300000,49,57,49,57,0,0,0,0,0,0
1523214667.350000,38,57,38,57,0,0,0,0,0,0
1523214667.400000,47,19,47,19,0,0,0,0,0,0
1523214667.450000,41,36,41,36,0,0,0,0,0,0
1523214667.500000,37,35,37,35,0,0,0,0,0,0
1523214667.550000,44,46,44,46,0,0,0,0,0,0
1523214667.600000,21,37,21,37,0,0,0,0,0,0
1523214667.650000,34,36,34,36,0,0,0,0,0,0
1523214667.700000,52,34,52,34,0,0,0,0,0,0
1523214667.750000,24,40,24,40,0,0,0,0,0,0
1523214667.800000,39,54,39,54,0,0,0,0,0,0
1523214667.850000,40,39,40,39,0,0,0,0,0,0
1523214667.900000,39,34,39,34,0,0,0,0,0,0
1523214667.950000,39,35,39,35,0,0,0,0,0,0
1523214668.000000,46,40,46,40,0,0,0,0,0,0
1523214668.050000,39,31,39,31,0,0,0,0,0,0
1523214668.100000,54,44,54,44,0,0,0,0,0,0
1523214668.150000,38,49,38,49,0,0,0,0,0,0
1523214668.200000,32,40,32,40,0,0,0,0,0,0
1523214668.250000,48,62,48,62,0,0,0,0,0,0
1523214668.300000,36,37,36,37,0,0,0,0,0,0
1523214668.350000,37,30,37,30,0,0,0,0,0,0
1523214668.400000,52,39,52,39,0,0,0,0,0,0
1523214668.450000,28,34,28,34,0,0,0,0,0,0
1523214668.500000,49,36,49,36,0,0,0,0,0,0
1523214668.550000,21,41,21,41,0,0,0,0,0,0
1523214668.600000,35,34,35,34,0,0,0,0,0,0
1523214668.650000,40,43,40,43,0,0,0,0,0,0
1523214668.700000,57,57,57,57,0,0,0,0,0,0
1523214668.750000,40,45,40,45,0,0,0,0,0,0
1523214668.800000,36,23,36,23,0,0,0,0,0,0
1523214668.850000,35,37,35,37,0,0,0,0,0,0
1523214668.900000,43,30,43,30,0,0,0,0,0,0
1523214668.950000,33,43,33,43,0,0,0,0,0,0
1523214669.000000,31,41,31,41,0,0,0,0,0,0
1523214669.050000,51,43,51,43,0,0,0,0,0,0
1523214669.100000,47,31,47,31,0,0,0,0,0,0
1523214669.150000,36,29,36,29,0,0,0,0,0,0
1523214669.200000,40,64,40,64,0,0,0,0,0,0
1523214669.250000,36,45,36,45,0,0,0,0,0,0
1523214669.300000,13,11,13,11,0,0,0,0,0,0
1523214669.350000,36,24,36,24,0,0,0,0,0,0
1523214669.400000,27,21,27,21,0,0,0,0,0,0
1523214669.450000,21,22,21,22,0,0,0,0,0,0
1523214669.500000,79,56,79,56,0,0,0,0,0,0
1523214669.550000,37,54,37,54,0,0,0,0,0,0
1523214669.600000,50,53,50,53,0,0,0,0,0,0
1523214669.650000,25,44,25,44,0,0,0,0,0,0
1523214669.700000,50,30,50,30,0,0,0,0,0,0
1523214669.750000,43,41,43,41,0,0,0,0,0,0
1523214669.800000,50,50,50,50,0,0,0,0,0,0
1523214669.850000,41,44,41,44,0,0,0,0,0,0
1523214669.900000,30,41,30,41,0,0,0,0,0,0
1523214669.950000,48,36,48,36,0,0,0,0,0,0
1523214670.000000,34,40,34,40,0,0,0,0,0,0
1523214670.050000,33,43,33,43,0,0,0,0,0,0
1523214670.100000,39,37,39,37,0,0,0,0,0,0
1523214670.150000,56,49,56,49,0,0,0,0,0,0
1523214670.200000,46,27,46,27,0,0,0,0,0,0
1523214670.250000,29,38,29,38,0,0,0,0,0,0
1523214670.300000,50,73,50,73,0,0,0,0,0,0
1523214670.350000,26,32,26,32,0,0,0,0,0,0
1523214670.400000,14,8,14,8,0,0,0,0,0,0
1523214670.450000,73,50,73,50,0,0,0,0,0,0
1523214670.500000,16,23,16,23,0,0,0,0,0,0
1523214670.550000,29,30,29,30,0,0,0,0,0,0
1523214670.600000,42,37,42,37,0,0,0,0,0,0
1523214670.650000,63,55,63,55,0,0,0,0,0,0
1523214670.700000,32,36,32,36,0,0,0,0,0,0
1523214670.750000,24,28,24,28,0,0,0,0,0,0
1523214670.800000,54,37,54,37,0,0,0,0,0,0
1523214670.850000,50,50,50,50,0,0,0,0,0,0
1523214670.900000,49,49,49,49,0,0,0,0,0,0
1523214670.950000,35,59,35,59,0,0,0,0,0,0
1523214671.000000,31,38,31,38,0,0,0,0,0,0
1523214671.050000,50,26,50,26,0,0,0,0,0,0
1523214671.100000,33,49,33,49,0,0,0,0,0,0
1523214671.150000,30,50,30,50,0,0,0,0,0,0
1523214671.200000,44,28,44,28,0,0,0,0,0,0
1523214671.250000,44,50,44,50,0,0,0,0,0,0
1523214671.300000,46,58,46,58,0,0,0,0,0,0
1523214671.350000,27,27,27,27,0,0,0,0,0,0
1523214671.400000,25,23,25,23,0,0,0,0,0,0
1523214671.450000,52,37,52,37,0,0,0,0,0,0
1523214671.500000,42,38,42,38,0,0,0,0,0,0
1523214671.550000,47,36,47,36,0,0,0,0,0,0
1523214671.600000,37,43,37,43,0,0,0,0,0,0
1523214671.650000,41,66,41,66,0,0,0,0,0,0
1523214671.700000,37,27,37,27,0,0,0,0,0,0
1523214671.750000,43,46,43,46,0,0,0,0,0,0
1523214671.800000,48,55,48,55,0,0,0,0,0,0
1523214671.850000,31,30,31,30,0,0,0,0,0,0
1523214671.900000,41,34,41,34,0,0,0,0,0,0
1523214671.950000,46,35,46,35,0,0,0,0,0,0
1523214672.000000,30,34,30,34,0,0,0,0,0,0
1523214672.050000,38,40,38,40,0,0,0,0,0,0
1523214672.100000,45,50,45,50,0,0,0,0,0,0
1523214672.150000,40,37,40,37,0,0,0,0,0,0
1523214672.200000,48,33,48,33,0,0,0,0,0,0
1523214672.250000,41,46,41,46,0,0,0,0,0,0
1523214672.300000,46,46,46,46,0,0,0,0,0,0
1523214672.350000,56,41,56,41,0,0,0,0,0,0
1523214672.400000,35,48,35,48,0,0,0,0,0,0
1523214672.450000,54,66,54,66,0,0,0,0,0,0
1523214672.500000,31,40,31,40,0,0,0,0,0,0
1523214672.550000,34,37,34,37,0,0,0,0,0,0
1523214672.600000,48,34,48,34,0,0,0,0,0,0
1523214672.650000,51,39,51,39,0,0,0,0,0,0
1523214672.700000,41,31,41,31,0,0,0,0,0,0
1523214672.750000,35,37,35,37,0,0,0,0,0,0
1523214672.800000,33,32,33,32,0,0,0,0,0,0
1523214672.850000,34,36,34,36,0,0,0,0,0,0
1523214672.900000,44,71,44,71,0,0,0,0,0,0
1523214672.950000,42,44,42,44,0,0,0,0,0,0
1523214673.000000,28,34,28,34,0,0,0,0,0,0
1523214673.050000,41,29,41,29,0,0,0,0,0,0
1523214673.100000,35,33,35,33,0,0,0,0,0,0
1523214673.150000,38,36,38,36,0,0,0,0,0,0
1523214673.200000,42,32,42,32,0,0,0,0,0,0
1523214673.250000,44,56,44,56,0,0,0,0,0,0
1523214673.300000,30,40,30,40,0,0,0,0,0,0
1523214673.350000,32,20,32,20,0,0,0,0,0,0
1523214673.400000,56,45,56,45,0,0,0,0,0,0
1523214673.450000,45,46,45,46,0,0,0,0,0,0
1523214673.500000,43,36,43,36,0,0,0,0,0,0
1523214673.550000,38,46,38,46,0,0,0,0,0,0
1523214673.600000,15,39,15,39,0,0,0,0,0,0
1523214673.650000,53,31,53,31,0,0,0,0,0,0
1523214673.700000,44,51,44,51,0,0,0,0,0,0
1523214673.750000,51,28,51,28,0,0,0,0,0,0
1523214673.800000,41,42,41,42,0,0,0,0,0,0
1523214673.850000,38,60,38,60,0,0,0,0,0,0
1523214673.900000,40,46,40,46,0,0,0,0,0,0
1523214673.950000,33,38,33,38,0,0,0,0,0,0
1523214674.000000,17,5,17,5,0,0,0,0,0,0
1523214674.050000,43,45,43,45,0,0,0,0,0,0
1523214674.100000,41,43,41,43,0,0,0,0,0,0
1523214674.150000,46,34,46,34,0,0,0,0,0,0
1523214674.200000,38,42,38,42,0,0,0,0,0,0
1523214674.250000,51,26,51,26,0,0,0,0,0,0
1523214674.300000,42,60,42,60,0,0,0,0,0,0
1523214674.350000,30,49,30,49,0,0,0,0,0,0
1523214674.400000,63,30,63,30,0,0,0,0,0,0
1523214674.450000,28,49,28,49,0,0,0,0,0,0
1523214674.500000,42,34,42,34,0,0,0,0,0,0
1523214674.550000,32,51,32,51,0,0,0,0,0,0
1523214674.600000,50,54,50,54,0,0,0,0,0,0
1523214674.650000,52,34,52,34,0,0,0,0,0,0
1523214674.700000,14,18,14,18,0,0,0,0,0,0
1523214674.750000,41,31,41,31,0,0,0,0,0,0
1523214674.800000,52,40,52,40,0,0,0,0,0,0
1523214674.850000,56,52,56,52,0,0,0,0,0,0
1523214674.900000,53,57,53,57,0,0,0,0,0,0
1523214674.950000,42,81,42,81,0,0,0,0,0,0
1523214675.000000,40,34,40,34,0,0,0,0,0,0
1523214675.050000,41,42,41,42,0,0,0,0,0,0
1523214675.100000,40,46,40,46,0,0,0,0,0,0
1523214675.150000,39,30,39,30,0,0,0,0,0,0
1523214675.200000,50,27,50,27,0,0,0,0,0,0
1523214675.250000,13,12,13,12,0,0,0,0,0,0
1523214675.300000,40,20,40,20,0,0,0,0,0,0
1523214675.350000,37,40,37,40,0,0,0,0,0,0
1523214675.400000,33,48,33,48,0,0,0,0,0,0
1523214675.450000,46,60,46,60,0,0,0,0,0,0
1523214675.500000,35,42,35,42,0,0,0,0,0,0
1523214675.550000,44,34,44,34,0,0,0,0,0,0
1523214675.600000,36,29,36,29,0,0,0,0,0,0
1523214675.650000,50,42,50,42,0,0,0,0,0,0
1523214675.700000,39,46,39,46,0,0,0,0,0,0
1523214675.750000,37,59,37,59,0,0,0,0,0,0
1523214675.800000,39,27,39,27,0,0,0,0,0,0
1523214675.850000,26,38,26,38,0,0,0,0,0,0
1523214675.900000,33,41,33,41,0,0,0,0,0,0
1523214675.950000,55,18,55,18,0,0,0,0,0,0
1523214676.000000,49,44,49,44,0,0,0,0,0,0
1523214676.050000,41,35,41,35,0,0,0,0,0,0
1523214676.100000,35,49,35,49,0,0,0,0,0,0
1523214676.150000,27,39,27,39,0,0,0,0,0,0
1523214676.200000,44,38,44,38,0,0,0,0,0,0
1523214676.250000,42,43,42,43,0,0,0,0,0,0
1523214676.300000,29,39,29,39,0,0,0,0,0,0
1523214676.350000,41,40,41,40,0,0,0,0,0,0
1523214676.400000,37,45,37,45,0,0,0,0,0,0
1523214676.450000,48,47,48,47,0,0,0,0,0,0
1523214676.500000,56,48,56,48,0,0,0,0,0,0
1523214676.550000,28,49,28,49,0,0,0,0,0,0
1523214676.600000,55,42,55,42,0,0,0,0,0,0
1523214676.650000,37,38,37,38,0,0,0,0,0,0
1523214676.700000,52,30,52,30,0,0,0,0,0,0
1523214676.750000,32,41,32,41,0,0,0,0,0,0
1523214676.800000,35,45,35,45,0,0,0,0,0,0
1523214676.850000,36,45,36,45,0,0,0,0,0,0
1523214676.900000,51,48,51,48,0,0,0,0,0,0
1523214676.950000,55,35,55,35,0,0,0,0,0,0
1523214677.000000,35,53,35,53,0,0,0,0,0,0
1523214677.050000,22,20,22,20,0,0,0,0,0,0
1523214677.100000,36,26,36,26,0,0,0,0,0,0
1523214677.150000,46,43,46,43,0,0,0,0,0,0
1523214677.200000,40,40,40,40,0,0,0,0,0,0
1523214677.250000,46,44,46,44,0,0,0,0,0,0
1523214677.300000,36,40,36,40,0,0,0,0,0,0
1523214677.350000,24,40,24,40,0,0,0,0,0,0
1523214677.400000,51,25,51,25,0,0,0,0,0,0
1523214677.450000,37,46,37,46,0,0,0,0,0,0
1523214677.500000,33,39,33,39,0,0,0,0,0,0
1523214677.550000,51,46,51,46,0,0,0,0,0,0
1523214677.600000,39,38,39,38,0,0,0,0,0,0
1523214677.650000,41,48,41,48,0,0,0,0,0,0
1523214677.700000,37,51,37,51,0,0,0,0,0,0
1523214677.750000,38,34,38,34,0,0,0,0,0,0
1523214677.800000,56,32,56,32,0,0,0,0,0,0
1523214677.850000,34,40,34,40,0,0,0,0,0,0
1523214677.900000,39,40,39,40,0,0,0,0,0,0
1523214677.950000,34,45,34,45,0,0,0,0,0,0
1523214678.000000,49,53,49,53,0,0,0,0,0,0
1523214678.050000,53,58,53,58,0,0,0,0,0,0
1523214678.100000,32,28,32,28,0,0,0,0,0,0
1523214678.150000,51,34,51,34,0,0,0,0,0,0
1523214678.200000,18,33,18,33,0,0,0,0,0,0
1523214678.250000,44,26,44,26,0,0,0,0,0,0
1523214678.300000,39,34,39,34,0,0,0,0,0,0
1523214678.350000,35,64,35,64,0,0,0,0,0,0
1523214678.400000,46,46,46,46,0,0,0,0,0,0
1523214678.450000,38,36,38,36,0,0,0,0,0,0
1523214678.500000,30,32,30,32,0,0,0,0,0,0
1523214678.550000,51,52,51,52,0,0,0,0,0,0
1523214678.600000,33,33,33,33,0,0,0,0,0,0
1523214678.650000,41,40,41,40,0,0,0,0,0,0
1523214678.700000,38,26,38,26,0,0,0,0,0,0
1523214678.750000,19,29,19,29,0,0,0,0,0,0
1523214678.800000,73,48,73,48,0,0,0,0,0,0
1523214678.850000,12,18,12,18,0,0,0,0,0,0
1523214678.900000,16,23,16,23,0,0,0,0,0,0
1523214678.950000,58,44,58,44,0,0,0,0,0,0
1523214679.000000,39,40,39,40,0,0,0,0,0,0
1523214679.050000,50,56,50,56,0,0,0,0,0,0
1523214679.100000,41,43,41,43,0,0,0,0,0,0
1523214679.150000,62,46,62,46,0,0,0,0,0,0
1523214679.200000,42,49,42,49,0,0,0,0,0,0
1523214679.250000,30,42,30,42,0,0,0,0,0,0
1523214679.300000,39,29,39,29,0,0,0,0,0,0
1523214679.350000,38,32,38,32,0,0,0,0,0,0
1523214679.400000,12,43,12,43,0,0,0,0,0,0
1523214679.450000,61,47,61,47,0,0,0,0,0,0
1523214679.500000,48,62,48,62,0,0,0,0,0,0
1523214679.550000,35,37,35,37,0,0,0,0,0,0
1523214679.600000,44,39,44,39,0,0,0,0,0,0
1523214679.650000,50,45,50,45,0,0,0,0,0,0
1523214679.700000,55,49,55,49,0,0,0,0,0,0
1523214679.750000,43,61,43,61,0,0,0,0,0,0
1523214679.800000,44,45,44,45,0,0,0,0,0,0
1523214679.850000,32,26,32,26,0,0,0,0,0,0
1523214679.900000,54,54,54,54,0,0,0,0,0,0
1523214679.950000,36,36,36,36,0,0,0,0,0,0
1523214680.000000,39,26,39,26,0,0,0,0,0,0
1523214680.050000,37,45,37,45,0,0,0,0,0,0
1523214680.100000,21,26,21,26,0,0,0,0,0,0
1523214680.150000,58,51,58,51,0,0,0,0,0,0
1523214680.200000,46,28,46,28,0,0,0,0,0,0
1523214680.250000,42,49,42,49,0,0,0,0,0,0
1523214680.300000,33,41,33,41,0,0,0,0,0,0
1523214680.350000,37,51,37,51,0,0,0,0,0,0
1523214680.400000,43,40,43,40,0,0,0,0,0,0
1523214680.450000,35,38,35,38,0,0,0,0,0,0
1523214680.500000,40,32,40,32,0,0,0,0,0,0
1523214680.550000,35,33,35,33,0,0,0,0,0,0
1523214680.600000,21,27,21,27,0,0,0,0,0,0
1523214680.650000,30,27,30,27,0,0,0,0,0,0
1523214680.700000,47,40,47,40,0,0,0,0,0,0
1523214680.750000,30,44,30,44,0,0,0,0,0,0
1523214680.800000,43,36,43,36,0,0,0,0,0,0
1523214680.850000,66,57,66,57,0,0,0,0,0,0
1523214680.900000,49,52,49,52,0,0,0,0,0,0
1523214680.950000,35,30,35,30,0,0,0,0,0,0
1523214681.000000,47,50,47,50,0,0,0,0,0,0
1523214681.050000,48,37,48,37,0,0,0,0,0,0
1523214681.100000,44,46,44,46,0,0,0,0,0,0
1523214681.150000,33,42,33,42,0,0,0,0,0,0
1523214681.200000,56,45,56,45,0,0,0,0,0,0
1523214681.250000,44,42,44,42,0,0,0,0,0,0
1523214681.300000,29,45,29,45,0,0,0,0,0,0
1523214681.350000,44,43,44,43,0,0,0,0,0,0
1523214681.400000,38,47,38,47,0,0,0,0,0,0
1523214681.450000,58,29,58,29,0,0,0,0,0,0
1523214681.500000,31,65,31,65,0,0,0,0,0,0
1523214681.550000,35,32,35,32,0,0,0,0,0,0
1523214681.600000,18,20,18,20,0,0,0,0,0,0
1523214681.650000,27,25,27,25,0,0,0,0,0,0
1523214681.700000,46,43,46,43,0,0,0,0,0,0
1523214681.750000,54,43,54,43,0,0,0,0,0,0
1523214681.800000,35,27,35,27,0,0,0,0,0,0
1523214681.850000,52,54,52,54,0,0,0,0,0,0
1523214681.900000,46,45,46,45,0,0,0,0,0,0
1523214681.950000,17,30,17,30,0,0,0,0,0,0
1523214682.000000,27,34,27,34,0,0,0,0,0,0
1523214682.050000,37,40,37,40,0,0,0,0,0,0
1523214682.100000,39,37,39,37,0,0,0,0,0,0
1523214682.150000,74,40,74,40,0,0,0,0,0,0
1523214682.200000,42,51,42,51,0,0,0,0,0,0
1523214682.250000,31,36,31,36,0,0,0,0,0,0
1523214682.300000,33,37,33,37,0,0,0,0,0,0
1523214682.350000,50,45,50,45,0,0,0,0,0,0
1523214682.400000,39,40,39,40,0,0,0,0,0,0
1523214682.450000,55,68,55,68,0,0,0,0,0,0
1523214682.500000,37,47,37,47,0,0,0,0,0,0
1523214682.550000,17,11,17,11,0,0,0,0,0,0
1523214682.600000,25,17,25,17,0,0,0,0,0,0
1523214682.650000,52,33,52,33,0,0,0,0,0,0
1523214682.700000,52,56,52,56,0,0,0,0,0,0
1523214682.750000,51,45,51,45,0,0,0,0,0,0
1523214682.800000,42,46,42,46,0,0,0,0,0,0
1523214682.850000,3,38,3,38,0,0,0,0,0,0
1523214682.900000,75,48,75,48,0,0,0,0,0,0
1523214682.950000,4,32,4,32,0,0,0,0,0,0
1523214683.000000,6,6,6,6,0,0,0,0,0,0
1523214683.050000,15,11,15,11,0,0,0,0,0,0
1523214683.100000,55,32,55,32,0,0,0,0,0,0
1523214683.150000,45,38,45,38,0,0,0,0,0,0
1523214683.200000,42,50,42,50,0,0,0,0,0,0
1523214683.250000,41,38,41,38,0,0,0,0,0,0
1523214683.300000,47,48,47,48,0,0,0,0,0,0
1523214683.350000,32,43,32,43,0,0,0,0,0,0
1523214683.400000,51,42,51,42,0,0,0,0,0,0
1523214683.450000,40,52,40,52,0,0,0,0,0,0
1523214683.500000,20,20,20,20,0,0,0,0,0,0
1523214683.550000,22,32,22,32,0,0,0,0,0,0
1523214683.600000,35,31,35,31,0,0,0,0,0,0
1523214683.650000,43,31,43,31,0,0,0,0,0,0
1523214683.700000,46,50,46,50,0,0,0,0,0,0
1523214683.750000,30,23,30,23,0,0,0,0,0,0
1523214683.800000,45,44,45,44,0,0,0,0,0,0
1523214683.850000,43,40,43,40,0,0,0,0,0,0
1523214683.900000,58,50,58,50,0,0,0,0,0,0
1523214683.950000,56,79,56,79,0,0,0,0,0,0
1523214684.000000,37,37,37,37,0,0,0,0,0,0
1523214684.050000,40,37,40,37,0,0,0,0,0,0
1523214684.100000,48,36,48,36,0,0,0,0,0,0
1523214684.150000,42,37,42,37,0,0,0,0,0,0
1523214684.200000,42,51,42,51,0,0,0,0,0,0
1523214684.250000,58,64,58,64,0,0,0,0,0,0
1523214684.300000,33,39,33,39,0,0,0,0,0,0
1523214684.350000,36,40,36,40,0,0,0,0,0,0
1523214684.400000,28,14,28,14,0,0,0,0,0,0
1523214684.450000,23,20,23,20,0,0,0,0,0,0
1523214684.500000,22,30,22,30,0,0,0,0,0,0
1523214684.550000,37,40,37,40,0,0,0,0,0,0
1523214684.600000,50,53,50,53,0,0,0,0,0,0
