date_time,total_http,StoriesOfTheDay_http,Browse_http,BrowseCategories_http,BrowseStoriesByCategory_http,BrowseStoriesInCategory_http,OlderStories_http,ViewStory_http,ViewComment_http,Search_http,SearchInStories_http,SearchInComments_http,SearchInUsers_http,jpg_http,html_http,http_total_longReq,http_adjustLoad
1523214660.000000,296.880005,17.780003,0.000000,0.000000,3.000000,0.000000,0.000000,258.980003,16.119999,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,193.000000,103.880005
1523214660.050000,296.840012,18.080009,0.000000,0.000000,3.000000,0.000000,0.000000,258.700001,16.060001,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.760002,104.080009
1523214660.100000,296.759999,19.039997,0.000000,0.000000,3.219998,0.000000,0.000000,256.860001,16.080006,1.559998,0.000000,0.000000,0.000000,0.000000,0.000000,192.820000,103.940000
1523214660.150000,296.759998,18.719997,0.000000,0.000000,3.000000,0.000000,0.000000,257.160000,14.880001,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,193.000000,103.759998
1523214660.200000,296.780000,20.040001,0.000000,0.000000,3.660000,0.000000,0.420003,255.360001,14.980000,2.319996,0.000000,0.000000,0.000000,0.000000,0.000000,193.000000,103.780000
1523214660.250000,296.899998,18.919998,0.000000,0.000000,4.000000,0.000000,0.000000,256.559998,15.080002,2.340000,0.000000,0.000000,0.000000,0.000000,0.000000,193.000000,103.899998
1523214660.300000,296.780003,18.820000,0.000000,0.000000,4.000000,0.000000,0.000000,258.420002,13.540001,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,193.000000,103.780003
1523214660.350000,296.799999,20.840000,0.000000,0.000000,4.639999,0.000000,0.000000,256.720001,12.919998,1.680000,0.000000,0.000000,0.000000,0.000000,0.000000,193.000000,103.799999
1523214660.400000,296.519985,20.759998,0.000000,0.000000,2.659996,0.000000,0.239997,258.699997,13.079998,1.079999,0.000000,0.000000,0.000000,0.000000,0.000000,193.000000,103.519985
1523214660.450000,296.760015,21.580004,0.000000,0.000000,1.000000,0.000000,0.000000,260.480007,12.540001,1.160003,0.000000,0.000000,0.000000,0.000000,0.000000,192.840004,103.920011
1523214660.500000,296.600019,21.660004,0.000000,0.000000,1.000000,0.000000,0.280004,258.240002,14.960005,0.460006,0.000000,0.000000,0.000000,0.000000,0.000000,191.860001,104.740019
1523214660.550000,296.500000,22.540001,0.000000,0.000000,1.379997,0.000000,0.899998,255.399998,15.540005,0.740002,0.000000,0.000000,0.000000,0.000000,0.000000,191.400002,105.099998
1523214660.600000,296.280001,21.999996,0.000000,0.000000,2.740002,0.000000,1.000000,253.060005,16.459999,1.019999,0.000000,0.000000,0.000000,0.000000,0.000000,191.459999,104.820002
1523214660.650000,295.800006,21.080002,0.000000,0.000000,3.840000,0.000000,1.000000,250.499996,18.560001,0.820006,0.000000,0.000000,0.000000,0.000000,0.000000,190.400002,105.400004
1523214660.700000,295.479999,19.639999,0.000000,0.000000,4.000000,0.000000,0.139999,251.419994,19.840004,0.440001,0.000000,0.000000,0.000000,0.000000,0.000000,190.779999,104.700000
1523214660.750000,295.520010,20.680008,0.000000,0.000000,2.899998,0.000000,0.000000,251.080002,20.640004,0.219998,0.000000,0.000000,0.000000,0.000000,0.000000,190.260002,105.260008
1523214660.800000,295.620003,19.799997,0.000000,0.000000,2.000000,0.000000,0.120001,252.560005,20.480000,0.660000,0.000000,0.000000,0.000000,0.000000,0.000000,191.280003,104.340000
1523214660.850000,294.959998,18.519997,0.000000,0.160003,2.000000,0.000000,0.000000,254.359993,19.920006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,191.539997,103.420001
1523214660.900000,294.479997,18.000004,0.000000,0.200000,2.160000,0.000000,0.240002,251.200001,21.619991,1.059999,0.000000,0.000000,0.000000,0.000000,0.000000,191.000000,103.479997
1523214660.950000,294.479998,21.039992,0.000000,0.000000,3.580001,0.000000,0.000000,248.280003,20.680004,0.899998,0.000000,0.000000,0.000000,0.000000,0.000000,191.680000,102.799997
1523214661.000000,295.699988,22.159995,0.000000,0.000000,4.000000,0.000000,0.000000,247.199993,22.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,103.699988
1523214661.050000,295.679999,22.400005,0.000000,0.040001,4.000000,0.000000,0.000000,246.099991,22.360004,0.779998,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,103.679999
1523214661.100000,296.380000,23.580002,0.000000,0.140003,4.000000,0.000000,0.099998,245.140003,22.139992,1.280003,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,104.380000
1523214661.150000,296.679983,19.760006,0.000000,0.000000,4.000000,0.000000,0.159998,246.619984,24.139996,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,193.679993,102.999990
1523214661.200000,296.540012,12.679996,0.000000,0.980005,3.419998,0.000000,0.180000,252.520008,25.720002,1.040002,0.000000,0.000000,0.000000,0.000000,0.000000,195.000000,101.540012
1523214661.250000,296.400004,14.059998,0.000000,0.000000,3.140002,0.000000,0.040001,252.720001,25.719999,0.720003,0.000000,0.000000,0.000000,0.000000,0.000000,195.000000,101.400004
1523214661.300000,296.859997,13.959999,0.000000,0.000000,2.680000,0.000000,0.099998,252.319996,26.800003,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,195.000000,101.859997
1523214661.350000,296.519988,14.680000,0.000000,0.000000,2.119999,0.000000,0.099998,249.920002,28.539990,1.159998,0.000000,0.000000,0.000000,0.000000,0.000000,195.000000,101.519988
