date_time,total_http_start,total_http_end,select_http_start,select_http_end,SELECT_http_start,SELECT_http_end,INSERT_http_start,INSERT_http_end,insert_http_start,insert_http_end,UPDATE_http_start,UPDATE_http_end,update_http_start,update_http_end,DELETE_http_start,DELETE_http_end,delete_http_start,delete_http_end,commit;_http_start,commit;_http_end,SHOW_http_start,SHOW_http_end,SET_http_start,SET_http_end,/bin_http_start,/bin_http_end,#_http_start,#_http_end
1523211000.000000,42,32,0,0,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.050000,56,42,0,0,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.100000,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211000.950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.050000,89,107,0,0,88,106,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.100000,84,90,0,0,83,89,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.150000,124,134,0,0,121,131,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.200000,136,120,0,0,135,119,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.250000,77,100,0,0,76,99,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.300000,136,124,0,0,135,123,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.350000,112,122,0,0,111,121,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.400000,110,98,0,0,108,96,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.450000,91,94,0,0,90,93,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.500000,84,94,0,0,83,93,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.550000,92,110,0,0,90,107,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.600000,103,118,0,0,88,104,2,1,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.650000,106,105,0,0,89,88,2,3,0,0,12,12,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.700000,116,118,0,0,108,109,2,2,0,0,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.750000,131,117,0,0,130,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.800000,123,110,0,0,123,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.850000,86,106,0,0,85,105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.900000,73,84,0,0,45,55,27,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523211001.950000,83,82,0,0,49,49,32,31,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1523211002.000000,88,89,0,0,68,68,19,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211002.050000,107,100,0,0,94,88,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211002.100000,133,130,0,0,124,121,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211002.150000,109,114,0,0,103,108,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211002.200000,99,101,0,0,77,79,17,18,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211002.250000,125,124,0,0,102,101,3,2,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211002.300000,113,107,0,0,107,101,2,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523211002.350000,106,116,0,0,97,107,0,0,0,0,8,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
