date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,SubmitStory_http_start,SubmitStory_http_end,StoreStory_http_start,StoreStory_http_end,ViewComment_http_start,ViewComment_http_end,PostComment_http_start,PostComment_http_end,StoreComment_http_start,StoreComment_http_end,ModerateComment_http_start,ModerateComment_http_end,StoreModeratorLog_http_start,StoreModeratorLog_http_end,ReviewStories_http_start,ReviewStories_http_end,AcceptStory_http_start,AcceptStory_http_end,RejectStory_http_start,RejectStory_http_end,Search_http_start,Search_http_end,RegisterUser_http_start,RegisterUser_http_end,Author_http_start,Author_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523211000.000000,12,12,3,4,0,0,1,0,0,1,3,2,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
1523211000.050000,14,14,3,7,0,0,0,1,1,0,7,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
1523211000.100000,21,3,6,3,1,0,1,0,0,0,5,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1523211000.150000,16,6,4,2,0,0,2,0,0,0,5,1,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1523211000.200000,19,9,5,1,0,0,0,1,2,0,5,1,1,0,1,1,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1523211000.250000,19,20,1,2,1,0,0,1,2,4,9,3,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,1,3
1523211000.300000,27,6,9,1,2,0,0,0,0,0,3,0,1,1,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,0,0,4,0
1523211000.350000,28,6,5,4,0,0,1,0,1,0,7,0,1,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0
1523211000.400000,16,0,4,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
1523211000.450000,26,0,4,0,0,0,1,0,2,0,5,0,1,0,1,0,2,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
1523211000.500000,22,0,3,0,0,0,0,0,1,0,7,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0
1523211000.550000,28,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0
1523211000.600000,14,0,4,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
1523211000.650000,20,0,3,0,0,0,3,0,0,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1523211000.700000,16,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1523211000.750000,11,0,1,0,0,0,1,0,2,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1523211000.800000,28,0,6,0,0,0,0,0,2,0,8,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0
