date_time,total_http_start,total_http_end,SELECT_http_start,SELECT_http_end,INSERT_http_start,INSERT_http_end,UPDATE_http_start,UPDATE_http_end,DELETE_http_start,DELETE_http_end
1523210340.000000,77,78,77,78,0,0,0,0,0,0
1523210340.050000,75,76,75,76,0,0,0,0,0,0
1523210340.100000,78,78,78,78,0,0,0,0,0,0
1523210340.150000,78,82,78,82,0,0,0,0,0,0
1523210340.200000,82,76,82,76,0,0,0,0,0,0
1523210340.250000,77,77,77,77,0,0,0,0,0,0
1523210340.300000,82,82,82,82,0,0,0,0,0,0
1523210340.350000,38,54,38,54,0,0,0,0,0,0
1523210340.400000,139,123,139,123,0,0,0,0,0,0
1523210340.450000,77,77,77,77,0,0,0,0,0,0
1523210340.500000,78,78,78,78,0,0,0,0,0,0
1523210340.550000,84,84,84,84,0,0,0,0,0,0
1523210340.600000,70,69,70,69,0,0,0,0,0,0
1523210340.650000,75,77,75,77,0,0,0,0,0,0
1523210340.700000,48,47,48,47,0,0,0,0,0,0
1523210340.750000,61,61,61,61,0,0,0,0,0,0
1523210340.800000,101,100,101,100,0,0,0,0,0,0
1523210340.850000,84,85,84,85,0,0,0,0,0,0
1523210340.900000,56,56,56,56,0,0,0,0,0,0
1523210340.950000,91,90,91,90,0,0,0,0,0,0
1523210341.000000,88,89,88,89,0,0,0,0,0,0
1523210341.050000,86,85,86,85,0,0,0,0,0,0
1523210341.100000,67,68,67,68,0,0,0,0,0,0
1523210341.150000,72,72,72,72,0,0,0,0,0,0
1523210341.200000,87,87,87,87,0,0,0,0,0,0
1523210341.250000,74,74,74,74,0,0,0,0,0,0
1523210341.300000,90,91,90,91,0,0,0,0,0,0
1523210341.350000,81,81,81,81,0,0,0,0,0,0
1523210341.400000,74,73,74,73,0,0,0,0,0,0
1523210341.450000,69,69,69,69,0,0,0,0,0,0
1523210341.500000,80,80,80,80,0,0,0,0,0,0
1523210341.550000,72,72,72,72,0,0,0,0,0,0
1523210341.600000,81,81,81,81,0,0,0,0,0,0
1523210341.650000,78,78,78,78,0,0,0,0,0,0
