date_time,total_http,StoriesOfTheDay_http,Browse_http,BrowseCategories_http,BrowseStoriesByCategory_http,BrowseStoriesInCategory_http,OlderStories_http,ViewStory_http,ViewComment_http,Search_http,SearchInStories_http,SearchInComments_http,SearchInUsers_http,jpg_http,html_http,total_http_out_rs,StoriesOfTheDay_http_out_rs,Browse_http_out_rs,BrowseCategories_http_out_rs,BrowseStoriesByCategory_http_out_rs,BrowseStoriesInCategory_http_out_rs,OlderStories_http_out_rs,ViewStory_http_out_rs,ViewComment_http_out_rs,Search_http_out_rs,SearchInStories_http_out_rs,SearchInComments_http_out_rs,SearchInUsers_http_out_rs,jpg_http_out_rs,html_http_out_rs
1523210340.000000,0.076087,0.083333,0.000000,0.070000,0.000000,0.000000,0.196000,0.084811,0.049263,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.101451,0.072800,0.000000,0.000000,0.000000,0.000000,0.033000,0.127513,0.058571,0.122571,0.000000,0.000000,0.000000,0.000000,0.000000
1523210340.050000,0.082065,0.100375,0.000000,0.002000,0.000000,0.000000,0.045000,0.093535,0.059895,0.066000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079532,0.112000,0.000000,0.047333,0.000000,0.000000,0.000000,0.086302,0.064809,0.007000,0.000000,0.000000,0.000000,0.000000,0.000000
1523210340.100000,0.082951,0.075100,0.000000,0.014000,0.054000,0.000000,0.064500,0.098917,0.075630,0.050200,0.000000,0.000000,0.000000,0.000000,0.000000,0.077696,0.077833,0.000000,0.014000,0.191000,0.000000,0.024000,0.096297,0.058069,0.048750,0.000000,0.000000,0.000000,0.000000,0.000000
1523210340.150000,0.080622,0.102857,0.000000,0.026000,0.016000,0.000000,0.045000,0.103951,0.054900,0.061875,0.000000,0.000000,0.000000,0.000000,0.000000,0.082221,0.083111,0.000000,0.026000,0.035000,0.000000,0.057000,0.107250,0.065160,0.016000,0.000000,0.000000,0.000000,0.000000,0.000000
1523210340.200000,0.067946,0.040125,0.000000,0.000000,0.000000,0.000000,0.018500,0.079000,0.074739,0.031000,0.000000,0.000000,0.000000,0.000000,0.000000,0.092088,0.089400,0.000000,0.000000,0.324500,0.000000,0.086000,0.098800,0.077500,0.050375,0.000000,0.000000,0.000000,0.000000,0.000000
1523210340.250000,0.067120,0.028800,0.000000,0.000000,0.072000,0.000000,0.003000,0.081159,0.046333,0.066500,0.000000,0.000000,0.000000,0.000000,0.000000,0.070420,0.079556,0.000000,0.000000,0.000000,0.000000,0.017500,0.079568,0.053571,0.065400,0.000000,0.000000,0.000000,0.000000,0.000000
1523210340.300000,0.082443,0.100750,0.000000,0.000000,0.151500,0.000000,0.003000,0.088024,0.064094,0.126143,0.000000,0.000000,0.000000,0.000000,0.000000,0.071805,0.104250,0.000000,0.000000,0.011000,0.000000,0.003000,0.076683,0.069533,0.033200,0.000000,0.000000,0.000000,0.000000,0.000000
1523210340.350000,0.067430,0.035917,0.000000,0.013000,0.013000,0.000000,0.000000,0.072041,0.077056,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080523,0.031111,0.000000,0.013000,0.072667,0.000000,0.000000,0.087857,0.079952,0.143333,0.000000,0.000000,0.000000,0.000000,0.000000
1523210340.400000,0.080885,0.052600,0.000000,0.008000,0.127000,0.000000,0.123000,0.096350,0.061917,0.079250,0.000000,0.000000,0.000000,0.000000,0.000000,0.064750,0.045000,0.000000,0.008000,0.106000,0.000000,0.000000,0.072275,0.043400,0.120833,0.000000,0.000000,0.000000,0.000000,0.000000
1523210340.450000,0.071293,0.058000,0.000000,0.029000,0.063000,0.000000,0.097000,0.078154,0.063571,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088421,0.025000,0.000000,0.000000,0.000000,0.000000,0.068000,0.106128,0.071667,0.113250,0.000000,0.000000,0.000000,0.000000,0.000000
