date_time,total_http,SELECT_http,INSERT_http,UPDATE_http,DELETE_http,http_total_longReq,http_adjustLoad
1523210340.000000,86.439962,86.439962,0.000000,0.000000,0.000000,2.000000,84.439962
1523210340.050000,85.839981,85.839981,0.000000,0.000000,0.000000,2.000000,83.839981
1523210340.100000,82.580001,82.580001,0.000000,0.000000,0.000000,2.000000,80.580001
1523210340.150000,86.100032,86.100032,0.000000,0.000000,0.000000,2.000000,84.100032
1523210340.200000,83.940008,83.940008,0.000000,0.000000,0.000000,2.000000,81.940008
1523210340.250000,87.760005,87.760005,0.000000,0.000000,0.000000,2.000000,85.760005
1523210340.300000,86.020039,86.020039,0.000000,0.000000,0.000000,2.000000,84.020039
1523210340.350000,86.719999,86.719999,0.000000,0.000000,0.000000,2.000000,84.719999
1523210340.400000,79.159966,79.159966,0.000000,0.000000,0.000000,2.000000,77.159966
1523210340.450000,88.620003,88.620003,0.000000,0.000000,0.000000,2.000000,86.620003
1523210340.500000,88.900025,88.900025,0.000000,0.000000,0.000000,2.000000,86.900025
1523210340.550000,89.480005,89.480005,0.000000,0.000000,0.000000,2.000000,87.480005
1523210340.600000,89.560012,89.560012,0.000000,0.000000,0.000000,2.000000,87.560012
1523210340.650000,89.220031,89.220031,0.000000,0.000000,0.000000,2.000000,87.220031
1523210340.700000,89.840003,89.840003,0.000000,0.000000,0.000000,2.000000,87.840003
1523210340.750000,89.879982,89.879982,0.000000,0.000000,0.000000,1.720001,88.159981
1523210340.800000,86.339956,86.339956,0.000000,0.000000,0.000000,1.000000,85.339956
1523210340.850000,88.119958,88.119958,0.000000,0.000000,0.000000,1.000000,87.119958
1523210340.900000,89.859986,89.859986,0.000000,0.000000,0.000000,1.000000,88.859986
1523210340.950000,89.340026,89.340026,0.000000,0.000000,0.000000,1.000000,88.340026
1523210341.000000,88.679997,88.679997,0.000000,0.000000,0.000000,1.000000,87.679997
1523210341.050000,87.780020,87.780020,0.000000,0.000000,0.000000,1.000000,86.780020
1523210341.100000,89.780024,89.780024,0.000000,0.000000,0.000000,1.000000,88.780024
1523210341.150000,88.780014,88.780014,0.000000,0.000000,0.000000,1.000000,87.780014
1523210341.200000,89.619995,89.619995,0.000000,0.000000,0.000000,1.000000,88.619995
1523210341.250000,89.699999,89.699999,0.000000,0.000000,0.000000,1.000000,88.699999
1523210341.300000,89.240035,89.240035,0.000000,0.000000,0.000000,1.000000,88.240035
1523210341.350000,88.119983,88.119983,0.000000,0.000000,0.000000,1.000000,87.119983
1523210341.400000,89.299978,89.299978,0.000000,0.000000,0.000000,1.000000,88.299978
1523210341.450000,89.260030,89.260030,0.000000,0.000000,0.000000,1.000000,88.260030
1523210341.500000,87.539999,87.539999,0.000000,0.000000,0.000000,1.000000,86.539999
1523210341.550000,84.280029,84.280029,0.000000,0.000000,0.000000,0.119999,84.160030
1523210341.600000,89.159964,89.159964,0.000000,0.000000,0.000000,0.000000,89.159964
1523210341.650000,89.380014,89.380014,0.000000,0.000000,0.000000,0.000000,89.380014
1523210341.700000,82.980001,82.980001,0.000000,0.000000,0.000000,0.000000,82.980001
1523210341.750000,89.580012,89.580012,0.000000,0.000000,0.000000,0.000000,89.580012
1523210341.800000,88.419991,88.419991,0.000000,0.000000,0.000000,0.000000,88.419991
1523210341.850000,88.499983,88.499983,0.000000,0.000000,0.000000,0.000000,88.499983
1523210341.900000,89.099996,89.099996,0.000000,0.000000,0.000000,0.000000,89.099996
1523210341.950000,89.300011,89.300011,0.000000,0.000000,0.000000,0.000000,89.300011
1523210342.000000,87.979974,87.979974,0.000000,0.000000,0.000000,0.000000,87.979974
1523210342.050000,88.460016,88.460016,0.000000,0.000000,0.000000,0.000000,88.460016
1523210342.100000,89.860000,89.860000,0.000000,0.000000,0.000000,0.000000,89.860000
1523210342.150000,86.020001,86.020001,0.000000,0.000000,0.000000,0.000000,86.020001
1523210342.200000,89.219978,89.219978,0.000000,0.000000,0.000000,0.000000,89.219978
1523210342.250000,89.420019,89.420019,0.000000,0.000000,0.000000,0.000000,89.420019
1523210342.300000,85.880030,85.880030,0.000000,0.000000,0.000000,0.000000,85.880030
1523210342.350000,87.840000,87.840000,0.000000,0.000000,0.000000,0.000000,87.840000
1523210342.400000,88.099962,88.099962,0.000000,0.000000,0.000000,0.000000,88.099962
1523210342.450000,89.020033,89.020033,0.000000,0.000000,0.000000,0.000000,89.020033
1523210342.500000,88.740018,88.740018,0.000000,0.000000,0.000000,0.000000,88.740018
1523210342.550000,89.620026,89.620026,0.000000,0.000000,0.000000,0.000000,89.620026
1523210342.600000,89.260028,89.260028,0.000000,0.000000,0.000000,0.000000,89.260028
1523210342.650000,87.359998,87.359998,0.000000,0.000000,0.000000,0.000000,87.359998
1523210342.700000,89.520015,89.520015,0.000000,0.000000,0.000000,0.000000,89.520015
