timestamp,pit
1523215931500,30821.182
1523215931550,18359.0
1523215931600,12423.0
1523215931650,21969.895
1523215931700,120991.59
1523215931750,167022.42
1523215931800,136297.22
1523215931850,107025.125
1523215931900,107860.89
1523215931950,179702.0
1523215932000,175283.02
1523215932050,248887.19
1523215932100,77237.36
1523215932150,117945.42
1523215932200,140666.9
1523215932250,199032.73
1523215932300,242166.33
1523215932500,85070.35
1523215932550,201297.36
1523215932600,244227.17
1523215932650,28683.154
1523215932700,168076.3
1523215932750,215141.78
1523215932800,192405.7
1523215932850,216474.47
1523215932900,170469.47
1523215932950,161435.67
1523215933000,172362.9
1523215933050,138430.86
1523215933100,61413.812
1523215933150,85688.15
1523215933200,135165.53
1523215933250,196018.78
1523215933300,220194.56
1523215933350,184748.22
1523215933400,123784.03
1523215933450,119290.72
1523215933500,80934.4
1523215933550,122735.28
1523215933600,214221.98
1523215933650,183008.03
1523215933700,146569.53
1523215933750,125599.875
1523215933800,108799.734
1523215933850,162952.22
1523215933900,204184.77
1523215933950,166512.89
1523215934000,144818.77
1523215934050,78651.0
1523215934100,80216.57
1523215934150,50221.184
1523215934200,62909.875
1523215934250,94941.734
1523215934300,142340.61
1523215934350,134887.84
1523215934400,179105.84
1523215934450,100046.87
1523215934500,153515.44
1523215934550,172608.53
1523215934600,174458.92
1523215934650,119047.64
1523215934700,148778.53
1523215934750,111448.18
1523215934800,181616.27
1523215934850,140053.45
1523215934900,132986.8
1523215934950,90818.9
1523215935000,155900.9
1523215935050,254176.25
1523215935100,183127.14
1523215935150,104605.055
1523215935200,165731.38
1523215935250,193061.52
1523215935300,199154.64
1523215935350,137684.97
1523215935400,127521.26
1523215935450,93415.62
1523215935500,128234.7
1523215935550,123816.195
1523215935600,148613.55
1523215935650,184775.64
1523215935700,203697.05
1523215935750,111572.26
1523215935800,77527.21
1523215935850,136394.67
1523215935900,132887.64
1523215935950,157698.55
1523215936000,155849.08
1523215936050,96973.4
1523215936100,32633.363
1523215936150,163360.97
1523215936200,114128.445
1523215936250,61231.684
1523215936300,223113.97
1523215936350,136479.08
1523215936400,119195.93
1523215936450,155173.61
1523215936500,92891.42
1523215936550,171596.6
1523215936600,116644.77
1523215936650,138200.0
1523215936800,7756.3335
1523215936850,57532.75
1523215936950,10233.0
1523215937000,105938.805
1523215937050,152524.89
1523215937100,95834.85
1523215937150,83880.164
1523215937200,89980.625
1523215937250,135002.97
1523215937300,114236.6
1523215937350,54052.0
1523215937400,50181.855
1523215937450,96486.0
1523215937500,26948.0
1523215937550,50043.0
1523215937850,16447.0
1523215937900,3357.0
1523215937950,15620.0
1523215938100,355361.0
1523215938150,65650.0
1523215938250,39937.0
1523215938350,10455.0
1523215938450,25711.0
1523215938550,15703.0
1523215938650,81496.0
1523215938700,20124.0
1523215938750,7256.0
1523215938850,61621.0
1523215938900,7434.0
1523215939000,13812.0
1523215939050,61695.0
1523215939100,72043.0
1523215939200,6607.0
1523215939300,201209.0
1523215939350,102077.5
1523215939450,26426.0
1523215939500,49166.5
1523215939550,12543.5
1523215939650,58122.4
1523215939700,3542.5
1523215939800,9342.333
1523215939850,87167.336
1523215939900,69612.0
1523215940000,7398.5
1523215940050,34127.0
1523215940150,107317.0
1523215940200,8100.0
1523215940300,93863.75
1523215940350,107179.5
1523215940400,4381.0
1523215940450,24892.0
1523215940500,16257.0
1523215940550,8629.5
1523215940600,39617.332
1523215940650,75147.0
1523215940750,67500.0
1523215940800,16118.0
1523215940850,36428.332
1523215940900,15993.0
1523215940950,5356.0
1523215941000,34053.0
1523215941050,45467.668
1523215941100,64538.5
1523215941150,44063.25
1523215941200,65387.0
1523215941250,32250.0
1523215941350,4712.0
1523215941400,27203.0
1523215941450,21232.0
1523215941500,48855.0
1523215941550,28310.5
1523215941650,14142.0
1523215941700,35889.0
1523215941750,88422.0
1523215941800,2986.0
1523215941900,12397.8
1523215941950,27038.666
1523215942000,77262.0
1523215942050,5455.0
1523215942100,68369.14
1523215942150,196609.0
1523215942200,39395.0
1523215942250,40402.0
1523215942350,38146.5
1523215942400,3907.0
1523215942500,16577.0
1523215942550,37819.0
1523215942600,7855.0
1523215942650,30521.5
1523215942700,194740.0
1523215942750,66371.0
1523215942800,24086.8
1523215942850,8912.4
1523215942900,5924.0
1523215943050,54840.8
1523215943150,17191.0
1523215943200,42487.668
1523215943350,18144.143
1523215943400,5048.6665
1523215943450,27108.334
1523215943500,36752.0
1523215943600,41979.0
1523215943650,51505.6
1523215943700,5624.0
1523215943750,42458.0
1523215943800,1221.0
1523215943850,22101.5
1523215943900,26895.5
1523215943950,44276.0
1523215944000,1544.0
1523215944050,10314.75
1523215944100,1698.0
1523215944150,23741.0
1523215944200,18906.5
1523215944250,34584.25
1523215944300,71350.0
1523215944350,4543.0
1523215944400,12125.5
1523215944450,24880.0
1523215944500,4382.0
1523215944550,13885.0
1523215944600,42468.0
1523215944650,17931.0
1523215944700,30265.0
1523215944750,32637.0
1523215944800,2989.0
1523215944900,20012.0
1523215944950,41473.0
1523215945000,18349.0
1523215945050,99261.0
1523215945100,45953.5
1523215945150,3965.5
1523215945200,10203.5
1523215945250,22824.0
1523215945300,2322.75
1523215945350,552.0
1523215945400,15375.0
1523215945450,3211.0
1523215945500,52087.0
1523215945550,7076.0
1523215945600,21723.0
1523215945650,29094.25
1523215945700,13154.0
1523215945800,10949.333
1523215945850,11681.25
1523215945950,3854.0
1523215946000,47301.0
1523215946050,10762.5
1523215946100,7544.0
1523215946150,1540.0
1523215946200,19199.2
1523215946250,5460.0
1523215946300,13756.25
1523215946350,125391.0
1523215946400,15171.0
1523215946450,46153.57
1523215946500,3887.0
1523215946550,10267.5
1523215946600,21746.5
1523215946650,3991.5
1523215946700,75827.336
1523215946750,54622.855
1523215946850,77487.5
1523215946900,51201.0
1523215946950,37365.2
1523215947000,54008.5
1523215947050,11624.333
1523215947100,6239.0
1523215947150,5406.0
1523215947200,37433.25
1523215947250,8168.0
1523215947350,102874.664
1523215947400,6111.0
1523215947450,43818.75
1523215947500,226916.0
1523215947550,11548.5
1523215947600,71139.25
1523215947650,41881.6
1523215947750,42311.668
1523215947800,5328.5
1523215947850,67813.0
1523215947950,38669.4
1523215948000,149836.25
1523215948050,15417.667
1523215948100,37748.5
1523215948150,5354.0
1523215948200,6574.6665
1523215948250,9085.833
1523215948300,41623.0
1523215948350,9026.25
1523215948400,118750.5
1523215948450,37836.5
1523215948500,13346.75
1523215948550,50976.0
1523215948600,24412.5
1523215948650,47108.0
1523215948700,7897.0
1523215948750,28804.0
1523215948800,37711.5
1523215948850,49511.25
1523215948900,14639.5
1523215948950,48074.668
1523215949000,41901.5
1523215949100,60681.0
1523215949200,26707.0
1523215949250,4637.5
1523215949350,3633.0
1523215949400,34746.5
1523215949450,83791.5
1523215949500,13102.75
1523215949550,16190.4
1523215949600,25756.2
1523215949650,2663.0
1523215949700,1073.0
1523215949750,38507.5
1523215949800,49949.332
1523215949850,38510.668
1523215949900,1725.0
1523215949950,4951.6665
1523215950000,10292.5
1523215950050,7946.0
1523215950150,5058.5
1523215950200,14429.667
1523215950400,108864.5
1523215950500,1531.0
1523215950550,16738.166
1523215950600,6113.0
1523215950650,13760.0
1523215950700,20930.0
1523215950750,34024.0
1523215950800,24319.0
1523215950850,94052.8
1523215950900,17541.0
1523215950950,60320.2
1523215951000,7100.6665
1523215951050,24635.334
1523215951100,37297.2
1523215951150,572.0
1523215951200,8777.667
1523215951250,6025.0
1523215951300,7774.0
1523215951350,135816.0
1523215951400,5912.0
1523215951450,5791.6665
1523215951500,5123.0
1523215951550,45614.715
1523215951600,141838.0
1523215951650,28288.0
1523215951700,1004.5
1523215951750,38995.375
1523215951800,6081.3335
1523215951850,32896.0
1523215951900,32139.75
1523215951950,4814.0
1523215952000,8975.5
1523215952050,8126.3335
1523215952100,30278.2
1523215952150,9584.0
1523215952200,21371.666
1523215952250,43601.0
1523215952300,5204.0
1523215952350,5350.6665
1523215952400,53498.0
1523215952450,15180.25
1523215952500,18214.5
1523215952550,3489.3333
1523215952600,4272.0
1523215952650,11229.25
1523215952700,1804.0
1523215952750,33133.0
1523215952800,5739.2
1523215952850,39275.5
1523215952900,2899.5
1523215952950,15559.429
1523215953000,25457.715
1523215953050,16584.0
1523215953100,2762.6667
1523215953150,14240.4
1523215953200,50241.6
1523215953300,2764.5
1523215953350,26838.0
1523215953400,6938.0
1523215953450,4453.0
1523215953500,1399.5
1523215953550,2690.0
1523215953600,3668.0
1523215953650,4590.0
1523215953700,16267.0
1523215953750,4194.0
1523215953800,18089.0
1523215953850,25196.0
1523215953900,3499.75
1523215953950,55398.5
1523215954000,4583.6
1523215954100,57312.5
1523215954150,10691.714
1523215954200,22502.666
1523215954250,8516.0
1523215954300,567.0
1523215954350,12171.2
1523215954400,9867.0
1523215954450,6324.0
1523215954500,60042.8
1523215954550,13914.333
1523215954600,27848.834
1523215954650,19206.0
1523215954700,4750.0
1523215954750,13862.0
1523215954800,48140.0
1523215954850,9602.0
1523215954900,3059.3333
1523215954950,39097.0
1523215955000,2101.0
1523215955050,3746.0
1523215955100,12542.0
1523215955150,17297.0
1523215955200,47555.5
1523215955250,5553.25
1523215955300,19197.0
1523215955350,10575.0
1523215955400,34780.8
1523215955450,4961.5
1523215955500,9001.0
1523215955550,16106.6
1523215955600,17341.0
1523215955650,33599.0
1523215955700,4024.75
1523215955750,14444.2
1523215955800,6294.0
1523215955850,15692.75
1523215955900,103665.75
1523215955950,5655.4
1523215956000,20025.0
1523215956050,5283.0
1523215956100,84742.4
1523215956150,17431.2
1523215956200,12001.667
1523215956250,38198.0
1523215956300,3065.0
1523215956350,9243.5
1523215956400,29503.334
1523215956450,58992.332
1523215956500,69718.0
1523215956550,74651.0
1523215956600,46561.0
1523215956650,13649.0
1523215956700,11805.667
1523215956750,7696.6665
1523215956800,33668.145
1523215956850,99656.25
1523215956900,25402.0
1523215956950,35471.5
1523215957000,24674.334
1523215957050,14996.0
1523215957100,11333.8
1523215957150,17364.5
1523215957200,42884.5
1523215957250,67136.5
1523215957300,7279.4
1523215957350,34978.0
1523215957400,139434.5
1523215957450,10473.75
1523215957500,42077.5
1523215957550,8664.0
1523215957600,51692.5
1523215957650,2222.3333
1523215957700,2140.0
1523215957750,6497.75
1523215957800,3207.0
1523215957850,47621.332
1523215957900,8865.25
1523215957950,31822.8
1523215958000,15025.5
1523215958050,52934.43
1523215958100,7492.0
1523215958150,4387.0
1523215958200,64277.668
1523215958250,32051.0
1523215958300,8254.375
1523215958350,2412.0
1523215958400,8971.667
1523215958450,12781.0
1523215958500,34407.75
1523215958550,22792.0
