date_time,total_http,SELECT_http,INSERT_http,UPDATE_http,DELETE_http,http_total_longReq,http_adjustLoad
1523216100.000000,20.979994,20.979994,0.000000,0.000000,0.000000,0.000000,20.979994
1523216100.050000,21.619987,21.619987,0.000000,0.000000,0.000000,0.000000,21.619987
1523216100.100000,35.060021,35.060021,0.000000,0.000000,0.000000,0.000000,35.060021
1523216100.150000,26.860002,26.860002,0.000000,0.000000,0.000000,0.000000,26.860002
1523216100.200000,5.599996,5.599996,0.000000,0.000000,0.000000,0.000000,5.599996
1523216100.250000,7.019996,7.019996,0.000000,0.000000,0.000000,0.000000,7.019996
1523216100.300000,8.820021,8.820021,0.000000,0.000000,0.000000,0.000000,8.820021
1523216100.350000,20.259985,20.259985,0.000000,0.000000,0.000000,0.000000,20.259985
1523216100.400000,13.060019,13.060019,0.000000,0.000000,0.000000,0.000000,13.060019
1523216100.450000,20.019997,20.019997,0.000000,0.000000,0.000000,0.000000,20.019997
1523216100.500000,16.479977,16.479977,0.000000,0.000000,0.000000,0.000000,16.479977
1523216100.550000,17.340007,17.340007,0.000000,0.000000,0.000000,0.000000,17.340007
1523216100.600000,24.059998,24.059998,0.000000,0.000000,0.000000,0.000000,24.059998
1523216100.650000,34.139996,34.139996,0.000000,0.000000,0.000000,0.000000,34.139996
1523216100.700000,40.460013,40.460013,0.000000,0.000000,0.000000,0.000000,40.460013
1523216100.750000,36.899992,36.899992,0.000000,0.000000,0.000000,0.000000,36.899992
1523216100.800000,32.919996,32.919996,0.000000,0.000000,0.000000,0.000000,32.919996
1523216100.850000,23.759993,23.759993,0.000000,0.000000,0.000000,0.000000,23.759993
1523216100.900000,28.780024,28.780024,0.000000,0.000000,0.000000,0.000000,28.780024
1523216100.950000,11.800021,11.800021,0.000000,0.000000,0.000000,0.000000,11.800021
1523216101.000000,18.080034,18.080034,0.000000,0.000000,0.000000,0.000000,18.080034
1523216101.050000,18.579993,18.579993,0.000000,0.000000,0.000000,0.000000,18.579993
1523216101.100000,10.199979,10.199979,0.000000,0.000000,0.000000,0.000000,10.199979
1523216101.150000,39.600008,39.600008,0.000000,0.000000,0.000000,0.000000,39.600008
