date_time,total_http,SELECT_http,INSERT_http,UPDATE_http,DELETE_http,total_http_out_rs,SELECT_http_out_rs,INSERT_http_out_rs,UPDATE_http_out_rs,DELETE_http_out_rs
1523216100.000000,0.032667,0.032667,0.000000,0.000000,0.000000,0.033214,0.033214,0.000000,0.000000,0.000000
1523216100.050000,0.074781,0.074781,0.000000,0.000000,0.000000,0.039333,0.039333,0.000000,0.000000,0.000000
1523216100.100000,0.026065,0.026065,0.000000,0.000000,0.000000,0.038367,0.038367,0.000000,0.000000,0.000000
1523216100.150000,0.027100,0.027100,0.000000,0.000000,0.000000,0.076406,0.076406,0.000000,0.000000,0.000000
1523216100.200000,0.028045,0.028045,0.000000,0.000000,0.000000,0.038467,0.038467,0.000000,0.000000,0.000000
1523216100.250000,0.010212,0.010212,0.000000,0.000000,0.000000,0.005556,0.005556,0.000000,0.000000,0.000000
1523216100.300000,0.015537,0.015537,0.000000,0.000000,0.000000,0.009525,0.009525,0.000000,0.000000,0.000000
1523216100.350000,0.044326,0.044326,0.000000,0.000000,0.000000,0.020844,0.020844,0.000000,0.000000,0.000000
1523216100.400000,0.024925,0.024925,0.000000,0.000000,0.000000,0.003885,0.003885,0.000000,0.000000,0.000000
1523216100.450000,0.017474,0.017474,0.000000,0.000000,0.000000,0.022756,0.022756,0.000000,0.000000,0.000000
1523216100.500000,0.013214,0.013214,0.000000,0.000000,0.000000,0.021974,0.021974,0.000000,0.000000,0.000000
1523216100.550000,0.064184,0.064184,0.000000,0.000000,0.000000,0.010105,0.010105,0.000000,0.000000,0.000000
1523216100.600000,0.069575,0.069575,0.000000,0.000000,0.000000,0.025129,0.025129,0.000000,0.000000,0.000000
1523216100.650000,0.022955,0.022955,0.000000,0.000000,0.000000,0.007889,0.007889,0.000000,0.000000,0.000000
1523216100.700000,0.013560,0.013560,0.000000,0.000000,0.000000,0.024556,0.024556,0.000000,0.000000,0.000000
1523216100.750000,0.036800,0.036800,0.000000,0.000000,0.000000,0.033833,0.033833,0.000000,0.000000,0.000000
1523216100.800000,0.026759,0.026759,0.000000,0.000000,0.000000,0.078825,0.078825,0.000000,0.000000,0.000000
1523216100.850000,0.022886,0.022886,0.000000,0.000000,0.000000,0.085756,0.085756,0.000000,0.000000,0.000000
1523216100.900000,0.025200,0.025200,0.000000,0.000000,0.000000,0.028429,0.028429,0.000000,0.000000,0.000000
1523216100.950000,0.013750,0.013750,0.000000,0.000000,0.000000,0.040683,0.040683,0.000000,0.000000,0.000000
1523216101.000000,0.021419,0.021419,0.000000,0.000000,0.000000,0.016340,0.016340,0.000000,0.000000,0.000000
1523216101.050000,0.015278,0.015278,0.000000,0.000000,0.000000,0.025976,0.025976,0.000000,0.000000,0.000000
1523216101.100000,0.044159,0.044159,0.000000,0.000000,0.000000,0.017000,0.017000,0.000000,0.000000,0.000000
1523216101.150000,0.050333,0.050333,0.000000,0.000000,0.000000,0.010500,0.010500,0.000000,0.000000,0.000000
1523216101.200000,0.018371,0.018371,0.000000,0.000000,0.000000,0.031320,0.031320,0.000000,0.000000,0.000000
1523216101.250000,0.009674,0.009674,0.000000,0.000000,0.000000,0.049475,0.049475,0.000000,0.000000,0.000000
1523216101.300000,0.010679,0.010679,0.000000,0.000000,0.000000,0.013680,0.013680,0.000000,0.000000,0.000000
1523216101.350000,0.084773,0.084773,0.000000,0.000000,0.000000,0.014944,0.014944,0.000000,0.000000,0.000000
1523216101.400000,0.019028,0.019028,0.000000,0.000000,0.000000,0.012622,0.012622,0.000000,0.000000,0.000000
1523216101.450000,0.049387,0.049387,0.000000,0.000000,0.000000,0.024400,0.024400,0.000000,0.000000,0.000000
1523216101.500000,0.020190,0.020190,0.000000,0.000000,0.000000,0.012636,0.012636,0.000000,0.000000,0.000000
1523216101.550000,0.021286,0.021286,0.000000,0.000000,0.000000,0.041969,0.041969,0.000000,0.000000,0.000000
1523216101.600000,0.027742,0.027742,0.000000,0.000000,0.000000,0.079939,0.079939,0.000000,0.000000,0.000000
1523216101.650000,0.020029,0.020029,0.000000,0.000000,0.000000,0.043463,0.043463,0.000000,0.000000,0.000000
1523216101.700000,0.016881,0.016881,0.000000,0.000000,0.000000,0.024255,0.024255,0.000000,0.000000,0.000000
1523216101.750000,0.025368,0.025368,0.000000,0.000000,0.000000,0.023541,0.023541,0.000000,0.000000,0.000000
1523216101.800000,0.018487,0.018487,0.000000,0.000000,0.000000,0.026143,0.026143,0.000000,0.000000,0.000000
1523216101.850000,0.019944,0.019944,0.000000,0.000000,0.000000,0.025310,0.025310,0.000000,0.000000,0.000000
1523216101.900000,0.050212,0.050212,0.000000,0.000000,0.000000,0.023100,0.023100,0.000000,0.000000,0.000000
1523216101.950000,0.028207,0.028207,0.000000,0.000000,0.000000,0.029656,0.029656,0.000000,0.000000,0.000000
1523216102.000000,0.017286,0.017286,0.000000,0.000000,0.000000,0.022268,0.022268,0.000000,0.000000,0.000000
1523216102.050000,0.009000,0.009000,0.000000,0.000000,0.000000,0.006667,0.006667,0.000000,0.000000,0.000000
1523216102.100000,0.029288,0.029288,0.000000,0.000000,0.000000,0.028026,0.028026,0.000000,0.000000,0.000000
1523216102.150000,0.011979,0.011979,0.000000,0.000000,0.000000,0.023571,0.023571,0.000000,0.000000,0.000000
1523216102.200000,0.022029,0.022029,0.000000,0.000000,0.000000,0.023324,0.023324,0.000000,0.000000,0.000000
1523216102.250000,0.042879,0.042879,0.000000,0.000000,0.000000,0.017933,0.017933,0.000000,0.000000,0.000000
1523216102.300000,0.022467,0.022467,0.000000,0.000000,0.000000,0.019562,0.019562,0.000000,0.000000,0.000000
1523216102.350000,0.019242,0.019242,0.000000,0.000000,0.000000,0.017537,0.017537,0.000000,0.000000,0.000000
1523216102.400000,0.032327,0.032327,0.000000,0.000000,0.000000,0.047405,0.047405,0.000000,0.000000,0.000000
1523216102.450000,0.030125,0.030125,0.000000,0.000000,0.000000,0.031974,0.031974,0.000000,0.000000,0.000000
1523216102.500000,0.035717,0.035717,0.000000,0.000000,0.000000,0.028612,0.028612,0.000000,0.000000,0.000000
1523216102.550000,0.030500,0.030500,0.000000,0.000000,0.000000,0.033541,0.033541,0.000000,0.000000,0.000000
1523216102.600000,0.019687,0.019687,0.000000,0.000000,0.000000,0.026511,0.026511,0.000000,0.000000,0.000000
1523216102.650000,0.014031,0.014031,0.000000,0.000000,0.000000,0.033237,0.033237,0.000000,0.000000,0.000000
1523216102.700000,0.008256,0.008256,0.000000,0.000000,0.000000,0.010170,0.010170,0.000000,0.000000,0.000000
1523216102.750000,0.012633,0.012633,0.000000,0.000000,0.000000,0.014419,0.014419,0.000000,0.000000,0.000000
1523216102.800000,0.010946,0.010946,0.000000,0.000000,0.000000,0.010000,0.010000,0.000000,0.000000,0.000000
1523216102.850000,0.011400,0.011400,0.000000,0.000000,0.000000,0.011605,0.011605,0.000000,0.000000,0.000000
1523216102.900000,0.008294,0.008294,0.000000,0.000000,0.000000,0.010325,0.010325,0.000000,0.000000,0.000000
1523216102.950000,0.027643,0.027643,0.000000,0.000000,0.000000,0.015162,0.015162,0.000000,0.000000,0.000000
1523216103.000000,0.019622,0.019622,0.000000,0.000000,0.000000,0.025128,0.025128,0.000000,0.000000,0.000000
1523216103.050000,0.007973,0.007973,0.000000,0.000000,0.000000,0.019415,0.019415,0.000000,0.000000,0.000000
1523216103.100000,0.015679,0.015679,0.000000,0.000000,0.000000,0.010957,0.010957,0.000000,0.000000,0.000000
1523216103.150000,0.024097,0.024097,0.000000,0.000000,0.000000,0.017000,0.017000,0.000000,0.000000,0.000000
1523216103.200000,0.030581,0.030581,0.000000,0.000000,0.000000,0.015250,0.015250,0.000000,0.000000,0.000000
1523216103.250000,0.012286,0.012286,0.000000,0.000000,0.000000,0.016140,0.016140,0.000000,0.000000,0.000000
1523216103.300000,0.013051,0.013051,0.000000,0.000000,0.000000,0.015389,0.015389,0.000000,0.000000,0.000000
1523216103.350000,0.031862,0.031862,0.000000,0.000000,0.000000,0.026857,0.026857,0.000000,0.000000,0.000000
