date_time,total_http,SELECT_http,INSERT_http,UPDATE_http,DELETE_http,http_total_longReq,http_adjustLoad
1523211780.000000,81.700036,81.700036,0.000000,0.000000,0.000000,0.000000,81.700036
1523211780.050000,87.760016,87.760016,0.000000,0.000000,0.000000,0.000000,87.760016
1523211780.100000,82.279978,82.279978,0.000000,0.000000,0.000000,0.000000,82.279978
1523211780.150000,82.960024,82.960024,0.000000,0.000000,0.000000,0.000000,82.960024
1523211780.200000,81.499995,81.499995,0.000000,0.000000,0.000000,0.000000,81.499995
1523211780.250000,82.319997,82.319997,0.000000,0.000000,0.000000,0.000000,82.319997
1523211780.300000,77.219976,77.219976,0.000000,0.000000,0.000000,0.000000,77.219976
1523211780.350000,87.500002,87.500002,0.000000,0.000000,0.000000,0.000000,87.500002
1523211780.400000,89.859980,89.859980,0.000000,0.000000,0.000000,0.000000,89.859980
1523211780.450000,88.979977,88.979977,0.000000,0.000000,0.000000,0.000000,88.979977
1523211780.500000,89.019996,89.019996,0.000000,0.000000,0.000000,0.000000,89.019996
1523211780.550000,88.120007,88.120007,0.000000,0.000000,0.000000,0.000000,88.120007
1523211780.600000,89.639976,89.639976,0.000000,0.000000,0.000000,0.000000,89.639976
1523211780.650000,89.619999,89.619999,0.000000,0.000000,0.000000,0.000000,89.619999
1523211780.700000,87.600012,87.600012,0.000000,0.000000,0.000000,0.000000,87.600012
1523211780.750000,88.900001,88.900001,0.000000,0.000000,0.000000,0.000000,88.900001
1523211780.800000,88.480012,88.480012,0.000000,0.000000,0.000000,0.000000,88.480012
1523211780.850000,87.140004,87.140004,0.000000,0.000000,0.000000,0.000000,87.140004
1523211780.900000,81.999975,81.999975,0.000000,0.000000,0.000000,0.000000,81.999975
1523211780.950000,88.540014,88.540014,0.000000,0.000000,0.000000,0.000000,88.540014
1523211781.000000,87.999974,87.999974,0.000000,0.000000,0.000000,0.000000,87.999974
1523211781.050000,89.619985,89.619985,0.000000,0.000000,0.000000,0.000000,89.619985
1523211781.100000,89.539962,89.539962,0.000000,0.000000,0.000000,0.000000,89.539962
1523211781.150000,88.499971,88.499971,0.000000,0.000000,0.000000,0.000000,88.499971
1523211781.200000,89.019995,89.019995,0.000000,0.000000,0.000000,0.000000,89.019995
1523211781.250000,89.219970,89.219970,0.000000,0.000000,0.000000,0.000000,89.219970
