date_time,total_http,SELECT_http,INSERT_http,UPDATE_http,DELETE_http,total_http_out_rs,SELECT_http_out_rs,INSERT_http_out_rs,UPDATE_http_out_rs,DELETE_http_out_rs
1523211780.000000,0.075044,0.075044,0.000000,0.000000,0.000000,0.092603,0.092603,0.000000,0.000000,0.000000
1523211780.050000,0.057237,0.057237,0.000000,0.000000,0.000000,0.054387,0.054387,0.000000,0.000000,0.000000
1523211780.100000,0.030102,0.030102,0.000000,0.000000,0.000000,0.045080,0.045080,0.000000,0.000000,0.000000
1523211780.150000,0.034083,0.034083,0.000000,0.000000,0.000000,0.064000,0.064000,0.000000,0.000000,0.000000
1523211780.200000,0.040900,0.040900,0.000000,0.000000,0.000000,0.049821,0.049821,0.000000,0.000000,0.000000
1523211780.250000,0.041102,0.041102,0.000000,0.000000,0.000000,0.055026,0.055026,0.000000,0.000000,0.000000
1523211780.300000,0.045382,0.045382,0.000000,0.000000,0.000000,0.057241,0.057241,0.000000,0.000000,0.000000
1523211780.350000,0.047155,0.047155,0.000000,0.000000,0.000000,0.037962,0.037962,0.000000,0.000000,0.000000
1523211780.400000,0.048590,0.048590,0.000000,0.000000,0.000000,0.043063,0.043063,0.000000,0.000000,0.000000
1523211780.450000,0.048545,0.048545,0.000000,0.000000,0.000000,0.050568,0.050568,0.000000,0.000000,0.000000
1523211780.500000,0.060481,0.060481,0.000000,0.000000,0.000000,0.055859,0.055859,0.000000,0.000000,0.000000
1523211780.550000,0.046396,0.046396,0.000000,0.000000,0.000000,0.047582,0.047582,0.000000,0.000000,0.000000
1523211780.600000,0.067805,0.067805,0.000000,0.000000,0.000000,0.056817,0.056817,0.000000,0.000000,0.000000
1523211780.650000,0.073329,0.073329,0.000000,0.000000,0.000000,0.055681,0.055681,0.000000,0.000000,0.000000
1523211780.700000,0.052065,0.052065,0.000000,0.000000,0.000000,0.051149,0.051149,0.000000,0.000000,0.000000
1523211780.750000,0.096574,0.096574,0.000000,0.000000,0.000000,0.060492,0.060492,0.000000,0.000000,0.000000
1523211780.800000,0.034506,0.034506,0.000000,0.000000,0.000000,0.025207,0.025207,0.000000,0.000000,0.000000
1523211780.850000,0.042269,0.042269,0.000000,0.000000,0.000000,0.049860,0.049860,0.000000,0.000000,0.000000
1523211780.900000,0.063289,0.063289,0.000000,0.000000,0.000000,0.093090,0.093090,0.000000,0.000000,0.000000
1523211780.950000,0.057725,0.057725,0.000000,0.000000,0.000000,0.070783,0.070783,0.000000,0.000000,0.000000
1523211781.000000,0.038370,0.038370,0.000000,0.000000,0.000000,0.023713,0.023713,0.000000,0.000000,0.000000
1523211781.050000,0.060600,0.060600,0.000000,0.000000,0.000000,0.048377,0.048377,0.000000,0.000000,0.000000
1523211781.100000,0.045040,0.045040,0.000000,0.000000,0.000000,0.066091,0.066091,0.000000,0.000000,0.000000
