date_time,total_http,StoriesOfTheDay_http,Browse_http,BrowseCategories_http,BrowseStoriesByCategory_http,BrowseStoriesInCategory_http,OlderStories_http,ViewStory_http,ViewComment_http,Search_http,SearchInStories_http,SearchInComments_http,SearchInUsers_http,jpg_http,html_http,total_http_out_rs,StoriesOfTheDay_http_out_rs,Browse_http_out_rs,BrowseCategories_http_out_rs,BrowseStoriesByCategory_http_out_rs,BrowseStoriesInCategory_http_out_rs,OlderStories_http_out_rs,ViewStory_http_out_rs,ViewComment_http_out_rs,Search_http_out_rs,SearchInStories_http_out_rs,SearchInComments_http_out_rs,SearchInUsers_http_out_rs,jpg_http_out_rs,html_http_out_rs
1523211780.000000,0.346963,0.109600,0.000000,0.000000,0.047000,0.000000,0.000000,1.059000,0.288273,0.061400,0.000000,0.000000,0.000000,0.000000,0.000000,0.290880,0.037222,0.000000,0.000000,0.039000,0.000000,0.000000,0.806143,0.250400,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.050000,0.237556,0.108800,0.000000,0.000000,0.000000,0.000000,0.068000,0.485667,0.257833,0.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.433000,0.008000,0.000000,0.114000,0.073500,0.000000,0.000000,0.987250,0.388444,0.080000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.100000,0.204917,0.079167,0.000000,0.220000,0.049500,0.000000,0.000000,0.380200,0.297000,0.048000,0.000000,0.000000,0.000000,0.000000,0.000000,0.303917,0.102100,0.000000,0.000000,0.000000,0.000000,0.000000,0.623857,0.303667,0.084000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.150000,0.260406,0.042429,0.000000,0.000000,0.041000,0.000000,0.010000,0.607333,0.190615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.364000,0.043400,0.000000,0.000000,0.049500,0.000000,0.068000,0.673364,0.271000,0.337800,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.200000,0.176250,0.040143,0.000000,0.000000,0.023000,0.000000,0.000000,0.704333,0.163167,0.043000,0.000000,0.000000,0.000000,0.000000,0.000000,0.209773,0.027833,0.000000,0.000000,0.041000,0.000000,0.010000,0.667000,0.208571,0.114000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.250000,0.300800,0.120000,0.000000,0.000000,0.008000,0.000000,0.000000,0.656000,0.203750,0.097000,0.000000,0.000000,0.000000,0.000000,0.000000,0.190000,0.064250,0.000000,0.000000,0.015500,0.000000,0.000000,0.529667,0.191125,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.300000,0.270433,0.052455,0.000000,0.043000,0.000000,0.000000,0.000000,0.764571,0.239250,0.075667,0.000000,0.000000,0.000000,0.000000,0.000000,0.353400,0.100400,0.000000,0.000000,0.000000,0.000000,0.000000,0.706000,0.342385,0.176000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.350000,0.335961,0.049000,0.000000,0.000000,0.092667,0.000000,0.000000,0.632444,0.420500,0.075091,0.000000,0.000000,0.000000,0.000000,0.000000,0.323595,0.085182,0.000000,0.131500,0.000000,0.000000,0.000000,0.945200,0.216727,0.069375,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.400000,0.341161,0.073000,0.000000,0.000000,0.000000,0.000000,0.125500,0.880429,0.368556,0.038333,0.000000,0.000000,0.000000,0.000000,0.000000,0.229686,0.070111,0.000000,0.000000,0.043000,0.000000,0.000000,0.528375,0.252667,0.021200,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.450000,0.355929,0.063375,0.000000,0.086000,0.058000,0.000000,0.146667,0.905375,0.363667,0.135250,0.000000,0.000000,0.000000,0.000000,0.000000,0.380125,0.055429,0.000000,0.000000,0.122000,0.000000,0.079000,0.795667,0.357000,0.100667,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.500000,0.329733,0.062000,0.000000,0.000000,0.124000,0.000000,0.181000,1.075500,0.353583,0.211000,0.000000,0.000000,0.000000,0.000000,0.000000,0.317061,0.067750,0.000000,0.086000,0.085500,0.000000,0.056000,0.550083,0.393000,0.128000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.550000,0.233526,0.081200,0.000000,0.000000,0.000000,0.000000,0.213000,1.039000,0.307333,0.137333,0.000000,0.000000,0.000000,0.000000,0.000000,0.219900,0.072800,0.000000,0.000000,0.000000,0.000000,0.172000,0.781000,0.194250,0.189000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.600000,0.297846,0.094667,0.000000,0.000000,0.050000,0.000000,0.000000,0.728000,0.332714,0.048333,0.000000,0.000000,0.000000,0.000000,0.000000,0.300692,0.061000,0.000000,0.000000,0.124000,0.000000,0.123000,0.847833,0.297333,0.053000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.650000,0.349900,0.098500,0.000000,0.000000,0.217000,0.000000,0.150000,0.557250,0.412333,0.297000,0.000000,0.000000,0.000000,0.000000,0.000000,0.230400,0.083857,0.000000,0.000000,0.050000,0.000000,0.000000,0.418750,0.276500,0.297500,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.700000,0.284500,0.123125,0.000000,0.008000,0.014000,0.000000,0.119500,0.756000,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.353909,0.110000,0.000000,0.008000,0.000000,0.000000,0.221000,0.635625,0.313600,0.133000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.750000,0.400609,0.129600,0.000000,0.044000,0.000000,0.000000,0.000000,0.732000,0.381333,0.126000,0.000000,0.000000,0.000000,0.000000,0.000000,0.210583,0.083556,0.000000,0.000000,0.014000,0.000000,0.213000,0.496750,0.291167,0.113667,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.800000,0.292560,0.061100,0.000000,0.065000,0.000000,0.000000,0.191000,0.810167,0.226571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.244545,0.085000,0.000000,0.044000,0.000000,0.000000,0.136500,0.594667,0.298222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.850000,0.188065,0.064562,0.000000,0.000000,0.065667,0.000000,0.155000,0.654200,0.387333,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.121903,0.053533,0.000000,0.065000,0.217000,0.000000,0.116000,0.349250,0.145000,0.114000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.900000,0.343000,0.055000,0.000000,0.119000,0.000000,0.000000,0.098000,0.711000,0.223000,0.116000,0.000000,0.000000,0.000000,0.000000,0.000000,0.214000,0.009500,0.000000,0.000000,0.005000,0.000000,0.000000,0.468500,0.375000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211780.950000,0.226696,0.069125,0.000000,0.000000,0.000000,0.000000,0.231000,0.668667,0.255875,0.125667,0.000000,0.000000,0.000000,0.000000,0.000000,0.365214,0.109455,0.000000,0.000000,0.086000,0.000000,0.191000,0.939000,0.401857,0.149000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.000000,0.227969,0.045167,0.000000,0.000000,0.018000,0.000000,0.129000,0.527571,0.206071,0.099667,0.000000,0.000000,0.000000,0.000000,0.000000,0.273581,0.098900,0.000000,0.119000,0.062000,0.000000,0.126500,0.693667,0.339375,0.059500,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.050000,0.355667,0.060000,0.000000,0.000000,0.000000,0.000000,0.000000,1.024667,0.383800,0.021000,0.000000,0.000000,0.000000,0.000000,0.000000,0.266947,0.058143,0.000000,0.000000,0.000000,0.000000,0.000000,0.756000,0.225333,0.144500,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.100000,0.269250,0.050800,0.000000,0.094000,0.000000,0.000000,0.210000,0.699500,0.273375,0.085286,0.000000,0.000000,0.000000,0.000000,0.000000,0.373345,0.068000,0.000000,0.000000,0.000000,0.000000,0.129000,0.795333,0.297200,0.059200,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.150000,0.267722,0.084000,0.000000,0.000000,0.086000,0.000000,0.000000,0.461750,0.382000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233474,0.066500,0.000000,0.000000,0.030000,0.000000,0.000000,0.607000,0.244750,0.120333,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.200000,0.235400,0.069333,0.000000,0.068000,0.000000,0.000000,0.103000,0.612400,0.318333,0.178833,0.000000,0.000000,0.000000,0.000000,0.000000,0.370000,0.073500,0.000000,0.094000,0.061000,0.000000,0.231000,0.769143,0.432800,0.070500,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.250000,0.323741,0.077000,0.000000,0.000000,0.088000,0.000000,0.190500,0.603143,0.292545,0.200333,0.000000,0.000000,0.000000,0.000000,0.000000,0.288143,0.050875,0.000000,0.068000,0.092000,0.000000,0.000000,0.650000,0.265000,0.090500,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.300000,0.254100,0.065750,0.000000,0.000000,0.000000,0.000000,0.000000,0.584000,0.301200,0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0.524571,0.076000,0.000000,0.000000,0.000000,0.000000,0.156500,1.348333,0.336000,0.097667,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.350000,0.275348,0.112600,0.000000,0.000000,0.106000,0.000000,0.000000,0.853000,0.280500,0.141750,0.000000,0.000000,0.000000,0.000000,0.000000,0.246136,0.090667,0.000000,0.000000,0.124500,0.000000,0.120000,0.576250,0.294000,0.069500,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.400000,0.381118,0.072500,0.000000,0.000000,0.000000,0.000000,0.000000,0.637333,0.339167,0.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.309941,0.076500,0.000000,0.000000,0.000000,0.000000,0.000000,0.780333,0.322714,0.210000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.450000,0.189462,0.119778,0.000000,0.025000,0.000000,0.000000,0.000000,0.474400,0.205667,0.043400,0.000000,0.000000,0.000000,0.000000,0.000000,0.290880,0.084250,0.000000,0.000000,0.106000,0.000000,0.000000,0.707714,0.342667,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.500000,0.268308,0.036400,0.000000,0.000000,0.000000,0.000000,0.000000,0.691250,0.126000,0.144500,0.000000,0.000000,0.000000,0.000000,0.000000,0.263176,0.048800,0.000000,0.025000,0.000000,0.000000,0.261000,0.584200,0.204600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.550000,0.331966,0.076286,0.000000,0.000000,0.000000,0.000000,0.000000,0.590600,0.355750,0.085250,0.000000,0.000000,0.000000,0.000000,0.000000,0.275464,0.080000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644750,0.217571,0.078667,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.600000,0.214667,0.094250,0.000000,0.000000,0.122000,0.000000,0.131000,0.581833,0.209143,0.026375,0.000000,0.000000,0.000000,0.000000,0.000000,0.348931,0.087111,0.000000,0.000000,0.000000,0.000000,0.000000,0.897250,0.357000,0.002500,0.000000,0.000000,0.000000,0.000000,0.000000
1523211781.650000,0.223789,0.138000,0.000000,0.000000,0.000000,0.000000,0.112000,0.540250,0.269000,0.106500,0.000000,0.000000,0.000000,0.000000,0.000000,0.318100,0.125750,0.000000,0.000000,0.000000,0.000000,0.000000,0.450667,0.467333,0.087750,0.000000,0.000000,0.000000,0.000000,0.000000
