date_time,total_http_start,total_http_end,SELECT_http_start,SELECT_http_end,INSERT_http_start,INSERT_http_end,UPDATE_http_start,UPDATE_http_end,DELETE_http_start,DELETE_http_end
1523211780.000000,68,68,68,68,0,0,0,0,0,0
1523211780.050000,80,80,80,80,0,0,0,0,0,0
1523211780.100000,88,88,88,88,0,0,0,0,0,0
1523211780.150000,72,84,72,84,0,0,0,0,0,0
1523211780.200000,90,95,90,95,0,0,0,0,0,0
1523211780.250000,88,78,88,78,0,0,0,0,0,0
1523211780.300000,89,87,89,87,0,0,0,0,0,0
1523211780.350000,110,105,110,105,0,0,0,0,0,0
1523211780.400000,78,79,78,79,0,0,0,0,0,0
1523211780.450000,88,88,88,88,0,0,0,0,0,0
1523211780.500000,79,78,79,78,0,0,0,0,0,0
1523211780.550000,91,91,91,91,0,0,0,0,0,0
1523211780.600000,82,82,82,82,0,0,0,0,0,0
1523211780.650000,70,69,70,69,0,0,0,0,0,0
1523211780.700000,93,94,93,94,0,0,0,0,0,0
1523211780.750000,61,61,61,61,0,0,0,0,0,0
1523211780.800000,87,87,87,87,0,0,0,0,0,0
1523211780.850000,52,57,52,57,0,0,0,0,0,0
1523211780.900000,83,78,83,78,0,0,0,0,0,0
1523211780.950000,91,92,91,92,0,0,0,0,0,0
1523211781.000000,81,80,81,80,0,0,0,0,0,0
1523211781.050000,70,69,70,69,0,0,0,0,0,0
1523211781.100000,75,77,75,77,0,0,0,0,0,0
1523211781.150000,81,80,81,80,0,0,0,0,0,0
1523211781.200000,80,80,80,80,0,0,0,0,0,0
1523211781.250000,87,87,87,87,0,0,0,0,0,0
1523211781.300000,82,82,82,82,0,0,0,0,0,0
1523211781.350000,77,77,77,77,0,0,0,0,0,0
1523211781.400000,65,65,65,65,0,0,0,0,0,0
1523211781.450000,76,75,76,75,0,0,0,0,0,0
1523211781.500000,79,80,79,80,0,0,0,0,0,0
1523211781.550000,80,80,80,80,0,0,0,0,0,0
1523211781.600000,83,84,83,84,0,0,0,0,0,0
1523211781.650000,58,56,58,56,0,0,0,0,0,0
1523211781.700000,66,67,66,67,0,0,0,0,0,0
1523211781.750000,80,80,80,80,0,0,0,0,0,0
1523211781.800000,92,92,92,92,0,0,0,0,0,0
1523211781.850000,95,95,95,95,0,0,0,0,0,0
1523211781.900000,71,71,71,71,0,0,0,0,0,0
1523211781.950000,87,87,87,87,0,0,0,0,0,0
1523211782.000000,81,81,81,81,0,0,0,0,0,0
1523211782.050000,66,66,66,66,0,0,0,0,0,0
1523211782.100000,78,78,78,78,0,0,0,0,0,0
1523211782.150000,57,57,57,57,0,0,0,0,0,0
1523211782.200000,85,86,85,86,0,0,0,0,0,0
1523211782.250000,82,81,82,81,0,0,0,0,0,0
1523211782.300000,77,78,77,78,0,0,0,0,0,0
1523211782.350000,87,86,87,86,0,0,0,0,0,0
1523211782.400000,83,83,83,83,0,0,0,0,0,0
1523211782.450000,83,83,83,83,0,0,0,0,0,0
1523211782.500000,78,77,78,77,0,0,0,0,0,0
1523211782.550000,90,91,90,91,0,0,0,0,0,0
1523211782.600000,80,80,80,80,0,0,0,0,0,0
1523211782.650000,91,91,91,91,0,0,0,0,0,0
1523211782.700000,72,72,72,72,0,0,0,0,0,0
1523211782.750000,69,69,69,69,0,0,0,0,0,0
1523211782.800000,75,75,75,75,0,0,0,0,0,0
1523211782.850000,82,83,82,83,0,0,0,0,0,0
1523211782.900000,90,89,90,89,0,0,0,0,0,0
1523211782.950000,83,83,83,83,0,0,0,0,0,0
1523211783.000000,81,81,81,81,0,0,0,0,0,0
1523211783.050000,58,58,58,58,0,0,0,0,0,0
1523211783.100000,87,87,87,87,0,0,0,0,0,0
1523211783.150000,65,65,65,65,0,0,0,0,0,0
1523211783.200000,80,80,80,80,0,0,0,0,0,0
1523211783.250000,71,72,71,72,0,0,0,0,0,0
1523211783.300000,74,73,74,73,0,0,0,0,0,0
1523211783.350000,82,81,82,81,0,0,0,0,0,0
1523211783.400000,73,76,73,76,0,0,0,0,0,0
1523211783.450000,107,105,107,105,0,0,0,0,0,0
1523211783.500000,91,91,91,91,0,0,0,0,0,0
1523211783.550000,87,86,87,86,0,0,0,0,0,0
1523211783.600000,84,85,84,85,0,0,0,0,0,0
1523211783.650000,66,66,66,66,0,0,0,0,0,0
1523211783.700000,90,90,90,90,0,0,0,0,0,0
1523211783.750000,90,90,90,90,0,0,0,0,0,0
1523211783.800000,65,65,65,65,0,0,0,0,0,0
1523211783.850000,85,85,85,85,0,0,0,0,0,0
