date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,Browse_http_start,Browse_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,BrowseStoriesInCategory_http_start,BrowseStoriesInCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,ViewComment_http_start,ViewComment_http_end,Search_http_start,Search_http_end,SearchInStories_http_start,SearchInStories_http_end,SearchInComments_http_start,SearchInComments_http_end,SearchInUsers_http_start,SearchInUsers_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523211780.000000,66,67,5,6,0,0,0,0,0,2,0,0,2,1,30,31,24,24,5,3,0,0,0,0,0,0,0,0,0,0
1523211780.050000,91,89,7,7,0,0,0,0,2,1,0,0,2,3,45,44,32,31,3,3,0,0,0,0,0,0,0,0,0,0
1523211780.100000,94,95,4,5,0,0,1,0,1,1,0,0,0,0,44,45,40,38,4,6,0,0,0,0,0,0,0,0,0,0
1523211780.150000,87,92,6,6,0,0,0,0,2,2,0,0,0,0,37,36,39,43,3,5,0,0,0,0,0,0,0,0,0,0
1523211780.200000,94,90,3,3,0,0,0,0,1,1,0,0,0,0,50,50,32,34,8,2,0,0,0,0,0,0,0,0,0,0
1523211780.250000,91,93,12,8,0,0,1,0,1,0,0,0,0,0,42,42,29,36,6,7,0,0,0,0,0,0,0,0,0,0
1523211780.300000,86,94,9,13,0,0,1,2,1,1,0,0,0,0,45,45,21,23,9,10,0,0,0,0,0,0,0,0,0,0
1523211780.350000,87,79,11,6,0,0,0,0,0,1,0,0,3,1,41,42,29,26,3,3,0,0,0,0,0,0,0,0,0,0
1523211780.400000,89,91,7,8,0,0,0,1,1,0,0,0,3,1,53,52,19,24,6,5,0,0,0,0,0,0,0,0,0,0
1523211780.450000,96,88,8,9,0,0,0,0,1,2,0,0,5,3,49,49,32,22,1,3,0,0,0,0,0,0,0,0,0,0
1523211780.500000,71,70,10,10,0,0,0,0,1,0,0,0,1,2,34,34,19,19,6,5,0,0,0,0,0,0,0,0,0,0
1523211780.550000,87,87,11,5,0,0,0,0,0,2,0,0,2,5,44,45,28,28,2,2,0,0,0,0,0,0,0,0,0,0
